fmol/mgCDW	Yu2021_N30_005R1	Yu2021_N30_005R2	Yu2021_N30_005R3	Yu2021_std_010R1	Yu2021_std_010R2	Yu2021_std_010R3	Yu2021_N30_010R1	Yu2021_N30_010R2	Yu2021_N30_010R3	Yu2021_N30_013R1	Yu2021_N30_013R2	Yu2021_N30_013R3	Yu2021_N30_018R1	Yu2021_N30_018R2	Yu2021_N30_018R3	Yu2021_N30_030R1	Yu2021_N30_030R2	Yu2021_N30_030R3	Yu2021_N30_035R1	Yu2021_N30_035R2	Yu2021_N30_035R3	Yu2021_Gln_glc1R1	Yu2021_Gln_glc1R2	Yu2021_Gln_glc1R3	Yu2021_Gln_glc2R1	Yu2021_Gln_glc2R2	Yu2021_Gln_glc2R3	Yu2021_Gln_N30R1	Yu2021_Gln_N30R2	Yu2021_Gln_N30R3	Yu2021_Phe_stdR1	Yu2021_Phe_stdR2	Yu2021_Phe_stdR3	Yu2021_Phe_N30R1	Yu2021_Phe_N30R2	Yu2021_Phe_N30R3	Yu2021_Ile_stdR1	Yu2021_Ile_stdR2	Yu2021_Ile_stdR3	Yu2021_Ile_N30R1	Yu2021_Ile_N30R2	Yu2021_Ile_N30R3
YNL083W	4.840233552	4.240349406	4.525755977	8.088604291	7.265799546	7.831574726	4.735927495	4.787078069	5.230468835	7.356842448	6.292293332	6.597311919	7.097679483	6.659934978	7.134521601	8.749577843	9.16222684	9.059308777	10.27768209	9.716328592	9.805620188	10.51203686	13.47179662	10.80663683	10.114793	6.192519701	7.804859909	4.714593317	7.982190497	8.865142179	12.33622789	14.28909217	13.60893504	9.417003037	8.508047671	9.706513651	8.862340448	10.33893025	7.529837666	8.973509447	9.083727393	8.658791968
YPL228W	157.097283	156.674508	169.0970929	198.6782178	219.7359149	186.590269	117.466448	136.6703106	140.7963781	186.8944838	163.994621	151.9823096	159.3084655	164.7441146	180.2890667	204.4572547	247.9609924	203.4695987	259.4879333	254.2644308	267.9954142	184.511608	276.4832003	193.8547485	222.5309389	156.0739965	216.1382641	100.2533156	168.8178819	202.317542	199.4625084	220.4635295	185.9018274	221.6937237	185.9699629	200.0248887	185.3136092	223.9311599	199.4541733	244.0026596	255.5190597	275.9747869
YDR110W	1.53461556	1.245269652	1.309992658	1.551638259	1.723676969	1.545066482	0.766840367	1.199746621	1.668468055	1.278392203	1.379323894	1.45418022	1.764032469	1.536393338	1.673903255	3.073074317	2.777308439	4.087784493	3.488707712	5.391818649	3.781595885	0.438938706	1.434029436	1.643237631	2.189500029	1.608918576	1.723533149	0.881257183	1.659107769	1.411419731	1.492678045	2.536711524	1.751296406	2.074819544	1.844411878	1.572128619	1.096214182	1.841295778	1.431874132	1.507849057	1.729495685	1.649627634
YPL081W	11824.16691	9997.847519	9111.935208	15070.51863	14398.26271	16898.70556	8990.481368	9073.912674	10464.84054	14635.14809	12237.71435	12338.4363	16473.91086	14724.85356	14931.60629	32562.14065	33682.04255	34040.86444	51196.30227	50023.46513	48001.83244	22204.40106	23015.17061	29086.98226	21622.89976	15117.43824	16878.87595	10334.06991	16573.03798	16243.8032	18610.43281	22546.22608	19818.29857	18155.63132	16598.65914	19418.01283	16238.76708	18257.948	17344.71484	21103.76216	21925.61113	21836.82896
YDR204W	86.21770457	83.95423682	0	80.68260567	88.77986271	79.62799419	79.29722017	70.7070234	126.612436	130.4791656	100.1283458	107.3136917	132.8359324	0	136.4780734	146.4763429	0	134.7529193	0	137.8935254	148.0709796	89.19950569	125.6163545	0	0	112.0712562	126.7175483	110.3314697	158.6649173	176.943551	137.6533693	0	173.3552411	183.0690498	193.0109369	212.5772275	104.56601	123.5973429	0	0	247.8022686	172.4217166
YHR167W	65.45751824	68.69090327	66.05625168	70.53064084	96.28756586	67.56769743	48.50939253	53.11986414	29.0449378	57.34666697	48.05228678	49.25499907	46.87055662	49.41910749	58.37110797	73.28001854	68.27066589	91.19256218	80.54722565	103.2096851	89.46705701	152.708032	160.3563824	167.5068624	120.8976803	50.85816566	67.41348062	29.21579039	67.72843371	67.130225	63.61410901	87.07111842	61.87111297	88.36764975	83.80618567	67.77332011	66.70803918	100.6456553	57.11009603	61.76380551	80.32918587	67.13944202
YLR421C	1217.687924	954.3534992	773.5014568	772.6410963	638.1002264	721.5859169	901.5749299	681.1169125	919.9925189	1440.299514	1255.271247	1378.447078	1321.962546	1127.551809	1137.739865	1671.250187	1594.266628	1858.659137	2071.597955	2173.660133	2229.123697	340.7508353	204.9367918	471.3091984	739.3488868	804.4730961	820.1386052	882.2969749	1336.274719	1100.254068	819.2568695	757.8987394	871.3313882	1161.775184	1218.953082	1155.073992	806.3715002	651.0149845	1110.097444	1752.864192	1233.831707	1668.332441
YPR089W	0.633879696	0.724035713	0.560603531	0.634969305	1.335570493	0.704350121	0.544350206	0.591214717	0.660627313	1.023482807	0.857300497	0.930366687	1.041166245	0.93776127	0.988081883	1.757504329	1.664802486	1.573122153	1.813410184	1.783876864	2.239806929	0.501791917	1.608779588	0.802602155	0.813687785	0.576426687	0.89371158	0.677872636	1.064778965	1.028661852	1.091579929	0.94179509	1.039609012	1.061796163	1.322449791	0.989655006	0.509981004	1.087451901	0.838326555	1.415723677	1.351747772	1.562658507
YPL249C-A	18567.69834	14780.14581	14449.40449	27992.20297	29707.07055	28435.3432	14202.03096	14749.23333	21446.91111	25698.44587	21812.10618	22051.88076	31455.46971	28591.67625	26807.53225	60395.51993	60028.11146	41327.91002	89719.07908	73076.60069	89020.89183	51386.26789	62924.51423	61268.07789	41818.15672	27830.37356	28524.31805	18326.15315	29134.59955	27222.74801	32551.42382	36054.8988	36504.90034	29405.50795	27014.10725	30927.22791	28733.54895	38670.10136	29591.53606	37696.39537	32460.53077	40851.49644
YOR298C-A	6951.569788	6415.98488	6901.48379	7053.688995	7432.112841	5881.157206	4172.256238	4525.184075	7844.301455	5470.868445	4568.285891	4415.654745	4239.190828	4448.838079	4642.143823	6108.897095	7042.918609	5956.16452	9615.335079	7963.179618	7330.967418	8498.583722	10444.08158	8875.939313	9739.321169	6031.158298	7771.964783	3797.016848	7508.479113	5349.574854	5739.607457	7218.30076	6779.135473	8010.123467	7177.991263	6044.017866	6275.239683	8411.447048	7196.225861	9957.325111	8091.972971	6351.159745
YBR085C-A	221.5506231	0	0	205.708565	0	122.711037	0	105.1280076	96.04201129	0	96.70427673	0	109.0026982	0	120.1278042	0	0	0	0	0	241.7144381	226.4919349	0	0	0	0	201.9744373	87.23777603	0	159.9864872	0	0	0	397.5415154	0	0	202.2711445	0	0	0	0	159.1006574
YKL053C-A	1147.072165	996.856504	1233.89601	2711.161546	2906.558765	2561.832934	1177.298968	1283.508357	1117.202868	1718.85202	1280.471823	1454.586499	1698.134779	1748.399566	1863.957636	2492.571384	2735.654905	2383.644973	2486.988695	2484.976572	2778.219288	5172.965407	6690.579516	5305.064651	3820.445741	2404.237088	3086.795664	1052.128556	2118.91693	2384.141008	3738.725246	4086.798182	4292.250151	2426.370938	2345.492799	2657.759678	2476.919491	3593.342561	2088.22091	2508.046751	3005.868365	2004.420196
YEL020W-A	2208.453009	1689.748183	2720.468653	3335.615875	2671.839637	1616.092144	1688.702855	1887.89713	4360.579984	3912.765524	2964.780942	3383.030807	3391.562219	3501.289228	2994.936187	7232.476427	6901.579723	8057.257175	6893.095189	11935.08529	12227.32699	2820.426738	2257.897668	4639.181975	4736.149374	2942.285218	3562.837233	4832.244888	11254.56581	6004.78359	3900.844997	5382.661235	3447.119485	7864.569268	11282.57415	6533.744857	3019.049126	2985.523514	3976.732318	21978.85317	7813.59645	15865.75822
YDL045W-A	317.3123718	266.050068	410.8340013	934.8076424	992.0848496	874.465561	297.6098139	316.9755881	304.041116	414.3751635	386.6496805	399.9836435	602.9417004	528.8725074	555.226194	1035.462326	923.4697228	947.6801123	938.3766965	948.6478241	1241.548696	1660.679669	1984.364159	1736.634286	1133.89057	645.9330707	751.4457559	262.9027596	530.3457596	620.4615047	1196.244901	1387.892513	1179.371889	662.9892706	553.8262161	723.6202247	785.7977052	1012.183375	707.5722623	684.9788589	716.2743906	748.1124409
YJR048W	579.716535	442.7050545	686.233758	1434.616252	1561.376441	1288.849588	573.5824825	515.6125876	975.9629484	1037.051207	882.1553337	880.9452456	1125.896722	1161.875253	910.4860997	1812.098212	1938.721987	1355.300378	1942.323265	1484.007605	2521.9099	2183.300903	3033.044903	3214.649287	2110.92434	1261.938661	1520.102851	754.8319047	1244.126142	1247.04356	3076.892687	4020.189079	3237.61899	1504.225008	1331.010578	1649.394694	1205.579287	1789.319189	1167.691015	1715.939354	1890.280266	1570.485115
YDR529C	5833.172066	6538.922385	5642.50355	6551.390784	6171.111271	9221.598718	5780.50454	6344.78099	6637.651179	12064.75832	10425.47119	10427.75599	10021.71718	10312.94232	10565.2739	13245.7438	15031.00904	14503.81136	15628.02127	20368.53474	15622.66862	7992.097492	8611.939911	12452.34914	13243.65483	9375.671516	12176.29498	12760.84725	15515.82722	14402.75862	16304.29982	18846.88621	15774.09927	16256.33239	18173.89317	20373.38333	10114.63607	11632.81656	10950.9455	24842.47381	21070.41227	21375.43753
YML054C	124.7553214	114.2624722	104.3388386	396.1082119	392.0424586	324.0148803	29.1335564	35.38845678	52.48332247	49.20190133	47.71141454	55.91667084	76.24288326	63.23046241	71.55818	141.2257874	135.7533455	116.4235162	124.1458597	139.6560803	146.8774582	358.0090826	409.9385182	315.0588455	273.4211086	193.4067882	233.8532941	79.2814253	128.2053612	111.6015337	628.3942046	767.87334	663.6830229	126.9821097	144.2191941	152.4367137	221.2588428	243.9349861	239.7341673	159.0888046	150.0780962	117.3427433
YOL086C	60725.13718	47727.60075	40142.65833	155554.131	167002.1071	112863.3234	32936.70848	40912.49876	48209.79595	49971.38554	46321.52091	42345.02522	41931.60651	36490.8939	44700.06824	59133.32305	59562.39694	62081.21159	78883.94857	80508.38518	97845.88934	257155.2889	334928.6304	330740.1816	131061.3488	68907.86489	82843.95331	37960.0504	60444.71157	60708.72211	74022.0224	94536.86466	77553.40901	62749.67328	57846.32907	57184.32713	83732.5755	116198.0322	94125.8777	119741.5782	106353.8017	95748.69848
YMR303C	32318.84808	32892.18821	26030.76969	341419.4815	325144.8563	267036.7392	6513.396696	12233.0332	19986.85837	12270.60692	15694.46485	13498.01483	12817.22384	10980.63817	14878.75571	18306.95389	20385.22653	13476.31384	21847.33336	16600.63876	30920.41495	483191.9774	551651.5274	552069.6746	110418.3494	61348.07429	54843.60615	13057.79477	20174.29291	19989.0285	137475.4521	169346.2056	144445.9956	23283.05254	20605.39856	11761.19173	69255.60447	139475.353	70367.81114	92676.11733	87281.99561	65075.62217
YGR192C	120842.3096	94855.62644	77949.36778	76969.83665	74912.90141	74244.08024	66167.75545	60614.49739	169321.3562	131165.5745	109506.2662	102626.4489	88793.37574	100326.3667	80154.5145	172814.6082	175599.3818	173147.0824	236771.2078	325700.2771	252782.6047	62349.7737	88484.66839	112969.4751	133117.9604	126127.4515	147318.2245	109740.6007	161157.1725	132060.4515	98883.90832	94184.00136	91210.15777	139132.1429	142421.9039	152666.9238	99616.15301	108541.5564	158167.0389	292191.3596	222566.9382	259773.8997
YJL052W	89806.89455	69079.36351	57644.94459	61373.62139	55816.78206	56320.77528	46321.23713	41556.0887	143039.1442	95318.53791	81139.31135	73775.95814	57801.61176	67332.38308	61886.06518	120781.783	129284.5332	117642.7441	158103.2075	202274.8232	168711.1673	44461.55118	61611.18566	85520.95774	100513.8085	100993.1148	124904.976	87266.41899	130883.392	98153.07293	60135.38172	68921.84187	65085.77698	104776.1031	116771.1053	114930.9792	73239.01718	78229.10153	127690.7066	241915.2596	169901.3789	196774.438
YNL052W	4299.890088	3440.750073	3566.777029	5922.177599	6165.299609	6059.866853	4049.854947	2704.841252	4512.803386	6438.07117	5146.736028	6094.752106	6788.245297	5940.542464	7069.287933	6351.671366	6664.091851	5527.975743	5486.968443	5122.351466	4233.020016	4644.676022	4667.434215	5429.717563	7035.28861	5360.702275	6053.447512	4191.893957	7364.374722	8038.450105	10633.95182	12338.95743	12672.93069	8284.317038	7456.612952	9231.258379	5686.985371	6861.588542	5091.583352	9385.090406	9495.265047	8817.769417
YIL111W	274.0827623	246.2627698	268.0956839	145.5922174	196.02638	131.3646196	277.4459876	253.3126477	235.0520214	418.8252504	378.1169031	381.4131114	339.9209598	325.7552795	379.66084	320.1947048	331.021927	267.3206199	425.320054	233.4776535	348.6615181	89.5636075	159.7928627	295.6461524	304.5477339	197.9250681	210.1982519	245.2597028	518.9429136	506.0538319	287.2260722	328.1103375	311.5407937	530.6879761	530.1922697	530.5692399	221.6821661	265.6269882	247.7622709	687.5590508	530.3099133	731.303551
YHR051W	6781.824706	6301.448658	9301.193952	10753.8486	12735.0061	11237.30666	5296.430758	6616.434726	6096.918257	10612.55024	11316.23097	8321.430467	7584.683019	8557.864766	9956.194726	8922.253336	8398.243669	10656.64671	9190.914919	9983.396202	9463.768933	11001.08688	11256.67931	14186.33989	22782.49834	8997.248921	11966.01607	7443.56527	12715.32863	11283.78521	23215.52661	32285.07294	20439.6279	15420.35238	12917.91726	12990.77918	10040.41378	14641.24701	7886.133054	9096.245843	11623.2693	9474.102688
YKR066C	863.6858122	709.2434522	1345.433568	1044.927145	920.0655954	595.9517767	463.9313074	876.9219497	1775.893201	1256.436552	916.7450866	837.5019934	728.2607038	646.9022739	930.5122437	708.2874009	734.1925985	566.7479243	437.8158081	652.5918763	750.8649273	883.2220633	1003.981874	690.7670551	866.7626625	556.5940996	1242.603839	795.3482722	1514.239659	1335.233854	1124.052236	1203.863497	1496.647203	1749.17618	1606.834711	904.6114167	553.5740664	682.6761191	1099.192683	1895.885986	1884.343427	1248.933452
YJR104C	216904.2191	187337.6576	245853.8136	344043.8696	417116.7785	245322.0475	213774.7532	213461.5355	184865.1896	249515.587	257247.8303	228718.8347	184392.3891	199825.2301	251642.9208	315545.9791	322777.5619	268952.9012	304844.1544	289326.3389	291110.4834	643542.7447	719882.7946	772664.4804	379479.6007	203018.5298	307606.8173	147374.3427	235942.5736	250796.8561	322974.2021	492503.9233	331935.512	393509.4568	297118.1	252566.6142	194497.2927	291876.176	195303.3264	271402.9191	384263.8708	349513.8093
YHR008C	10583.03657	6326.325081	9784.204136	7971.745599	5386.724784	6481.916379	4113.322727	4246.221714	9001.072828	9907.850672	7636.023848	9139.091776	7397.824787	6237.311284	7230.201615	5053.928728	5910.677433	4447.947328	5528.18103	3255.99419	6177.030525	5532.899053	6049.439981	6155.916435	6632.028125	2662.033234	4075.148698	5154.316102	10441.60434	10329.36797	10546.05722	12664.77954	14395.22154	9108.481855	7508.086325	7448.09771	3026.414443	3184.72419	4236.493826	4565.815645	3432.090403	3337.688475
YER055C	1957.818023	1657.111808	1757.315814	2425.737632	2486.590077	1912.937514	1282.281582	1361.455695	1651.467727	1664.195037	1639.059647	1441.503769	1730.118521	1727.583001	1733.193063	3401.127275	3226.828034	4255.824659	4793.058132	5035.402543	4376.483841	2525.84744	2488.628434	2769.335716	3849.906196	2204.697456	2516.835753	1175.601403	1918.665325	2003.177379	1885.193345	2582.5499	1927.308072	2594.377089	2088.047907	2191.043864	2444.051451	2794.826965	2381.647343	2921.984919	2706.342863	3145.298948
YBR160W	459.3758191	398.9132665	391.2744401	641.7838012	594.0221979	620.9597597	375.6614275	388.8518201	394.8080201	539.884223	464.5350535	478.5677323	519.0957905	502.2805306	543.0215864	634.5489609	654.3345505	576.4565866	676.9560384	616.68469	656.1085087	823.1054239	874.9489663	968.1660882	904.837437	547.9930707	675.2246284	355.1966997	632.5601066	631.0820636	655.9064703	770.8468887	758.3589391	734.3179024	667.3663279	723.2691514	597.6172816	721.41237	579.1219854	664.5876311	727.5705628	708.3210308
YAL038W	54546.66494	41313.46389	37803.02834	31207.30247	29526.52203	29252.1979	39796.12352	34415.82714	90492.85403	73916.48335	64607.45245	63053.59818	55042.01909	53516.75827	53910.15521	83668.51376	90946.99574	94509.92008	144295.6431	139707.3746	125904.7166	36961.4635	39744.03743	59093.71945	63139.51319	56761.79675	61649.55824	53969.42316	77714.39868	65172.6797	36287.56729	43032.90612	43458.25283	77457.66044	72662.66045	77377.24935	47869.31976	44299.95187	67231.88901	116465.6474	80966.3508	93456.99077
YCR012W	155923.735	153329.5114	137435.718	135142.1428	138571.9297	138178.559	84141.6567	94689.0958	116789.1512	90765.23452	79289.37668	79711.74797	71985.34901	70284.29066	70492.74905	108532.7598	115013.5961	114120.0317	146377.333	153943.0945	140330.6514	153123.1816	168968.6851	184817.6474	216764.8707	151369.31	186415.0753	73344.91838	138487.3222	118162.024	99112.7521	118022.209	105412.6674	139640.296	136733.185	128123.0659	168216.7977	178233.9785	202655.5453	245283.9037	211244.6459	219725.0608
YIL162W	1375.754781	1138.712539	1179.144525	6391.609691	6434.041734	5896.173122	512.183827	527.9061154	626.974682	492.2044238	425.5222614	515.3585191	494.042723	556.7459355	575.6338474	622.5573246	768.1442156	522.2370209	640.3742883	478.7045526	600.2938822	5961.801594	6433.010711	5854.800828	1989.292952	1278.43683	1111.958948	295.518578	650.2497179	784.9746251	3807.870568	4496.865143	3663.777292	713.7617227	570.0917403	644.8194821	1438.811745	2572.55967	1616.958894	980.3996634	886.8641328	673.0349448
YMR297W	1088.565445	1144.466971	1285.229988	1572.694513	1682.551607	1177.652905	716.6539792	894.2090877	422.4963213	651.9825593	493.7592455	636.7127232	510.0543839	506.9955865	651.2369772	526.0426345	509.0270699	364.4898609	362.21855	335.4492416	546.1703265	2705.876134	3059.187299	2121.950799	1580.190576	716.3350166	981.0909952	412.9375812	853.4496124	976.9746994	901.3731135	1140.250057	1103.304018	1353.366701	1116.284786	928.9968666	810.8910819	1203.093241	971.0351984	894.4606338	1478.048896	891.4259856
YPL111W	189.0269526	141.550367	145.2961945	138.4449975	125.0397251	100.8941061	60.71533552	77.09743675	118.210232	64.94950501	58.34846629	55.9254661	67.82903981	54.34855134	69.11931072	105.5043555	90.30624976	94.88993018	100.9152379	97.54133897	135.8340146	177.9204434	170.2016438	228.6906255	880.0262196	444.3082751	531.0823716	66.58292523	116.5554818	109.2528024	269.6041551	356.0339781	310.0804216	129.6329478	136.647861	113.9255444	481.5463281	570.1067084	614.8775787	444.2648674	380.8664567	307.3726484
YCL030C	1081.265708	969.1192134	999.2477064	1825.091372	1508.818989	1618.83173	935.5236664	972.3489282	1614.401343	1910.702084	1523.527219	1482.225032	1512.009148	1722.496736	1717.41482	3437.761519	3572.718452	2760.847725	4303.74283	5451.249899	4168.737215	1847.443419	1906.080892	2037.701079	2584.842226	1989.341449	2863.49821	1152.22636	1857.195387	1683.991461	2191.065998	2770.52058	2286.10757	1893.19461	1861.460567	1833.807881	1987.06343	2078.372682	2245.601171	3835.765694	2938.426194	3211.378982
YBR011C	19169.39277	27292.03811	28729.08256	67950.86238	81418.0469	66933.91064	26893.74488	25915.60453	22339.74974	31342.41458	24848.59309	28990.02532	38116.05002	42536.13409	41097.13743	64698.37403	63031.34291	53538.8178	62496.40447	56958.66365	57545.16598	69673.11253	124991.3982	111591.7502	107004.196	25797.45052	37826.42863	7580.075879	22534.82932	31516.85674	43040.82178	65254.70167	40254.7209	33887.7918	21782.95721	34049.54472	33971.87537	73011.91559	28865.59639	36591.2964	29512.56156	27159.84695
YJR121W	9006.486637	6958.776415	7459.931331	11379.35845	10669.64218	9662.219274	8344.862882	7806.100951	10890.46748	16099.1662	14280.46959	14679.6966	15712.68487	15223.77537	14220.22431	23915.27102	25306.69281	22447.48659	30753.20045	40061.93177	31232.92866	14781.21697	16454.19107	18421.07405	15763.44501	12143.61412	13521.51227	16416.28765	23252.5727	20824.30934	21293.21117	25223.21638	23571.02805	22009.09646	25695.5825	28559.2349	13914.82955	15650.43877	13989.74714	35742.65288	28370.12539	36681.21608
YNR001C	6213.001708	5488.120452	5193.613784	7451.65356	8466.277673	6167.529926	4541.93698	4514.705146	6139.808909	8095.677976	7123.019745	7321.609385	8108.513517	7664.138642	7521.02598	9683.602979	9270.618073	8781.039318	11067.76616	9595.379256	9841.793909	7327.992209	9719.780057	7672.687893	9676.730944	7130.776972	9347.025588	8862.105811	11812.15763	12450.27679	40357.76856	43483.2897	37720.24204	13147.02938	14335.89986	15599.98983	9730.46079	11223.51702	7852.198929	15915.031	16327.67811	13676.65219
YER090W	268.4882904	243.4571412	251.5284067	437.5179168	449.9007015	425.3947665	187.2738097	200.4767218	269.3825431	282.4720888	255.789584	247.7825341	276.8536768	278.7440539	281.1620243	468.1508308	507.2553615	459.9099107	622.2193967	567.3825449	604.1587259	358.7856212	376.9973004	534.610934	540.1904999	404.1526959	468.7382787	203.9895178	313.4367793	331.3527532	472.4314317	541.8632601	528.3606784	336.8716721	306.8484041	351.8567481	403.9941405	423.8187256	454.7001743	493.0503785	457.6068924	458.8277697
YGR254W	43631.78027	40005.12206	35505.18361	63920.06926	64127.75517	58629.63817	19943.42426	22253.65373	32709.15268	28348.71749	22436.35221	21341.94328	17636.06149	17022.92127	17683.75056	31477.13881	31735.1481	29043.48317	49575.41565	48021.69317	48635.32149	93338.01465	79276.11848	78978.20682	62709.43982	50489.17247	61738.99941	18200.11789	28729.688	25494.57641	23713.45973	25101.9838	24300.29537	31306.99209	28254.5402	25496.5909	47647.93185	43040.29584	70589.6492	62428.34139	55265.057	55104.5179
YHR174W	74638.54117	66098.87383	60994.871	101242.1652	97338.01699	83400.97487	41290.17005	44967.08432	66322.8665	55014.95764	45589.13052	44579.54279	42941.42643	43685.41157	45026.5646	106375.9522	100560.9891	108352.2037	165030.9547	178272.7737	170408.4642	134632.1465	114758.9033	121975.0252	115740.3715	99879.11207	137457.4156	39687.96943	60010.51187	55982.58515	41781.51734	47899.57553	46518.65219	63385.64501	57265.30911	57836.89793	86917.49396	83543.9378	140467.2571	136606.9965	116813.9948	127430.6537
YER086W	416.2526989	347.1419994	414.9142101	425.0631468	450.4480438	394.2473238	266.0056401	261.4672218	408.3527736	465.2309263	372.1513328	391.6664199	427.7270249	421.8877831	345.8722906	676.2100275	681.0295706	719.9019854	894.37055	962.6424132	760.4788874	432.6879505	485.677278	555.5778613	610.0497893	454.4536851	602.2710495	315.9970132	515.6420786	482.2704628	430.4793343	489.5158817	439.6839044	581.9906439	563.2436054	583.5201902	510.7930572	575.2447012	536.7926111	906.1637957	738.2128677	768.5641498
YGL026C	920.5218158	748.8713564	702.4789936	1086.008885	918.0371998	1042.865142	631.185887	625.87317	1045.157153	1097.671178	886.2283184	984.2166183	1124.69059	1229.779628	894.2567792	2298.271	2464.40811	2394.814751	3136.078735	4568.012488	3358.365031	1312.12832	1272.92979	1776.387407	1733.518127	1374.699584	1787.516825	1105.943604	1697.672546	1572.19456	1471.922277	1702.624126	1430.09949	1660.128826	1830.190285	1860.394117	1275.932837	1308.276199	1451.122431	4555.099604	2546.838659	4083.757433
YKL211C	461.4206589	412.8784274	357.403298	677.9884349	664.3157729	647.13153	338.3819648	365.4087175	302.2639948	520.0907891	450.2301942	452.0387482	489.7761196	450.9748545	491.862094	719.0143866	774.3780155	865.5171509	1015.634874	1155.879529	965.4253281	783.0311964	697.3980268	671.3402597	876.0034403	561.7698095	647.7640269	342.6229382	567.8664591	524.5010044	671.654849	722.1815106	644.1741317	623.0648312	584.4281611	591.9099306	641.1755824	792.8431778	605.2427828	791.7759655	709.8979499	720.2189819
YDR050C	88913.37782	82988.58756	91992.32011	114593.8874	114234.4733	109002.0607	67336.66618	74310.62273	55783.8743	65572.65836	53168.2029	63373.96962	63928.26099	63410.9224	72215.10998	83546.28251	81059.84841	76273.39738	82013.22938	77858.05808	92699.57221	193718.3841	236587.466	227697.023	205885.1747	99374.31288	102888.7143	27463.67422	62921.39557	81289.15002	111880.2913	147422.3232	123959.368	92145.96579	74116.52356	84790.61779	114685.4912	190938.7591	107060.2908	45078.07864	60598.81791	52168.14483
YKL152C	34007.06173	30039.53986	29012.1237	28381.85472	28142.40017	28960.89708	19553.26112	19431.93492	29973.51584	25968.31078	21669.41484	21067.48669	19990.28606	19420.83689	18748.49562	31701.86493	34947.85671	36012.23505	46060.92272	45520.03079	43926.81829	24152.74488	28470.20022	35920.50371	45958.47136	40300.94201	46355.49324	19180.818	28945.59806	30619.24063	16388.62363	20485.18385	18026.24451	35042.37827	31256.06182	36535.03479	41439.74626	35244.14959	44263.38513	41387.32839	44981.71748	43930.31825
YGR264C	252.9411295	228.8967613	260.3589471	313.0249412	338.1782548	277.0922413	226.914385	224.8320414	294.1584733	337.6826604	289.3507855	306.5906879	365.3842606	372.8851001	324.501548	601.8293035	573.9438672	614.6639227	709.6322602	699.5472118	732.8239716	444.3472467	559.4598082	575.2578275	527.871394	302.8737307	395.0466341	209.0645203	354.9674619	349.2528797	398.8605918	495.6586163	404.5878819	433.0044926	383.5348691	400.41303	330.6579294	430.0656609	371.8939109	488.684716	474.5327473	443.1629034
YDL181W	709.7771208	903.3447971	879.5767893	1428.08652	1746.30167	1697.956556	753.9296506	756.9319937	1068.02911	1288.647984	928.6624558	973.5889747	1135.809227	883.2060165	1057.928794	1536.411669	1432.329255	1061.937493	1307.78572	914.5199908	947.6438472	2158.13783	2433.581262	3825.525967	3915.619721	1508.011419	2020.942695	790.7735719	1503.161863	1887.059165	2580.569128	4876.600852	3592.6035	1637.274415	1531.923194	1779.95602	1240.122328	2020.899229	1182.30211	1646.461992	1620.687962	1025.182169
YOR101W	445.6239752	451.3014861	370.793556	1019.590444	1190.710794	237.0522066	315.1781967	320.6883041	265.439235	304.0257368	424.0028347	325.096391	323.4486067	333.6386334	398.4443289	552.7898106	511.2121068	517.3991714	486.6374865	562.0101464	1535.824562	685.0292613	784.8755724	661.8889053	947.2033629	431.2048087	445.8690446	147.0726626	275.3385382	812.4670467	703.9908565	931.8553501	668.9397453	334.1959414	258.4634381	280.480257	464.0597479	784.4819931	469.8747489	202.0100169	316.5090182	1505.152209
YNL098C	863.2111708	847.9672588	747.5197303	1737.240884	2083.524033	1785.64755	606.230496	619.5751969	618.4372163	634.442359	523.6110006	668.7807689	684.2565289	684.3299463	623.7841784	996.1577955	1026.616638	1046.787291	1053.119031	1141.516303	1112.032822	1084.137774	1406.309843	1379.791426	2005.144431	864.7239693	980.1970906	346.9004391	582.0798091	676.1573544	1418.954178	1946.504637	1350.772929	663.9970015	602.6706836	630.723154	930.0003728	1455.803291	973.5112129	628.7176804	691.892008	747.2560048
YFL038C	897.1852718	673.0914824	554.7378019	761.4258246	635.1618886	645.2984962	673.1512227	630.0608005	1289.507128	1504.554175	1369.032222	1245.329759	1240.230131	1222.180352	1136.066534	1867.994641	2271.019891	2365.208609	3278.730267	3657.255202	2931.785363	2140.218742	2449.664317	2779.359799	1294.461055	962.9777895	1030.489614	1499.641044	1886.890953	1535.291834	1445.229447	1645.201982	1429.773195	1719.813949	1746.951267	1971.32481	853.656283	947.2199325	967.0385526	2710.09516	1634.003194	1840.609623
YDR224C	28332.26442	25536.87136	25374.82198	20709.83928	23754.90149	19662.70359	23228.03618	23292.10215	34030.20961	43377.54333	37023.33078	34953.67821	41125.15508	37092.02571	42978.40041	55744.82899	70014.18775	50968.14029	60131.79128	55153.46665	63474.54316	23467.8332	31230.06487	37662.51659	32549.97276	22576.68436	26421.58902	28070.26546	41997.74755	41020.41279	30015.67754	37293.56335	34843.40599	46191.69745	43407.4053	50656.41234	28557.76541	29829.21418	33894.78612	51236.11984	56361.07539	62095.9692
