fmol/mgCDW	Yu2021_N30_005R1	Yu2021_N30_005R2	Yu2021_N30_005R3	Yu2021_std_010R1	Yu2021_std_010R2	Yu2021_std_010R3	Yu2021_N30_010R1	Yu2021_N30_010R2	Yu2021_N30_010R3	Yu2021_N30_013R1	Yu2021_N30_013R2	Yu2021_N30_013R3	Yu2021_N30_018R1	Yu2021_N30_018R2	Yu2021_N30_018R3	Yu2021_N30_030R1	Yu2021_N30_030R2	Yu2021_N30_030R3	Yu2021_N30_035R1	Yu2021_N30_035R2	Yu2021_N30_035R3	Yu2021_Gln_glc1R1	Yu2021_Gln_glc1R2	Yu2021_Gln_glc1R3	Yu2021_Gln_glc2R1	Yu2021_Gln_glc2R2	Yu2021_Gln_glc2R3	Yu2021_Gln_N30R1	Yu2021_Gln_N30R2	Yu2021_Gln_N30R3	Yu2021_Phe_stdR1	Yu2021_Phe_stdR2	Yu2021_Phe_stdR3	Yu2021_Phe_N30R1	Yu2021_Phe_N30R2	Yu2021_Phe_N30R3	Yu2021_Ile_stdR1	Yu2021_Ile_stdR2	Yu2021_Ile_stdR3	Yu2021_Ile_N30R1	Yu2021_Ile_N30R2	Yu2021_Ile_N30R3
YMR203W	261.5191756	235.6431909	200.0282228	352.4127738	345.4223753	302.983775	250.1248011	212.2779179	286.8431926	420.4674887	347.0260994	372.4120152	430.7702063	378.6831677	361.6887998	679.6877373	810.3629177	863.1722718	1000.819676	1224.113499	962.9859915	273.6675833	315.4595777	262.7187723	370.8466567	317.9273184	380.6107069	454.1380362	598.9290649	533.191695	622.2621114	551.0449628	627.1745735	517.3140519	554.8069381	706.0563494	360.9485795	338.7516983	487.8929903	1180.349651	609.8430905	820.4487357
YBL041W	4431.528219	3991.186462	4660.692121	3195.018069	4212.553055	3519.307292	3194.972263	3570.168466	4681.921685	4555.185653	4344.754529	3668.674768	3610.584368	3815.659986	3693.436488	4246.142872	4320.881578	4699.687825	5244.871497	4994.805152	4495.792081	2894.276532	5291.825125	6207.372052	6605.447081	3806.914349	4540.456899	3250.680402	4951.80384	4661.754976	4313.858509	5636.326878	4397.571911	5855.182941	5360.62652	5598.155809	4012.622184	5185.530679	3802.736238	5550.144175	6200.839168	5114.24166
YLR300W	426.4255178	367.1896891	311.9470714	249.4931886	326.9452132	232.7098826	214.4345916	206.5870832	344.3286897	355.8340192	386.983828	372.574346	401.0095707	265.3006406	226.2933458	458.3251585	226.419213	329.1924016	188.9107213	493.9561979	370.4253109	153.0897205	273.7264463	382.7738038	334.7528115	222.7706012	353.1831352	360.5632457	537.8608966	484.2725879	253.7542513	268.0574372	375.6488809	607.1622585	547.9153006	349.0755692	235.1800247	290.837467	265.7196855	929.7957548	654.1122281	579.580091
YMR283C	5.55067965	5.136866244	5.809011674	9.813575392	10.93804039	9.195168197	4.886959591	5.012632771	3.312994828	6.057206009	4.358777766	5.408752092	6.209032731	6.129558401	6.332848757	8.340331515	8.261206461	8.61404895	8.365968864	8.7726687	8.815718613	20.28013685	19.31485903	23.45812159	16.33564101	6.427188837	7.824604573	2.66356974	5.693859514	6.732452377	8.04084391	11.86682253	9.300872725	8.643030799	6.738790553	7.312012646	8.165443684	12.15414492	6.989736539	7.376178209	7.90793802	6.921652209
YMR281W	6.08165724	4.833058429	6.096478491	11.188554	7.292110052	0	5.441486847	0	5.183620176	7.634992745	0	7.053033589	7.234991704	6.457394025	0	11.22666167	9.328497337	12.23040316	9.560892897	12.37730582	0	23.72488261	12.42674151	14.35148054	14.16953201	7.099376333	0	4.390002907	8.362662177	0	11.08329057	13.02657052	12.09528633	10.45265906	8.680398615	10.7703859	8.962606231	10.09205988	8.984742231	6.970816901	12.11770033	0
YBR037C	110.638461	91.34361349	97.61747759	295.317651	259.2471419	248.1196412	131.9211205	126.5764697	91.03156925	146.8669529	141.042589	175.0030525	173.8775718	199.2668522	206.3629167	280.5768499	210.1192092	171.45133	222.9662288	171.8885143	304.9576997	507.4018394	506.6250728	533.5429779	362.2018893	198.9582671	193.126985	96.51921113	224.2712086	231.8322265	324.8527606	439.8058721	356.1870248	265.6416261	201.4818353	294.6342906	193.4500991	248.6205726	158.8959909	204.2231193	281.4643188	180.4549465
YHR026W	213.6614803	177.5136518	166.8745401	177.5072574	223.0344819	213.8618413	150.2040851	163.1300287	103.2711365	197.3086186	155.9258277	187.2522054	239.3460463	225.0703302	197.6592501	270.311401	265.7465286	135.6832464	268.7667689	274.7120419	321.3118449	301.1041041	618.794469	529.4518805	437.3569932	173.6210012	221.6029139	122.0070145	242.0477209	245.2737454	257.4331492	305.2162987	255.754327	291.3780732	287.3740518	301.2852817	199.6753818	338.8017989	222.7842969	327.71374	318.2573437	300.39991
YKL197C	13.10147908	11.30482898	12.54132682	15.45450748	22.16099375	17.15765727	9.713543011	10.05049044	13.08710196	14.19776732	11.49107804	10.92171136	14.39084555	12.46937587	13.96301178	17.02855729	16.74741918	16.94866622	17.1870756	18.40125013	21.49361134	18.29240432	46.36458439	36.52037298	27.62825375	12.90683245	18.65714211	10.40152094	14.44832132	15.64585391	16.25998576	22.57922094	18.16693126	20.00168074	17.16628356	17.29306365	16.87147085	22.80570962	15.26887922	18.26306191	15.53131071	16.98366144
YDR293C	124.2416599	130.2298114	131.522298	142.5184883	202.7751284	181.2830315	118.0330096	130.9537148	119.7099828	163.7852318	134.3277703	132.2649231	149.9256709	136.0298798	150.9085567	145.6595636	138.7413972	140.5163128	140.6850726	137.8982051	146.4745707	276.1691596	378.3993707	433.4964654	295.2368034	139.7603397	171.314105	81.9071771	145.267449	155.2928877	187.8213915	228.4366034	187.8154976	203.6602459	178.5186427	181.3059138	156.3621011	237.9728524	164.8773273	150.6939513	197.6700142	162.0670012
YMR079W	665.8093493	610.5069553	806.161682	1469.720671	1620.552991	1542.338989	742.2356168	760.3896134	530.8829916	865.428943	775.1889922	762.4028503	918.7425122	1091.293839	1119.257133	1561.188092	1003.665749	1353.5295	1145.9239	1011.44802	975.9589113	966.9671939	2473.139996	2538.443479	2179.061025	775.4203053	983.2207072	543.5738202	934.2125806	1155.164112	968.5875477	1488.863851	852.0174417	1128.239981	957.6356335	1117.062568	840.7400617	1227.469751	695.5394568	974.1878771	1133.763594	1088.022911
YER013W	5.238942234	4.910003881	5.971771607	5.981756803	5.874562409	4.31775691	4.57071099	3.732183721	5.660587535	5.757624802	6.211295319	5.246685861	5.226944728	4.770676006	5.114719514	4.856129677	6.457339995	6.766753728	7.047531186	6.385545582	13.75868493	9.187425191	6.447329326	12.74387455	10.26552074	4.509054933	4.990261178	3.067391242	5.135817059	5.838054034	4.523981794	8.287356511	6.309472486	8.313707757	6.158853941	6.400154373	5.357580122	7.579324566	4.892122224	4.571513361	6.698958824	7.980757489
YMR220W	1.269374697	1.182110323	1.019145175	1.396734081	1.688681208	1.363747671	1.149797303	1.16798253	1.771979449	1.953630115	1.762930585	1.615175595	1.510743681	1.6900451	1.506220197	2.394401284	2.689053365	2.688408513	3.024670777	3.229651717	3.079853479	2.741891351	2.932596583	1.630182214	1.626246518	1.488061597	1.691547855	1.578805134	2.170694418	1.848810146	1.842184713	1.973654791	1.538949808	2.604531994	2.37724325	2.342394569	1.664507784	1.945971774	1.892104686	5.02024195	3.78025656	4.253397819
YBL105C	8.095476889	6.573347655	6.867868581	6.310119471	7.451482189	6.698500216	5.920544703	6.751459977	10.28258818	9.139884494	10.41560296	7.875996079	9.402699379	8.323692499	11.0760018	11.64288065	11.85543609	11.15819689	14.1605844	11.44449707	15.21485013	6.871873171	9.792228219	8.172390707	9.378451393	9.989527649	9.42349384	8.863182147	10.31086829	11.89676786	10.27997971	9.91897894	11.54445596	13.14068844	11.04894328	14.70808055	7.70410188	8.577717476	8.919990346	21.94672254	19.87585451	17.52174455
YOR350C	0.282458341	0.254440811	0.281591012	0.468357763	0.481431252	0.522570234	0.183558033	0.257277816	0.321201177	0.29822135	0.273568417	0.276985774	0.309232834	0.306536919	0.333427721	0.393523642	0.408388545	0.389458785	0.434199476	0.429081977	0.457428273	0.666041671	0.619870181	0.796742584	0.616994804	0.268178186	0.390854106	0.222739729	0.350135199	0.410134395	0.579944661	0.718486309	0.480530749	0.538481928	0.398885494	0.477099803	0.357829647	0.459884317	0.32097655	0.432009875	0.507090207	0.424392567
YJR090C	10.8405232	8.952162809	8.202312283	10.33771846	9.674317795	9.162560446	7.445124959	8.14299544	8.095168542	10.42970983	9.670404013	9.584528663	10.68804209	10.0749578	10.73645543	13.33838928	14.97175668	13.61019826	15.87955029	14.99027254	16.14592282	12.6649349	14.15553975	12.98477426	11.19455712	8.964993239	9.232337936	6.747469874	11.71629634	11.82613305	13.04817243	13.61252018	13.59317879	14.77118534	13.05209814	12.66862126	9.474141403	12.40195879	8.475306171	13.93265876	16.15759075	14.41348901
YOR003W	290.3460176	349.2175822	380.1352523	63.06191256	53.95031218	43.67788671	252.4799339	290.1975927	173.5804461	199.9709576	150.5460321	169.6257279	134.0470417	148.4915079	166.5993544	117.5549406	103.5087018	94.25182606	79.3783538	82.35102039	112.6430523	155.7753552	348.1691587	318.6524712	302.8184397	84.60380902	103.7669692	83.65735382	206.384924	242.2425474	53.21133696	67.54261442	61.73848941	380.408874	278.9129642	283.6609888	70.36052349	150.7084336	32.06235308	118.7856472	185.9753094	118.0917507
YDL122W	25.95549125	24.83699349	24.08373154	35.96451592	44.41940766	30.31781695	20.34353108	22.4500536	22.36973416	29.48718579	24.89238363	29.47995778	31.83864947	30.35952557	30.54048394	50.34899475	47.68185875	39.5346369	48.4585293	42.1052573	49.74837385	36.85223365	46.72702379	45.13169859	38.74213713	29.67515091	37.24464827	20.33209897	32.10022224	35.10567338	43.33428415	45.77381143	46.3954204	41.09898494	32.76704313	39.69121925	30.27953798	33.79094985	35.01122978	44.84729848	41.87791368	36.73507349
YOL023W	10.4656143	7.937044804	7.255601769	28.29204452	22.38671305	19.82828108	6.917719769	7.386752584	10.16878123	15.67898324	10.74104625	10.35180543	13.33919319	14.75675401	13.87801302	26.69553773	37.63559704	31.23550569	41.28365895	37.94867749	30.03966977	37.51462273	25.22856186	20.97241096	16.67532544	12.56564725	17.55749672	8.253239861	15.12202102	13.80994114	28.52425506	21.96101599	30.79014177	18.87405503	16.28818088	19.312749	14.76384322	18.06992251	15.1712264	20.88442442	20.92269103	16.88358122
YLR069C	36.84087697	24.69277287	33.49530238	47.3096269	57.3843617	48.55842301	32.88867368	33.90291486	44.56836325	58.81579542	49.69805375	42.66951946	62.23893705	64.97656947	55.44302599	131.2070342	125.8064774	102.6988814	137.2923407	132.4637135	142.0268375	57.70142798	74.30800627	68.25933343	57.56020053	48.79150996	52.81927167	54.8608107	63.81167526	71.48848049	114.6024645	116.9119338	101.5112736	80.50285105	72.41302532	85.41938717	49.1719277	59.23360594	58.54369314	97.34800161	93.10299087	83.83830488
YOL022C	8.401708633	10.56913053	9.860163796	12.02251034	14.60879147	7.393945358	5.024605394	8.097511921	10.92893964	13.23044577	11.62967753	13.00780669	11.69525121	10.37992116	12.24332228	21.73837155	21.69460162	11.88040029	15.80466783	14.66890112	23.99407604	2.531507851	8.44997192	3.380324419	7.798458235	6.308589989	13.91149129	9.069869494	16.02160897	11.24935046	14.21073445	10.39777288	10.32254931	16.62906856	16.17340958	7.517486374	5.967119839	9.602579175	10.32660957	21.26242466	12.18075325	13.48198056
YOR157C	681.6360833	566.4855242	898.9934733	695.688516	816.8985035	710.8939979	524.0096624	578.5873793	461.7242441	560.3381399	508.3954365	501.8725722	471.3019549	218.5318747	561.2036665	658.8130784	396.8378123	493.5942617	476.6930731	581.3194984	566.2436167	1360.271281	1461.510582	1619.920488	1617.389689	713.0463581	874.7402417	440.243507	864.00948	783.0498224	790.1122565	1043.74047	614.6645527	966.5799655	883.2624657	811.0201642	751.4473709	964.2753423	567.8196622	525.4805396	883.7613815	955.1048964
YDL230W	15.18556298	15.16163383	12.92040777	18.01637307	29.87375456	11.77904691	12.48903748	14.4634465	13.04567851	23.62098279	23.57471511	15.63694344	14.83976595	18.97851884	21.46500722	18.62877969	22.45744481	22.70503552	26.09920323	28.04218494	21.45182758	25.50986471	46.22011219	35.94996232	36.57518644	19.51298275	18.52172092	14.92598466	21.26340751	33.91570733	35.20073537	50.04365952	32.67284352	30.22294044	24.33708241	26.79309459	22.56263626	31.67270615	27.44837998	37.9221352	22.8386976	32.40623396
YMR296C	64.06265058	52.52334448	55.48289864	81.88190014	84.75504224	77.01268655	54.39015117	57.76022129	101.3773551	120.1577328	89.16099748	92.46325679	109.4254495	93.08097356	95.6255378	177.1988741	177.5019047	177.7569028	176.2633203	236.0998631	221.6184709	89.15887855	121.5398548	189.837285	142.926015	90.63942069	103.3569449	91.86284597	130.6327813	110.8393579	122.9541166	182.8206022	134.4058334	137.0207988	139.6296423	133.9890777	80.18944805	89.09624741	115.4608723	223.7370649	148.3909302	159.7265677
YML008C	9572.574471	8955.899969	9542.283478	17304.25907	16704.4509	14373.51082	5223.70874	6561.256139	10012.02565	9964.658744	7639.487856	7953.318538	7578.707318	7250.282688	7532.090487	9562.845188	10037.6616	8015.091886	10074.99294	9783.23141	11252.85337	19940.17195	24146.95899	22608.9681	15505.77216	9038.543875	10620.63655	6665.564849	11831.1294	10217.68679	10177.62237	11852.34194	9867.895214	12414.78828	11656.29981	9884.176904	9215.403177	14233.2412	10069.14394	15378.65144	11448.12362	10202.56335
YOR201C	34.36317005	29.65684068	39.97838083	81.47110201	75.97645793	73.95541668	43.36533344	32.6440196	35.52696999	55.06153742	43.57138335	49.32072729	62.80551896	61.45156939	67.74772996	118.0415243	129.187921	76.66156525	142.0485127	77.45656741	177.1879742	72.88789507	33.45421576	66.03667566	68.6113897	55.76094055	45.67032248	22.01708774	44.35451949	33.71095781	64.77010602	71.88827867	90.72300532	45.40876652	45.79380659	87.9814089	59.82665481	51.82979711	64.35494234	92.49510873	96.83302786	40.99593994
YKR048C	243.0033567	220.3334698	246.0358539	240.1093679	259.136773	137.0365751	244.177464	154.0161733	309.6109693	588.8795415	390.9981061	508.8559273	487.2908936	459.1357273	280.5270671	848.6451043	863.6135852	895.71485	1106.147542	1506.010439	1577.115519	490.7141473	387.6541963	441.0127509	333.097686	392.8138436	336.9121568	468.0832439	860.9388231	478.4699593	404.7135975	436.9873082	350.8890692	584.6582619	854.7289011	539.2891354	231.5911331	315.8163059	360.7226692	1116.564284	705.0555458	743.231436
YNL007C	3661.427352	3961.131714	4640.96913	2488.82599	2536.24043	2092.929272	2121.48274	2297.604483	5224.581261	2725.610129	2109.20595	2112.429466	1367.75693	1494.15977	1850.397679	1808.843176	1937.580661	1483.501603	1856.565682	1698.582168	2024.676207	2691.290009	3110.006449	2997.729452	3867.337101	2792.908835	4035.782782	1958.469021	3326.434447	2676.821239	1651.708601	2261.399637	1698.031161	3906.913609	3472.175622	2872.22371	2897.811534	3063.022725	3405.057974	5343.788129	6107.993779	4116.011204
YKL190W	47.64883197	43.67872213	35.38979286	60.16246002	69.94652011	49.45906255	37.70866448	34.74885959	21.06184207	59.36931015	47.54672807	45.41006037	54.19689707	46.92645721	45.40053423	76.69865869	80.87290912	85.58411067	90.02999359	108.2003408	106.6435097	77.30564671	110.5241557	109.2231699	112.0982458	51.07910617	58.3270725	37.74757387	66.2303281	59.33227908	69.61397816	78.77515081	89.73924194	81.02566248	79.2321361	71.64122975	54.46047518	65.23377557	81.39483292	56.99972208	74.12687533	62.12208962
YMR061W	69.99739811	67.41639992	68.88736523	105.2538428	110.6000698	101.0043629	68.93143012	71.45994904	58.3620916	94.44713061	77.34857081	82.61585777	87.84605506	81.46585658	98.14336536	113.431285	109.6929781	110.9036515	117.0351699	120.1394775	126.4128003	181.7438156	199.8987111	214.9965322	178.7722131	73.51582389	96.36549703	46.09526427	85.49346254	100.9734734	114.2702865	145.5967759	113.7733956	119.134237	101.0184238	111.5046149	89.78645353	135.0617594	80.32880892	83.31956505	119.8585372	106.713958
YMR214W	13.53478195	15.21784687	12.88316282	16.61618263	21.09553185	9.973423354	10.78404873	10.28467702	18.63568802	14.34044386	11.90434361	14.69848062	13.69769557	13.12049286	12.87084221	20.24028833	18.08129606	24.20998693	19.65783433	22.65603739	27.53244827	22.4694024	33.88465324	12.03402679	13.93882736	12.95240459	17.95861806	8.696586358	15.5817799	15.39934698	17.85142881	25.38370046	14.72051691	23.07494249	20.33242882	15.82641433	14.15500115	24.84009782	19.25492158	31.29306698	28.57119913	36.92669839
YCR036W	21.00226025	17.31434957	22.72852684	28.65199394	17.17269379	26.75888337	16.8250179	21.83852779	8.526238147	20.4545344	16.78554565	22.12169137	16.16188522	24.6056265	19.29156054	31.16279484	36.64977357	19.53132938	34.73969287	21.97491714	18.14090122	32.59119443	14.60776668	11.47599437	10.6116029	16.0378685	23.00801458	11.20368564	29.4555242	26.81624142	28.02497835	26.60827233	22.56723365	31.80106002	31.27257681	25.13035983	19.44510731	16.63505798	21.4232064	35.53424035	27.25958801	13.34450881
YIR029W	989.3465252	807.1100513	1073.437342	383.7494913	291.4092117	242.1907334	711.1345085	833.1806516	1812.527761	1476.827227	962.663008	1116.56889	955.4996872	976.5478382	973.0414363	1568.621732	1561.984691	1334.879712	1669.531243	1812.08298	1595.479913	507.0788623	509.9745126	819.8405181	859.0357565	319.7625457	685.2025173	1001.111053	1605.140061	1355.255389	474.1589769	435.2117191	329.3374684	1708.613545	1566.650868	1351.629871	534.0331009	650.3843228	390.4839898	2233.2504	1810.14107	1622.276812
YGL014W	20.24206887	18.15917903	21.24790342	27.36714084	26.46821697	24.570003	16.51087377	18.64346973	18.36579347	21.84140991	18.63583892	18.8252841	18.76752323	21.75381472	23.26651438	28.3221829	32.90924618	26.04009741	35.25464418	26.70479271	33.29893319	38.39944622	41.86393438	46.03366195	34.22624767	19.29335933	27.18429317	11.81819805	23.50548021	25.82746842	25.77797424	33.46708928	25.37049493	30.63431461	25.54608274	25.71282099	25.19498653	32.38054847	24.50869165	30.53728688	30.86874965	29.57832347
YGL012W	13.27651689	11.68636912	11.98015168	38.39081187	32.47352426	48.54916781	12.94274975	14.85344885	12.47945388	23.64831532	19.75294881	20.17774345	27.67233391	24.38240085	26.33807425	36.41197707	34.03697065	28.67363542	44.42990564	70.38972741	47.01297769	78.97902554	103.2789622	106.412463	56.24482767	28.66689261	32.4915949	15.38363296	23.22078987	25.04032677	35.92609296	45.94858204	39.17091683	28.91091356	25.56150927	29.89097539	27.7386827	47.61745168	35.12026427	27.94379784	31.05707024	30.84433582
YCR002C	385.8132512	377.5478596	351.5903799	305.3301992	364.915963	374.1362047	283.0228292	320.2165753	253.4018196	515.6687809	467.1928303	410.430844	400.1081373	416.877375	466.1223661	532.2336299	625.0698654	621.6076296	760.2901661	745.4293163	607.9453451	309.1981177	351.537734	532.5593108	499.3506447	304.0171504	434.1503613	385.4602147	559.7952573	518.3320396	472.7490288	576.4401071	411.436276	578.0509661	565.4237139	544.1553245	355.9135293	429.7859202	368.6342015	491.6416471	554.5028056	581.3521677
YCR009C	2144.817617	2018.572113	2449.634958	2493.860591	2937.035312	2067.835357	1770.862111	2031.099963	1985.73175	2500.383825	2125.925899	2155.503298	2100.076073	2185.680345	2349.425663	2707.425592	2523.689191	2095.943338	2264.323163	2315.634556	2737.411048	4412.817662	5191.851126	4764.607684	3710.004733	2037.863596	2705.091813	1630.727381	2771.871893	2751.159618	2365.456884	3400.744033	2432.380129	3689.508548	3171.399023	2890.2328	2140.430978	2825.654134	2183.29254	2966.383108	3465.125513	3045.442541
YCL032W	58.53858544	56.26398373	65.97232989	84.10295896	95.49639009	72.99844634	49.28690836	58.91233541	31.98936178	57.83001789	53.75729086	48.00282584	40.38575826	41.45120512	53.82470525	37.90775237	35.6125916	34.35261989	40.66194035	33.84899458	34.5184957	99.88139495	119.5490296	126.9842084	137.9282105	54.64556171	77.41965153	33.9694442	73.38346614	74.8286737	85.21997415	111.0159604	91.93511046	91.71995833	79.37815034	73.72818777	62.24268509	105.1103424	46.10573061	44.76885059	68.79334964	34.5892872
YCR024C	8.951561447	8.419132612	8.659864159	12.64717876	14.40583912	8.930172542	8.254781365	7.744850352	6.633842457	12.88611776	11.33057605	10.91016556	10.28672754	11.56044607	12.5345376	17.75567923	19.77611062	18.32716407	23.45912564	22.60444074	27.60135524	19.17436532	26.79841695	19.80046177	13.76060201	9.875553116	9.869993237	9.26133602	15.98311909	12.51077891	26.64027883	14.22476256	16.29634204	18.2976328	16.0370471	13.27740717	15.38000659	14.72158374	11.64358631	11.04572991	14.65598906	12.10581762
YCR004C	9751.408071	10006.96933	10034.89098	19464.22819	20609.4146	17706.16343	4438.878093	4648.211536	3876.304927	4813.534526	3894.264307	4082.632896	5303.114203	5131.601581	4717.369341	6158.943347	6595.989978	5517.071482	5961.991611	4869.695443	5802.623185	33566.24122	28710.35658	32676.95234	26318.63777	13322.09876	14269.98421	3966.616762	8611.549576	10113.70629	19473.71757	23429.97272	20499.29386	9634.698378	9577.846263	9845.734247	14519.63955	24645.02102	13693.0141	10398.74446	12564.94639	12093.86205
YCR023C	20.16312209	16.28994651	18.69790717	23.45459286	21.62755831	20.25285477	16.24834596	17.28142721	13.9400659	19.54549405	16.00718307	17.1803398	17.39286457	16.92081343	20.49999644	19.156619	21.05148057	21.89306351	20.54742069	23.28207234	24.55169793	44.98319904	51.13702139	51.6449455	45.10749834	21.34107692	25.7264975	12.67009237	26.12833502	31.27226294	45.59798845	63.11799095	48.52618254	38.69894777	30.89446627	34.75156438	23.61247912	33.43622205	20.87399978	26.62970252	29.32635518	26.47794579
YCR026C	5.238119455	4.850852097	4.461509241	5.341926605	6.835763302	5.544107208	4.626363117	4.276557844	2.873082674	6.372952956	4.381267374	4.714990753	6.676916785	5.497434286	6.445627622	5.172825062	6.471745385	7.803422495	6.501998974	9.309135767	7.428460023	3.59999696	8.325378093	5.725081643	7.004742374	6.103544241	6.41254857	3.101258577	5.156524009	6.454690208	7.754171314	7.815533861	7.504280024	8.683872091	6.118401464	8.423532413	5.895543215	7.501443932	5.26608067	4.276970367	8.587651464	7.130961039
YCR054C	50.53546969	49.75537914	50.40657818	65.74278667	71.22418355	51.24922695	43.75032672	47.9828505	32.57397197	58.743813	46.36759379	51.52966052	53.2311371	52.34992862	55.36843145	66.37173981	68.1326061	67.31415818	69.0302868	75.14576109	86.61338271	64.19123427	83.34834952	77.34403854	91.32560471	50.44190194	67.70143963	33.45383217	57.74153272	65.71144016	72.43773272	87.26801474	73.51834554	80.01375225	62.64790606	67.18594079	59.27185037	84.08961083	56.19099148	55.64070815	69.32599905	56.57220587
YCR034W	69.73533601	55.25205654	66.05667765	117.0592549	125.9785281	197.551302	74.02389992	96.95034806	54.36572393	108.7853466	97.86851539	99.28689984	135.2256058	122.6193214	130.7548583	211.8451488	204.643066	230.8420421	219.9202512	229.4372868	199.7490617	234.7917696	283.5794609	312.9258318	231.0327358	130.7165618	191.2677024	50.2108036	96.1295763	147.0282965	201.3866135	254.6463126	217.3702283	109.3631018	95.81107031	119.5779903	116.1155564	161.5697296	141.5233892	87.81248615	105.6352726	147.8679799
YCR035C	67.83432353	81.64914687	85.17904452	61.38226828	105.0353803	65.58889776	51.26852185	47.09795824	68.15730309	79.5407183	62.37543037	67.82571081	77.59404875	79.90891506	69.74914386	104.664223	105.2751925	146.1078854	114.8094757	163.2946515	146.4580448	67.2411178	121.3854137	68.62329093	86.5585261	78.29715711	80.45717291	43.36000795	79.42471471	66.54994151	87.48628509	92.71774663	76.8465304	78.8070164	98.4625664	86.21903882	70.56377007	118.327156	103.7740551	143.5378651	113.9296096	112.1366245
YCR067C	2.31027596	1.018128728	0.600264865	2.728755076	0.969362678	1.542203816	1.051256505	1.055128473	2.783925189	2.265004529	1.722083659	2.017471837	1.970111292	1.86412429	1.740847407	4.367698012	5.130812607	4.433078533	10.82469361	7.032573928	4.686858747	4.646069746	2.827184076	3.555631413	0.996649681	2.194045738	2.583736643	1.479552264	4.836452579	2.499037279	1.841786628	1.439123529	3.820257109	3.110505156	4.326025099	3.407312508	2.355848182	1.678400939	1.521906047	7.042743158	3.42410745	3.700816649
YCR095C	0	0	1.453673043	0	0	0	1.290177928	0	0	1.587110775	0	0	0	1.1876461	0	0	2.653930224	1.982238568	2.766951829	1.982187509	0	0	0	3.819442954	3.411053095	1.719585501	0	0	0	0	0	2.939711087	3.048128687	0	0	2.456022881	0	0	1.898488677	1.185890694	2.255614866	0
YCL028W	1539.145763	1123.800938	936.8076482	666.4374847	1700.121831	1121.913544	682.3288245	960.8586685	1161.321889	1006.262105	1004.333945	1027.263946	1222.71586	1117.638715	941.1898253	1550.516328	1586.939355	1399.647126	1750.962682	1582.919473	1513.318222	341.2472994	1644.608812	1781.732243	1229.047934	873.9026772	1522.258417	1343.514488	967.3891316	1530.00366	2073.309431	1851.927253	1820.898721	1381.572173	1074.856432	1623.403151	1083.624862	1529.07423	988.245579	1281.764511	1554.263937	692.6612504
YCL034W	517.3861818	467.7119155	463.4921671	483.8736063	429.4758875	437.2389824	462.4226499	460.6729414	559.2837188	738.0265478	597.6841133	638.9082792	683.8856051	705.5160772	707.5619464	897.09994	924.022708	841.4501569	897.0368919	997.4222571	999.5294426	613.2701437	462.4468872	707.0620304	704.397324	504.7079993	597.1334493	420.8841424	748.4975226	779.4014454	626.9383123	760.007719	701.8825942	872.4313385	799.6351814	900.1766978	591.2783668	613.2307559	579.9098139	888.7452757	999.3479865	1072.347897
YCR011C	250.8498961	240.1801558	244.488508	173.3723617	183.9580991	160.5969429	153.266495	218.5048865	126.9101232	191.629264	168.4430583	184.4036516	161.3935169	167.9820495	181.4445015	158.8868636	160.19328	149.1223407	150.739483	143.3080333	162.6256309	329.9212504	420.9452402	407.7233731	351.8005909	181.9895136	224.7591992	112.4969798	244.6184326	246.690958	156.1355934	215.5784417	160.2053766	321.2252473	290.6463189	279.3652601	194.5041866	278.4423455	205.8423679	230.468723	271.0066131	258.2968291
YCR083W	3900.000972	3681.903544	4457.810535	3882.588827	3572.724668	4145.339721	2489.166336	2529.097123	3477.750517	2706.002156	2300.175923	2950.753491	2272.75772	2062.603726	2367.374739	1752.329043	1810.402913	1468.36783	1613.326733	1387.663144	1659.967131	2483.99976	2565.042849	4381.576896	5044.81723	3150.117086	3669.794813	1843.745326	3920.016432	3805.670986	3854.830188	4995.905013	4389.303394	4390.264615	4107.942152	3557.244978	2706.662993	3392.315176	3366.342134	3946.980735	3735.084526	3502.985955
YCL035C	11007.75031	11656.06842	16344.56435	18107.58733	19268.19018	15124.46205	10508.02224	11564.60833	9377.141097	12640.63578	10969.33408	10683.40469	10408.01691	13189.39635	12231.28562	13813.6087	9728.07397	14692.94655	9707.08514	16307.15139	15914.90406	19059.74625	21866.38822	25600.59826	26976.43643	11364.85887	15166.21803	9964.336547	19544.13768	21221.20463	43932.11547	28871.76124	40407.45016	21571.93226	19455.51358	16424.7552	11639.05258	13914.92004	14479.52099	16499.75918	18330.3044	14702.35004
YCL017C	252.4825203	232.382655	244.6899687	206.2216288	211.9297913	204.6608289	200.850957	184.3848335	367.8170141	321.4715656	266.188904	286.6450916	292.4127029	311.3690155	300.2030387	468.4725331	557.9498889	437.7217877	426.4891295	457.2355483	516.8762947	534.6508828	327.9584661	276.0916929	343.8781058	302.2667502	325.9135862	236.6788235	396.0299362	368.0075452	394.7117316	429.044524	429.8900961	419.6213855	420.6718879	429.9225898	287.6169447	322.092636	299.0997337	521.6076631	538.9289579	484.9445634
