Dataset S4: maximum value of in vivo catalytic rates across all conditions (fluxes were simulated using pFBA).							
Reaction ID in Yeast8	Gene ID	EC number	Condition	kmax (/s)	maxkmax (/s)	minkmax (/s)	log10(maxkmax/minkmax)
r_0904	YMR220W	EC2.7.4.2	Yu2021_N30_030R1	7700.86716358805	7819.19926	7700.86716	0.0066226487094024
r_0905	YIL083C	EC6.3.2.5 EC6.3.2.51	Yu2021_N30_030R1	0.241721550310168	2.42E-01	2.42E-01	0
r_0908	YAR015W	EC6.3.2.6	Yu2021_N30_035R3	3.14676561372841	3.14677	3.14677	0
r_0909	YCL030C	EC1.1.1.23 EC3.5.4.19 EC3.6.1.31	Yu2020_ClimR2	5.2838655757802	5.28387	5.28387	0
r_0910	YCL030C	EC1.1.1.23 EC3.5.4.19 EC3.6.1.31	Yu2020_ClimR2	5.2838655757802	5.28387	5.28387	0
r_0911	YOR128C	EC4.1.1.21	Yu2020_CN50R2	8.58500685249823	8.58501	8.58501	0
r_0912_fwd	( YLR028C or YMR120C )	EC2.1.2.3 EC3.5.4.10	Yu2020_ClimR1	6.39731465942537	7.4203	6.39731	0.0644240677882427
r_0914	YGL234W	EC6.3.3.1 EC6.3.4.13	Yu2021_N30_018R3	8.75478343904928	8.75478	8.75478	0
r_0915	YMR300C	EC2.4.2.14	Yu2020_CN50R1	43.3336201603988	43.33362	43.33362	0
r_0917	YGR208W	EC3.1.3.3	Yu2021_Ile_stdR3	5427.11079907493	5428.01107	5395.60136	0.00260086923318481
r_0918	YOR184W	EC2.6.1.52	Yu2021_Ile_stdR3	201.132856044901	201.16622	199.96334	0.00260467322472085
r_0937	YMR020W	EC1.5.3.17	Yu2021_N30_035R3	5.31245289839005	95.62415	5.31E+00	1.25527273218747
r_0938	YNL316C	EC4.2.1.51	DiBartolomeo2020_GlucR3	247.011166749074	252.48884	247.01117	0.00952559430183906
r_0939	YBR166C	EC1.3.1.13	Yu2020_CN50R1	3979.27174178205	4015.77641	3825.8996	0.0210359552043705
r_0941	YHR020W	EC6.1.1.15	Yu2020_ClimR1	34.4298011838817	34.4298	34.4298	0
r_0956	YBR035C	EC1.4.3.5	Yu2021_N30_035R3	5838.9961604682	6099.91399	5796.27231	0.022174930897782
r_0957	YER023W	EC1.5.1.2	Yu2020_ClimR1	20.2511459399386	20.30548	20.25115	0.0011635697204669
r_0958	( YBR218C or YGL062W )	EC6.4.1.1	Yu2020_CN50R2	532.48952014808	538.25354	527.49404	0.0087693377524131
r_0959	( YGR087C or YLR044C or YLR134W )	EC4.1.1.- EC4.1.1.1 EC4.1.1.43 EC4.1.1.72 EC4.1.1.74	Yu2020_CN115R1	506.086076838142	506.97194	504.9158	0.00176496156586794
r_0962	( YAL038W or YOR347C )	EC2.7.1.40	Yu2020_CN50R2	91.113927474468	92.21511	90.99411	0.00578880706374822
r_0967	YOL143C	EC2.5.1.78	Yu2021_N30_030R2	2.41453107717594	2.41453	2.41453	0
r_0968	YBR256C	EC2.5.1.9	Yu2020_CN50R2	0.600300130850149	0.6003	0.6003	0
r_0976	( YER070W or YGR180C or YIL066C or YJL026W )	EC1.17.4.1	Yu2020_ClimR1	0.0514807557193903	0.05148	0.03883	0.122471147686301
r_0978	( YER070W or YGR180C or YIL066C or YJL026W )	EC1.17.4.1	Yu2020_ClimR1	0.0205923030868426	0.02059	0.01227	0.224811783891027
r_0982_fwd	YOR095C	EC5.3.1.6	Yu2020_CN50R1	1574.86081750544	1587.21542	1561.4161	0.00711722092829353
r_0984_fwd	YJL121C	EC5.1.3.1	Yu2020_CN50R1	1707.30145820513	1716.99613	1689.62681	0.00697852425324648
r_0988	YIR034C	EC1.5.1.7	Yu2020_CN50R2	14.1629151757993	14.16668	14.16292	0.000115282055626903
r_0989	YNR050C	EC1.5.1.10	Yu2021_N30_030R2	15.2976262509447	15.29932	15.29763	4.7975871788721E-05
r_0990_fwd	YKL060C	EC4.1.2.13	Yu2020_CN30R1	18.4794263205145	18.82201	18.13685	0.0161041386170108
r_0995	( YDR023W or YHR011W )	EC6.1.1.11	Yu2021_N30_035R1	23.1278346668088	23.12783	23.12783	0
r_0996	YDR127W	EC1.1.1.25 EC2.5.1.19 EC2.7.1.71 EC4.2.1.10 EC4.2.3.4	Yu2020_CN115R1	155.419151007808	156.89232	151.11053	0.0163069562476593
r_0997	YDR127W	EC1.1.1.25 EC2.5.1.19 EC2.7.1.71 EC4.2.1.10 EC4.2.3.4	Yu2020_CN115R1	155.419151007808	156.89232	151.11053	0.0163069562476593
r_1002	YLR146C	EC2.5.1.22	DiBartolomeo2020_GlucR3	0.49479641447832	5.50461	4.95E-01	1.0462968638043
r_1011	YGR175C	EC1.14.14.17	Yu2021_N30_030R3	11.0528276775666	11.23271	11.05283	0.00701105631867339
r_1012	YHR190W	EC2.5.1.21	DiBartolomeo2020_GlucR3	2.08428701367435	2.10943	2.08429	0.00520697331414289
r_1026	YCL050C	EC2.7.7.5 EC2.7.7.53	Lahtvee2017_EtOH20	114.151975696543	114.1575	114.13264	9.45863090082671E-05
r_1041	YCR053W	EC4.2.3.1	DiBartolomeo2020_GlucR3	5.84869738359187	6.02557	5.8487	0.0129387906119614
r_1042	YIL078W	EC6.1.1.3	Yu2021_N30_035R3	7.57794415590159	7.57794	7.57794	0
r_1045	YOR074C	EC2.1.1.45	Yu2020_CN115R1	6.75372878393891	6.75373	6.75373	0
r_1049_fwd	( YBR117C or YPR074C )	EC2.2.1.1	Yu2021_N30_030R3	108.739151743046	112.91645	107.06268	0.0231191053580917
r_1049_rvs	( YBR117C or YPR074C )	EC2.2.1.1	Yu2021_Ile_stdR3	0.825686479982742	1.63674	0.82569	0.297162671339281
r_1050_fwd	( YBR117C or YPR074C )	EC2.2.1.1	Yu2021_N30_035R3	72.9891993146541	77.4559	71.19559	0.0366014112138277
r_1054_fwd	YDR050C	EC5.3.1.1	DiBartolomeo2020_GlucR3	38.4774652394743	38.54098	38.37623	0.0018604451542833
r_1055	YGL026C	EC4.2.1.20	Yu2020_CN50R2	14.9510591683728	16.16017	14.95106	0.0337739407516301
r_1057	YOL097C	EC6.1.1.2	DiBartolomeo2020_GlucR3	4.77068228265177	4.77068	4.77068	0
r_1063_fwd	YGL202W	EC2.6.1.27 EC2.6.1.39 EC2.6.1.5 EC2.6.1.57	DiBartolomeo2020_GlucR3	4.89435947987128	8.69936	1.08936	0.902315878889185
r_1066	YGR185C	EC6.1.1.1	Yu2021_N30_035R3	3.10622399039457	3.10622	3.10622	0
r_1084_fwd	( YHL012W or YKL035W )	EC2.7.7.9	Yu2021_N30_030R2	228.93851536547	303.50536	219.64182	0.140451331544984
r_1087_fwd	YJR148W	EC2.6.1.42	DiBartolomeo2020_EtohR1	4.87504062001466	5.86685	4.77704	0.0892461067710669
r_1088_rvs	YHR208W	EC2.6.1.42	Yu2020_ClimR1	8.4914113572262	9.78327	8.49141	0.0615042285077751
r_1089	YGR094W	EC6.1.1.9	Yu2021_N30_030R2	38.8591516789153	38.85915	38.85915	0
r_1099_fwd	( YOR222W or YPL134C )		DiBartolomeo2020_GlucR3	28.6698503827308	32.64237	28.66985	0.0563562624534637
r_1110_fwd	( YBL030C or YBR085W or YMR056C )		Yu2020_CN50R1	127.507097047073	127.65256	127.26042	0.00133617654521072
r_1112_rvs	YMR241W		DiBartolomeo2020_GlucR3	11.8775165332775	14.45093	9.3041	0.191221427805106
r_1115_fwd	( YDR384C or YGR121C or YNL142W or YPR138C )		DiBartolomeo2020_GlucR1	772316.459924985	777455.68004	772316.45992	0.00288035003745973
r_1126_rvs	YBR291C		DiBartolomeo2020_EtohR1	211.309731011223	213.98316	208.6392	0.0109836878726278
r_1127_rvs	YBR291C		Yu2020_CN50R2	67.5893481246144	71.07852	17.93152	0.598121271394109
r_1129	YHR002W		Yu2021_N30_035R1	3506.05499092462	3693.4913	3385.17215	0.0378563211269895
r_1166	( YDL245C or YDL247W or YDR342C or YDR343C or YDR345C or YDR536W or YEL069C or YFL011W or YHR092C or YHR094C or YHR096C or YJL214W or YJL219W or YJR158W or YJR160C or YLR081W or YMR011W or YNR072W or YOL156W or YDR387C )		Yu2020_CN115R1	963.552378480329	963.55238	963.55238	0
r_1172	( YFL054C or YLL043W )		DiBartolomeo2020_GlucR3	34844.2492908553	35128.06972	34844.24929	0.0035231738591185
r_1194	YPR021C		Yu2021_Gln_glc1R1	36567.1023039079	37031.66298	36567.1023	0.00548266859104118
r_1237	YOR130C		Yu2021_N30_030R1	547.533065598334	638.39384	547.53307	0.066678332861774
r_1244_fwd	( YBR296C or YCR037C or YJL198W or YML123C or YNR013C )		Yu2021_Phe_stdR1	32908.8847917115	33003.03686	32908.88479	0.00124073919402483
r_1245	( YER053C or YJR077C )		Yu2021_N30_035R3	821.397725850506	822.8728	797.21138	0.0137592174676412
r_1254_rvs	YKL217W		Yu2020_CN50R1	79407.2505708325	79918.53275	79166.37295	0.00410675397930657
r_1258_rvs	( YDR456W or YLR138W )		DiBartolomeo2020_GlucR3	29.494414148072	366.93982	29.49441	1.09485513052828
r_1266	( YBR294W or YLR092W )		Yu2021_N30_035R3	326.804843284986	346.08181	326.80484	0.0248902936149379
r_1574_rvs	YKL120W		Yu2021_N30_035R2	15.8013266039647	18.36619	15.2373	0.0811110545710723
r_1729_rvs	YDL166C	EC2.7.4.3	Yu2021_std_010R3	4.19991267349105	48.87171	3.43629	1.15296772680119
r_1811_fwd	YPR058W		Lahtvee2017_Temp38	103.650050074854	163.27827	103.65005	0.197358874274563
r_1838	( YDL131W or YDL182W )	EC2.3.3.14	Yu2020_CN50R2	9.58480754733803	9.58735	9.58481	0.000115073939554979
r_2115	( YBR145W or YOL086C )	EC1.1.1.1	Lahtvee2017_Temp38	764.924699243622	2615.99671	577.55507	0.656043792852804
r_2116	( YMR110C or YMR170C or YER073W or YOR374W )	EC1.2.1.3 EC1.2.1.5	Yu2020_CN115R2	24.4059184143048	24.67723	22.51612	0.0398028543037038
r_2132	( YOR222W or YPL134C )		DiBartolomeo2020_GlucR3	127.311646461731	135.25448	119.36881	0.0542607946822771
r_2182	YGL055W	EC1.14.19.1	Yu2021_N30_030R2	226.987370341551	228.93437	226.98737	0.00370930544582196
r_2183	YGL055W	EC1.14.19.1	Yu2021_N30_030R2	75.0105926228856	78.33539	75.01059	0.0188354284990227
r_2305_fwd	YLR304C	EC4.2.1.3	Yu2021_N30_035R3	45.1373340583295	46.49711	43.77756	0.0261744084844363
r_2332	YOR175C	EC2.3.1.23 EC2.3.1.51	Yu2020_ClimR1	1.87924815671531	5.42124	0.1732	1.49555074637817
r_2334	YOR175C	EC2.3.1.23 EC2.3.1.51	DiBartolomeo2020_GlucR3	20.6597654212146	34.38516	2.59815	1.12170682877655
r_2336	YOR175C	EC2.3.1.23 EC2.3.1.51	Yu2020_ClimR1	1.36056915353328	1.39523	0.23398	0.77546706917827
r_2432_fwd	YBR029C	EC2.7.7.41	Lahtvee2017_Osmo02	0.681328618503618	3.85518	0.56777	0.831872218839973
r_2433_fwd	YBR029C	EC2.7.7.41	Yu2021_Ile_stdR3	1.60483625464423	7.09582	5.76E-02	2.0908063607397
r_2434_fwd	YBR029C	EC2.7.7.41	Yu2021_Ile_stdR3	0.510432387644467	5.29124	0.28038	1.27581042929472
r_2456	YPR113W	EC2.7.8.11	Yu2020_ClimR1	2.39140155168797	3.38406	0.56401	0.778151250383644
r_3545_fwd	YKR039W		DiBartolomeo2020_GlucR3	6.64953361479463	12.43843	6.64325	0.272384970220077
r_4196_fwd	( YIL043C or YML125C )	EC1.6.2.2	Yu2020_CN115R1	22.5168060456911	31.85726	22.51681	0.150701556789797
r_4226_rvs	YDR111C	EC2.6.1.2	Yu2021_N30_035R1	11313.8961850398	14357.70256	8270.82789	0.239535968506733
r_4236_rvs	( YDR533C or YMR322C or YOR391C or YPL280W )	EC4.2.1.130	Yu2020_CN50R1	33225.6895260354	33490.52051	32526.44987	0.0126852330131215
r_4330_rvs	YPR127W	EC1.1.1.65	Yu2020_CN50R1	14997.7827027129	15120.22877	14914.41517	0.00595213381396144
r_4484_fwd	( YJR130C or YLL058W or YML082W )	EC2.5.1.48	Yu2021_Gln_glc1R2	15.5365627368204	72.18028	14.40369	0.699944796631525
r_4587_fwd	YOL122C		Yu2021_N30_030R2	4.96332501068252	1010.39116	4.96E+00	2.3087163865199
r_4589_fwd	YOL122C		Yu2021_N30_030R2	15.072955489108	1084.49915	15.07296	1.85703066932573
r_4590_fwd	YGR191W		Yu2021_N30_018R3	217.336053120657	3548.34372	217.33605	1.21289391265848
r_4591_fwd	( YGL255W or YLR130C )		DiBartolomeo2020_GlucR3	0.2780794961828	17.36143	0.27808	1.795415738856
r_4592_fwd	( YGR191W or YOL130W )		Yu2021_N30_018R3	98.9191877240114	3480.15688	98.91919	1.5463182702177
