rxn,Nsubs,OnlySubResults,nOtherMets,nOneComb,OneMetResults,nTwoComb,TwoMetResults,nThreeComb,ThreeMetResults
r_0173,3,-1.1018283960859927,2739,86,"(('s_0362[c]',), -0.5074317756961623)",3655,"(('s_0362[c]', 's_0529[c]'), 0.021426614814746104)",102340,"(('s_0373[c]', 's_0796[e]', 's_0362[c]'), 0.28627897078400827)"
r_0202,2,0.6187789798370698,2740,81,"(('s_1198[c]',), 0.6630575207824438)",3240,"(('s_0373[c]', 's_0362[c]'), 0.7401639422743813)",85320,"(('s_1203[c]', 's_0362[c]', 's_0529[c]'), 0.7863500338211159)"
r_0209,3,0.24413512334081067,2739,89,"(('s_0524[m]',), 0.260908833223198)",3916,"(('s_0362[c]', 's_0529[c]'), 0.38302833790855817)",113564,"(('s_0373[c]', 's_3547[c]', 's_0362[c]'), 0.42734014624804945)"
r_0211,4,0.16979357113880406,2738,77,"(('s_0767[c]',), 0.33134482634269247)",2926,"(('s_0373[c]', 's_0362[c]'), 0.5415268253367909)",73150,"(('s_0373[c]', 's_0767[c]', 's_0362[c]'), 0.6189034689583892)"
r_0212,3,0.4783187287153254,2739,85,"(('s_1416[c]',), 0.4860223555478947)",3570,"(('s_0362[c]', 's_0529[c]'), 0.6445928034318155)",98770,"(('s_0524[m]', 's_0362[c]', 's_0529[c]'), 0.6767437783316262)"
r_0214,2,0.24454450722240656,2740,78,"(('s_0767[c]',), 0.40284701480744634)",3003,"(('s_0373[c]', 's_0767[c]'), 0.4568407074149167)",76076,"(('s_1005[m]', 's_1042[m]', 's_0767[c]'), 0.5467703795286181)"
r_0215,2,0.23791025799066423,2740,76,"(('s_0767[c]',), 0.2655007543969658)",2850,"(('s_0362[c]', 's_0529[c]'), 0.4597306597250742)",70300,"(('s_1032[c]', 's_0362[c]', 's_0529[c]'), 0.4844750770185947)"
r_0219,3,0.22665438326022058,2739,77,"(('s_1032[c]',), 0.2733889149286224)",2926,"(('s_0727[m]', 's_0066[c]'), 0.5162571934451541)",73150,"(('s_1032[c]', 's_0727[m]', 's_0066[c]'), 0.5257789312681176)"
r_0220,3,0.4062933611691748,2739,82,"(('s_0529[c]',), 0.42084101165565213)",3321,"(('s_0362[c]', 's_0529[c]'), 0.5889557713635256)",88560,"(('s_0075[c]', 's_0362[c]', 's_0529[c]'), 0.5951946498864571)"
r_0225,2,-0.05231102501439795,2740,78,"(('s_1422[c]',), 0.2920929751118112)",3003,"(('s_0075[c]', 's_0529[c]'), 0.3980228263280848)",76076,"(('s_0188[c]', 's_0362[c]', 's_0529[c]'), 0.49457302456494484)"
r_0234,2,0.7737131174094565,2740,79,"(('s_0767[c]',), 0.7795422196233774)",3081,"(('s_0551[c]', 's_0581[c]'), 0.8187211118997484)",79079,"(('s_0551[c]', 's_0577[c]', 's_0581[c]'), 0.8309311545740116)"
r_0235,2,0.7551699334349895,2740,78,"(('s_0767[c]',), 0.7663044034079032)",3003,"(('s_0551[c]', 's_0577[c]'), 0.7894936593324797)",76076,"(('s_0551[c]', 's_0577[c]', 's_0837[c]'), 0.8325150277780982)"
r_0236,3,0.5808609199363192,2739,81,"(('s_0557[c]',), 0.6346126197527713)",3240,"(('s_1005[m]', 's_1488[m]'), 0.6852423187380368)",85320,"(('s_0568[c]', 's_1005[m]', 's_0307[m]'), 0.7574045428406898)"
r_0237,3,0.5808609199363133,2739,81,"(('s_0557[c]',), 0.6346126197527515)",3240,"(('s_1005[m]', 's_1042[m]'), 0.6852423189053086)",85320,"(('s_0568[c]', 's_1005[m]', 's_1042[m]'), 0.757404542799251)"
r_0244,3,-0.31297006062686467,2739,80,"(('s_0767[c]',), -0.1804957962438234)",3160,"(('s_0373[c]', 's_0767[c]'), -0.051401978532219283)",82160,"(('s_0725[c]', 's_1458[c]', 's_0767[c]'), 0.09963810455933919)"
r_0307,3,-0.37848417019139574,2739,71,"(('s_0767[c]',), 0.14653594234554806)",2485,"(('s_0767[c]', 's_0629[c]'), 0.44575175440916565)",57155,"(('s_0767[c]', 's_0260[c]', 's_0629[c]'), 0.5362689328071424)"
r_0309,2,-3.3687824466302727,2740,87,"(('s_1233[c]',), -0.02516403498957893)",3741,"(('s_1233[c]', 's_0767[c]'), 0.4507598219001171)",105995,"(('s_0951[c]', 's_0767[c]', 's_0841[c]'), 0.46197818279908204)"
r_0313,3,0.1407637189481771,2739,78,"(('s_0529[c]',), 0.15798063648423924)",3003,"(('s_0362[c]', 's_0529[c]'), 0.4238129959773479)",76076,"(('s_0373[c]', 's_1016[c]', 's_0362[c]'), 0.4545381747025745)"
r_0346,3,0.4972081549175263,2739,81,"(('s_0362[c]',), 0.6525228599045252)",3240,"(('s_0373[c]', 's_0362[c]'), 0.6812484955802777)",85320,"(('s_1005[m]', 's_1458[c]', 's_0307[m]'), 0.8072276038588025)"
r_0355,2,-0.7254390159528206,2740,77,"(('s_0767[c]',), -0.3626468450978485)",2926,"(('s_0373[c]', 's_0362[c]'), -0.07162666169880634)",73150,"(('s_0767[c]', 's_0362[c]', 's_0529[c]'), 0.2137904129570273)"
r_0361,2,0.47340916958322554,2740,80,"(('s_1203[c]',), 0.5182422744695923)",3160,"(('s_1005[m]', 's_1042[m]'), 0.6332199239257108)",82160,"(('s_0629[c]', 's_0362[c]', 's_0529[c]'), 0.70628378384993)"
r_0451_f,2,-0.4923677515413597,2740,76,"(('s_0725[c]',), 0.202748736572055)",2850,"(('s_0362[c]', 's_0725[c]'), 0.39152489034583543)",70300,"(('s_0362[c]', 's_1458[c]', 's_0837[c]'), 0.5854852943440014)"
r_0453,2,-0.4062893462243823,2740,79,"(('s_0529[c]',), -0.2443234016217172)",3081,"(('s_1203[c]', 's_0727[m]'), 0.12387455758534194)",79079,"(('s_0421[m]', 's_1005[m]', 's_1203[c]'), 0.24353097645134678)"
r_0462,2,-0.72543901595282,2740,77,"(('s_0767[c]',), -0.36264684509784917)",2926,"(('s_0373[c]', 's_0362[c]'), -0.0716266616988062)",73150,"(('s_0767[c]', 's_0362[c]', 's_0529[c]'), 0.2137904129570277)"
r_0466,2,0.3121744358372435,2740,72,"(('s_1042[m]',), 0.5840996461049253)",2556,"(('s_0764[c]', 's_0557[c]'), 0.6438753073867598)",59640,"(('s_1458[c]', 's_1203[c]', 's_0993[m]'), 0.7411781618532801)"
r_0468,2,-2.0591322371861187,2740,79,"(('s_0362[c]',), -1.0230260309165955)",3081,"(('s_0999[c]', 's_0362[c]'), 0.0706821035555828)",79079,"(('s_0764[c]', 's_0767[c]', 's_0362[c]'), 0.16799568754468827)"
r_0473,3,0.3556236477933209,2739,80,"(('s_0075[c]',), 0.7038914462905997)",3160,"(('s_0629[c]', 's_0837[c]'), 0.7429117175353388)",82160,"(('s_0629[c]', 's_0991[c]', 's_0180[c]'), 0.7514568030749729)"
r_0478,3,0.4643565073079456,2739,77,"(('s_1266[c]',), 0.48176205288603285)",2926,"(('s_0362[c]', 's_0529[c]'), 0.6003448878488055)",73150,"(('s_1399[c]', 's_0362[c]', 's_0529[c]'), 0.6257128680250321)"
r_0499,2,0.16021194515491713,2740,76,"(('s_1203[c]',), 0.27194099780565983)",2850,"(('s_0304[c]', 's_0837[c]'), 0.4085633307794492)",70300,"(('s_0362[c]', 's_0373[c]', 's_0568[c]'), 0.484949460056712)"
r_0502_f,2,0.8722548506145376,2740,79,"(('s_1042[m]',), 0.9566066892192506)",3081,"(('s_0999[c]', 's_1324[e]'), 0.9625001286094218)",79079,"(('s_1056[c]', 's_1324[e]', 's_0362[c]'), 0.9685089106127929)"
r_0514,4,-0.26159900491218957,2738,64,"(('s_0767[c]',), 0.4634594898956518)",2016,"(('s_0555[c]', 's_1203[c]'), 0.803920347087151)",41664,"(('s_0373[c]', 's_1616[c]', 's_0304[c]'), 0.9448735495233785)"
r_0524,2,-2.436534513645791,2740,78,"(('s_0629[c]',), -2.057816646719214)",3003,"(('s_1005[m]', 's_1042[m]'), -1.321379074234383)",76076,"(('s_0421[m]', 's_1005[m]', 's_1399[c]'), -0.5612237197276009)"
r_0534,2,0.7665185646510858,2740,69,"(('s_0362[c]',), 0.9109118688624431)",2346,"(('s_0362[c]', 's_1620[c]'), 0.944901905916001)",52394,"(('s_0362[c]', 's_0727[m]', 's_1620[c]'), 0.9450596822428295)"
r_0536,3,0.4474646955121827,2739,74,"(('s_0727[m]',), 0.4724358385262278)",2701,"(('s_0362[c]', 's_0529[c]'), 0.5616846482932503)",64824,"(('s_0421[m]', 's_1005[m]', 's_1324[e]'), 0.689589388028718)"
r_0538,2,0.0789601342094068,2740,79,"(('s_1203[c]',), 0.20443553616681917)",3081,"(('s_1460[m]', 's_1203[c]'), 0.39147859771264915)",79079,"(('s_1198[c]', 's_0066[c]', 's_0362[c]'), 0.505892291295171)"
r_0542_f,2,0.592673986036419,2740,81,"(('s_1324[e]',), 0.6374188456440544)",3240,"(('s_1005[m]', 's_1042[m]'), 0.69752461779722)",85320,"(('s_1005[m]', 's_1488[m]', 's_1198[c]'), 0.8162546500050365)"
r_0545,2,0.5203561351384469,2740,83,"(('s_1616[c]',), 0.5526392560650129)",3403,"(('s_1408[c]', 's_0529[c]'), 0.5727956618043638)",91881,"(('s_0373[c]', 's_0551[c]', 's_0577[c]'), 0.6230673092526675)"
r_0546,3,-0.8490424714070703,2739,77,"(('s_1233[c]',), -0.14370384696424945)",2926,"(('s_0581[c]', 's_1616[c]'), 0.09974590593800199)",73150,"(('s_1233[c]', 's_1399[c]', 's_0767[c]'), 0.16689644019938937)"
r_0548,2,0.2869098133506565,2740,76,"(('s_1620[c]',), 0.3915645727190595)",2850,"(('s_0373[c]', 's_0557[c]'), 0.5744473831371726)",70300,"(('s_0999[c]', 's_1620[c]', 's_0993[m]'), 0.6745871132710597)"
r_0549,2,0.10392964797354894,2740,75,"(('s_0767[c]',), 0.23447001708670862)",2775,"(('s_0362[c]', 's_0260[c]'), 0.41796869987777024)",67525,"(('s_1042[m]', 's_1620[c]', 's_1005[m]'), 0.4664780431289916)"
r_0560,3,0.7634636776142855,2739,71,"(('s_1408[c]',), 0.7761035443140744)",2485,"(('s_0551[c]', 's_1408[c]'), 0.8055559120876129)",57155,"(('s_1016[c]', 's_1427[c]', 's_0551[c]'), 0.8327465286123694)"
r_0563,2,-0.1591998304515767,2740,78,"(('s_0767[c]',), 0.09668818851521185)",3003,"(('s_0993[m]', 's_0767[c]'), 0.23544862618321022)",76076,"(('s_1460[m]', 's_1203[c]', 's_0362[c]'), 0.4759956629930781)"
r_0565,3,-0.18147230231684242,2739,66,"(('s_1324[e]',), -0.08845527847466965)",2145,"(('s_0764[c]', 's_0260[c]'), 0.18325047678244438)",45760,"(('s_1360[c]', 's_0764[c]', 's_1487[c]'), 0.38927881031808464)"
r_0566,2,0.13763652243082322,2740,79,"(('s_0767[c]',), 0.19174560340804864)",3081,"(('s_1005[m]', 's_1488[m]'), 0.3600389686837238)",79079,"(('s_0075[c]', 's_0362[c]', 's_0529[c]'), 0.45399009015258207)"
r_0569,2,0.4427553614489897,2740,77,"(('s_0529[c]',), 0.4840308725267598)",2926,"(('s_0999[c]', 's_1266[c]'), 0.5733123318221286)",73150,"(('s_0551[c]', 's_0581[c]', 's_1324[e]'), 0.6799416235712383)"
r_0665,3,0.2192997261919011,2739,78,"(('s_1324[e]',), 0.3739146025664814)",3003,"(('s_0362[c]', 's_0529[c]'), 0.444479411441067)",76076,"(('s_1032[c]', 's_0362[c]', 's_0529[c]'), 0.4930275926120304)"
r_0669,3,0.038064701484353966,2739,78,"(('s_1198[c]',), 0.19743832308365078)",3003,"(('s_0373[c]', 's_0362[c]'), 0.4823158202030606)",76076,"(('s_0373[c]', 's_0629[c]', 's_0362[c]'), 0.5735643738229811)"
r_0671,4,0.6748047113364739,2738,77,"(('s_0362[c]',), 0.7044834144864404)",2926,"(('s_0373[c]', 's_0362[c]'), 0.8151905942586517)",73150,"(('s_0373[c]', 's_0767[c]', 's_0362[c]'), 0.8262834917586066)"
r_0694,2,0.2885885804763723,2740,78,"(('s_1488[m]',), 0.41013127816962325)",3003,"(('s_0373[c]', 's_0362[c]'), 0.5312814337143771)",76076,"(('s_0373[c]', 's_1005[m]', 's_0362[c]'), 0.5830487942697686)"
r_0701,3,-0.08689002187792291,2739,75,"(('s_1016[c]',), 0.03516751155675877)",2775,"(('s_1488[m]', 's_1005[m]'), 0.4484051272581224)",67525,"(('s_1488[m]', 's_1005[m]', 's_0066[c]'), 0.47967514065626576)"
r_0711,3,-70.16574888972225,2739,96,"(('s_1458[c]',), -2.3036978171656752)",4560,"(('s_0056[c]', 's_1058[m]'), -0.8870165784995651)",142880,"(('s_1616[c]', 's_0182[m]', 's_0307[m]'), 0.2586707184738263)"
r_0725_f,2,-0.6552996929259514,2740,76,"(('s_1032[c]',), 0.39810062596592116)",2850,"(('s_1271[c]', 's_0180[c]'), 0.8358996259442145)",70300,"(('s_1032[c]', 's_0373[c]', 's_1458[c]'), 0.9624559358413872)"
r_0727,2,-0.04561330638371062,2740,76,"(('s_3119[erm]',), 0.0629956162967614)",2850,"(('s_1042[m]', 's_1005[m]'), 0.42887639090819735)",70300,"(('s_1042[m]', 's_1005[m]', 's_0837[c]'), 0.5021323035346054)"
r_0729,3,0.17021867785286982,2739,78,"(('s_1016[c]',), 0.21035789583002334)",3003,"(('s_1005[m]', 's_1042[m]'), 0.30710289562152315)",76076,"(('s_0951[c]', 's_0362[c]', 's_0529[c]'), 0.3489027048676309)"
r_0732_f,2,0.733994269151717,2740,78,"(('s_0551[c]',), 0.820523420052407)",3003,"(('s_1401[m]', 's_0837[c]'), 0.8660480952362984)",76076,"(('s_1401[m]', 's_1042[m]', 's_0837[c]'), 0.9038469031706743)"
r_0757,2,-0.15188890444297945,2740,78,"(('s_0767[c]',), -0.037672957512615145)",3003,"(('s_1422[c]', 's_0767[c]'), 0.03898306226207611)",76076,"(('s_0421[m]', 's_1003[c]', 's_1005[m]'), 0.12159634809659323)"
r_0759,3,-0.020848376810930214,2739,81,"(('s_1016[c]',), 0.07901940323718626)",3240,"(('s_1016[c]', 's_0180[c]'), 0.13928759359095474)",85320,"(('s_0999[c]', 's_1401[m]', 's_0180[c]'), 0.24034891156955954)"
r_0762,2,0.6953607248313449,2740,79,"(('s_0362[c]',), 0.740658577888781)",3081,"(('s_0373[c]', 's_0362[c]'), 0.8512400544659083)",79079,"(('s_0373[c]', 's_0557[c]', 's_0362[c]'), 0.894401534570785)"
r_0768,4,0.5878691677396161,2738,82,"(('s_0524[m]',), 0.6056184862694736)",3321,"(('s_0524[m]', 's_0727[m]'), 0.6133316830500267)",88560,"(('s_1487[c]', 's_0306[c]', 's_0362[c]'), 0.657220122326425)"
r_0770,3,0.15628699039284705,2739,71,"(('s_1427[c]',), 0.3543363527250475)",2485,"(('s_0727[m]', 's_1427[c]'), 0.5089098148360282)",57155,"(('s_0581[c]', 's_0551[c]', 's_1399[c]'), 0.5966818447992094)"
r_0786,3,0.33384505242225415,2739,83,"(('s_3119[erm]',), 0.40696998934443257)",3403,"(('s_1422[c]', 's_3119[erm]'), 0.4291265232007363)",91881,"(('s_0421[m]', 's_3119[erm]', 's_1005[m]'), 0.4463711566818297)"
r_0813,2,-0.22872379196735593,2740,76,"(('s_0767[c]',), 0.4215745956793203)",2850,"(('s_0725[c]', 's_0767[c]'), 0.6495909535262085)",70300,"(('s_0764[c]', 's_0767[c]', 's_0955[c]'), 0.7613464482363437)"
r_0818,2,0.028154303050974903,2740,75,"(('s_0725[c]',), 0.1933948838947816)",2775,"(('s_0362[c]', 's_0725[c]'), 0.34867772369574046)",67525,"(('s_0362[c]', 's_0725[c]', 's_0311[c]'), 0.5178821867381239)"
r_0821,2,0.4566117495673022,2740,80,"(('s_0767[c]',), 0.5537680349300591)",3160,"(('s_1016[c]', 's_0767[c]'), 0.5907089835433901)",82160,"(('s_1005[m]', 's_1488[m]', 's_0767[c]'), 0.6267155715363568)"
r_0841,3,-6.358915099142414,2739,91,"(('s_0796[e]',), -1.3638676605293565)",4095,"(('s_0551[c]', 's_1427[c]'), 0.126109022597947)",121485,"(('s_0551[c]', 's_0993[m]', 's_1427[c]'), 0.1774413971778567)"
r_0842,2,0.18035896144754646,2740,78,"(('s_0767[c]',), 0.19270808391954736)",3003,"(('s_0362[c]', 's_0529[c]'), 0.5311655725694889)",76076,"(('s_1324[e]', 's_0362[c]', 's_0529[c]'), 0.5769265741560587)"
r_0855,2,-0.03516082384979051,2740,75,"(('s_0445[c]',), 0.05268887096809853)",2775,"(('s_0362[c]', 's_0529[c]'), 0.3535215620449096)",67525,"(('s_1032[c]', 's_0362[c]', 's_0529[c]'), 0.4395566405092041)"
r_0891,2,0.01903267874240131,2740,65,"(('s_0767[c]',), 0.31304564870524365)",2080,"(('s_0362[c]', 's_0767[c]'), 0.42582096390572366)",43680,"(('s_0362[c]', 's_1467[c]', 's_0767[c]'), 0.47403391591509825)"
r_0892_f,2,0.6568952114524734,2740,75,"(('s_0362[c]',), 0.798123178135136)",2775,"(('s_0362[c]', 's_0767[c]'), 0.8759270011956982)",67525,"(('s_0362[c]', 's_1616[c]', 's_0767[c]'), 0.8834827341529305)"
r_0905,3,-0.3317290357744659,2739,78,"(('s_0581[c]',), -0.19736925070413805)",3003,"(('s_0568[c]', 's_0529[c]'), 0.0061981153610380256)",76076,"(('s_0188[c]', 's_0362[c]', 's_0529[c]'), 0.3240097052932252)"
r_0908,3,0.7667682035075181,2739,80,"(('s_0841[c]',), 0.7893681083283186)",3160,"(('s_1233[c]', 's_0767[c]'), 0.8087026823094661)",82160,"(('s_1003[c]', 's_1042[m]', 's_0307[m]'), 0.8279594279824233)"
r_0909,2,0.3712986893547468,2740,75,"(('s_1203[c]',), 0.4474671979949926)",2775,"(('s_0362[c]', 's_0529[c]'), 0.5228042501713057)",67525,"(('s_0362[c]', 's_0188[c]', 's_0529[c]'), 0.5844982297769106)"
r_0910,2,0.371298689354747,2740,75,"(('s_1203[c]',), 0.44746719799490436)",2775,"(('s_0362[c]', 's_0529[c]'), 0.522804250171307)",67525,"(('s_0362[c]', 's_0188[c]', 's_0529[c]'), 0.5844982297769136)"
r_0911,2,0.6867753515944237,2740,80,"(('s_0373[c]',), 0.7165185117532505)",3160,"(('s_0373[c]', 's_0362[c]'), 0.781490561242466)",82160,"(('s_1416[c]', 's_0373[c]', 's_0362[c]'), 0.787201111186616)"
r_0912_f,2,0.323069242838323,2740,76,"(('s_1203[c]',), 0.4362211441616754)",2850,"(('s_0304[c]', 's_0568[c]'), 0.5610192652190759)",70300,"(('s_1042[m]', 's_1198[c]', 's_1005[m]'), 0.6522960205120981)"
r_0914,3,-0.0466334275352583,2739,74,"(('s_0445[c]',), 0.026544239667727766)",2701,"(('s_0362[c]', 's_0529[c]'), 0.35920570597379414)",64824,"(('s_1032[c]', 's_0362[c]', 's_0529[c]'), 0.4438922931118759)"
r_0915,3,-0.005624320299881735,2739,76,"(('s_1442[c]',), 0.2279005412096035)",2850,"(('s_1616[c]', 's_0993[m]'), 0.295603252243646)",70300,"(('s_1427[c]', 's_1487[c]', 's_0306[c]'), 0.37789900882685573)"
r_0917,2,0.19134060100890932,2740,71,"(('s_0419[c]',), 0.35344072726037445)",2485,"(('s_0419[c]', 's_0722[c]'), 0.3831015054341697)",57155,"(('s_1182[m]', 's_1203[c]', 's_1399[c]'), 0.41741304355623077)"
r_0918,2,0.1957969746861058,2740,66,"(('s_0767[c]',), 0.4399195635968458)",2145,"(('s_1427[c]', 's_0837[c]'), 0.6228066554043961)",45760,"(('s_1182[m]', 's_1427[c]', 's_0837[c]'), 0.6618618836497606)"
r_0938,2,0.5190551185299239,2740,80,"(('s_0796[e]',), 0.5457597300027908)",3160,"(('s_0551[c]', 's_0581[c]'), 0.5991896093151757)",82160,"(('s_1003[c]', 's_1005[m]', 's_1042[m]'), 0.7216324438933837)"
r_0941,3,0.23989770959235565,2739,75,"(('s_0796[e]',), 0.2711161998155652)",2775,"(('s_1005[m]', 's_0307[m]'), 0.3536033866748295)",67525,"(('s_0373[c]', 's_0796[e]', 's_0767[c]'), 0.3914126110634803)"
r_0957,3,-0.2626976309936331,2739,77,"(('s_0767[c]',), -0.04923388314345552)",2926,"(('s_0362[c]', 's_0529[c]'), 0.16292784664424972)",73150,"(('s_0767[c]', 's_0362[c]', 's_0529[c]'), 0.2836787515527237)"
r_0962,3,0.12490872358785396,2739,68,"(('s_0362[c]',), 0.3908545616942643)",2278,"(('s_1203[c]', 's_1324[e]'), 0.4316775129927322)",50116,"(('s_1467[c]', 's_1198[c]', 's_1324[e]'), 0.45610713558627464)"
r_0968,2,0.6901790170146272,2740,80,"(('s_1203[c]',), 0.7898706250496248)",3160,"(('s_1203[c]', 's_0767[c]'), 0.7963122171596249)",82160,"(('s_0999[c]', 's_0993[m]', 's_0362[c]'), 0.8411514688792646)"
r_0976,3,0.5872406180536316,2739,90,"(('s_0066[c]',), 0.6460878296724939)",4005,"(('s_0764[c]', 's_0075[c]'), 0.6895182448191374)",117480,"(('s_0629[c]', 's_0180[c]', 's_1192[m]'), 0.7250482461266854)"
r_0978,3,0.5878042134293201,2739,90,"(('s_0066[c]',), 0.646761585026793)",4005,"(('s_0764[c]', 's_0075[c]'), 0.690217303490229)",117480,"(('s_0629[c]', 's_0180[c]', 's_1192[m]'), 0.7248908667168514)"
r_0989,4,0.01293574880857371,2738,78,"(('s_1032[c]',), 0.17316069872346326)",3003,"(('s_0421[m]', 's_1005[m]'), 0.4221555625803036)",76076,"(('s_1003[c]', 's_1005[m]', 's_1042[m]'), 0.4946383554382409)"
r_0995,3,0.16774778613136593,2739,79,"(('s_1016[c]',), 0.20561212970646733)",3081,"(('s_1005[m]', 's_1042[m]'), 0.3082240100279332)",79079,"(('s_1005[m]', 's_1032[c]', 's_1488[m]'), 0.47299378590342)"
r_0996,3,-0.15081114870808876,2739,77,"(('s_0767[c]',), 0.05594030106509509)",2926,"(('s_0373[c]', 's_0362[c]'), 0.3577773996758135)",73150,"(('s_0373[c]', 's_0767[c]', 's_0362[c]'), 0.6136758713544268)"
r_0997,2,-0.1718762531587859,2740,77,"(('s_0767[c]',), 0.07032714004124299)",2926,"(('s_0373[c]', 's_0362[c]'), 0.31330001474145713)",73150,"(('s_0373[c]', 's_0767[c]', 's_0362[c]'), 0.5681820186344535)"
r_1002,2,-182.12080721588126,2740,96,"(('s_1271[c]',), -9.73562577276645)",4560,"(('s_0188[c]', 's_1360[c]'), -0.8904191769170395)",142880,"(('s_1003[c]', 's_0460[m]', 's_1271[c]'), 0.3791076829987534)"
r_1011,4,-0.003676561900063913,2738,78,"(('s_0951[c]',), 0.1434372143387861)",3003,"(('s_1005[m]', 's_1042[m]'), 0.4665206225256552)",76076,"(('s_1005[m]', 's_1042[m]', 's_0066[c]'), 0.5193050015978911)"
r_1012,3,0.5901533360289115,2739,80,"(('s_1460[m]',), 0.5972617561642171)",3160,"(('s_0999[c]', 's_1266[c]'), 0.6105184295777051)",82160,"(('s_0999[c]', 's_1266[c]', 's_1268[m]'), 0.6105184295776945)"
r_1026,3,0.33723696551774135,2739,62,"(('s_1442[c]',), 0.6498809124403669)",1891,"(('s_1442[c]', 's_0767[c]'), 0.7824503922060886)",37820,"(('s_0767[c]', 's_1427[c]', 's_0303[c]'), 0.8358284774092077)"
r_1041,2,0.5759278118255838,2740,81,"(('s_1203[c]',), 0.6856436002423681)",3240,"(('s_1005[m]', 's_1488[m]'), 0.7243625208569606)",85320,"(('s_0421[m]', 's_1005[m]', 's_1032[c]'), 0.7476174491381414)"
r_1042,3,0.5603648194573191,2739,89,"(('s_1016[c]',), 0.5749443424485652)",3916,"(('s_1003[c]', 's_1488[m]'), 0.610845366532696)",113564,"(('s_1003[c]', 's_1488[m]', 's_1016[c]'), 0.6289963201827924)"
r_1045,2,-0.826057442234142,2740,80,"(('s_0362[c]',), -0.32973442211417403)",3160,"(('s_0188[c]', 's_1360[c]'), -0.21732762638166842)",82160,"(('s_1487[c]', 's_0188[c]', 's_1360[c]'), 0.07241368960996328)"
r_1049_f,2,-1.6511794254487657,2740,70,"(('s_0767[c]',), -0.37633455754463474)",2415,"(('s_1016[c]', 's_1198[c]'), -0.06191387536076065)",54740,"(('s_1360[c]', 's_1016[c]', 's_0629[c]'), 0.03762042321619226)"
r_1050_f,2,-0.5923916820146806,2740,70,"(('s_1442[c]',), -0.11247589043525971)",2415,"(('s_1042[m]', 's_0294[c]'), 0.00828380037220271)",54740,"(('s_1039[c]', 's_1620[c]', 's_0120[c]'), 0.16037000017097297)"
r_1055,2,0.35500980450052894,2740,76,"(('s_1203[c]',), 0.5188232174565197)",2850,"(('s_3119[erm]', 's_1203[c]'), 0.5876637267891816)",70300,"(('s_1198[c]', 's_1005[m]', 's_0307[m]'), 0.6433525697462437)"
r_1057,3,-0.16524822544905451,2739,91,"(('s_1324[e]',), 0.06464928907936485)",4095,"(('s_1616[c]', 's_1324[e]'), 0.2446031719686698)",121485,"(('s_1032[c]', 's_0362[c]', 's_0529[c]'), 0.2845512006885367)"
r_1063_f,2,-0.5574337472234223,2740,79,"(('s_1324[e]',), 0.09815578835673337)",3081,"(('s_0551[c]', 's_0581[c]'), 0.390284771848011)",79079,"(('s_0551[c]', 's_0951[c]', 's_0581[c]'), 0.41994829167137626)"
r_1066,3,0.27914281817889475,2739,89,"(('s_1032[c]',), 0.29214444073156154)",3916,"(('s_0362[c]', 's_0529[c]'), 0.38273463844632954)",113564,"(('s_0955[c]', 's_1401[m]', 's_1324[e]'), 0.41120281333038033)"
r_1084_f,3,0.6197619228481661,2739,83,"(('s_0767[c]',), 0.6420425168564747)",3403,"(('s_0421[m]', 's_1005[m]'), 0.6885928410360286)",91881,"(('s_1005[m]', 's_0837[c]', 's_0307[m]'), 0.6991986677842933)"
r_1838,3,-0.6683910148154262,2739,77,"(('s_0066[c]',), -0.29110651668764603)",2926,"(('s_0557[c]', 's_0188[c]'), 0.10473644988392361)",73150,"(('s_0557[c]', 's_1005[m]', 's_1042[m]'), 0.2936462302810536)"
r_2432_f,3,0.00967517603586585,2739,94,"(('s_0532[m]',), 0.0899152846072319)",4371,"(('s_0725[c]', 's_0419[c]'), 0.2242358914545317)",134044,"(('s_1003[c]', 's_1266[c]', 's_1039[c]'), 0.30774361133477024)"
r_2433_f,3,-1.0328310491599137,2739,90,"(('s_0419[c]',), -0.68714772292253)",4005,"(('s_1005[m]', 's_0419[c]'), -0.3105951916671633)",117480,"(('s_0999[c]', 's_0419[c]', 's_1324[e]'), -0.0018677579133996812)"
r_2434_f,3,-0.7840366791420406,2739,90,"(('s_0419[c]',), -0.35564391098442927)",4005,"(('s_0725[c]', 's_0419[c]'), -0.03833100415483524)",117480,"(('s_0999[c]', 's_0419[c]', 's_1324[e]'), 0.1579573791560716)"
r_2456,2,0.02219657052677959,2740,81,"(('s_0075[c]',), 0.25691728252730234)",3240,"(('s_0075[c]', 's_1032[c]'), 0.3591305406655283)",85320,"(('s_0075[c]', 's_1032[c]', 's_0145[m]'), 0.36768276652576526)"
r_1099_f,2,0.5954696804314775,2740,79,"(('s_1620[c]',), 0.6289502528332885)",3081,"(('s_0551[c]', 's_0581[c]'), 0.7840436129123477)",79079,"(('s_0551[c]', 's_0581[c]', 's_0767[c]'), 0.8186245101847854)"
r_1244_f,2,-0.016268303959378505,2740,61,"(('s_0767[c]',), 0.33610650471610237)",1830,"(('s_0362[c]', 's_0767[c]'), 0.3883500230213991)",35990,"(('s_0727[m]', 's_0725[c]', 's_0767[c]'), 0.4359883797372454)"
r_1245,2,0.11430658760173047,2740,83,"(('s_1399[c]',), 0.2463844706951072)",3403,"(('s_1016[c]', 's_0767[c]'), 0.2744350508819794)",91881,"(('s_0557[c]', 's_1016[c]', 's_0767[c]'), 0.2830764311263022)"
