g/gCDW	DiBartolomeo2020_GlucR1	DiBartolomeo2020_GlucR2	DiBartolomeo2020_GlucR3	DiBartolomeo2020_EtohR1	DiBartolomeo2020_EtohR2	DiBartolomeo2020_EtohR3
YDR164C	4.6827230578992E-06	4.916591589168E-06	4.1618303325738E-06	7.245445903344E-06	6.7040855852832E-06	7.084804656825E-06
YOR317W	6.802505376928E-05	6.911464401408E-05	6.1979559035328E-05	0.000102667506378624	0.000107379424117632	0.000105674979116
YPR103W	2.9380897980896E-05	3.143100893856E-05	2.7492589647468E-05	4.128959269116E-05	4.440649029432E-05	4.3226587385696E-05
YFR050C	2.7060610295628E-05	2.828994071904E-05	2.4096967362468E-05	5.6092878590112E-05	6.0560914751064E-05	5.490190061811E-05
YPR019W	1.09007565427092E-05	1.1605368182352E-05	1.00364380014744E-05	1.4139764608806E-05	1.50748104921744E-05	1.38864834055471E-05
YMR080C	1.061229077387E-05	1.1777167501344E-05	9.7156211613858E-06	8.2582183641834E-06	9.0319080222936E-06	7.7569877235012E-06
YGL143C	8.161055544824E-07	9.08493386528E-07	7.48520806293E-07	7.474479586002E-07	8.505447104544E-07	7.604562368754E-07
YGL142C	5.02270303734E-07	0.0000005250642096	4.48419145959E-07	7.42435364079E-07	7.52465373534E-07	7.84260380136E-07
YGR218W	8.486019133824E-05	0.0000873419451744	0.0000777736342224	0.00010271603260584	0.00010315239907392	0.00010024929629808
YKL016C	0.0000908117236224	0.0000915697778688	8.083755542016E-05	0.00016800466535424	0.00019070342894592	0.00016921953658368
YNL117W	0.00019324153645888	0.0001972544493248	0.0001660928082948	0.00332781497815968	0.0035112180149664	0.00311940996008672
YFL001W	7.516552800736E-07	9.83755359552E-07	7.482600562464E-07	2.0602776891168E-06	1.8142743829536E-06	1.1564121611064E-06
YJR139C	0.00028968339647401	0.0003099586178612	0.00025796538075924	0.000212164440555375	0.00022979168729748	0.000203994180197115
YBR114W	1.78358437323704E-07	1.8650986743088E-07	1.6941491658954E-07	2.21035502957994E-07	2.15657730300144E-07	2.03858796569706E-07
YGR220C	3.3031155551472E-07	3.501596613984E-07	2.9740760388684E-07	7.7890665820752E-07	8.2836053803776E-07	7.8455569321092E-07
YAL012W	0.0000751425433275	0.000079951181254	0.0000685555578495	6.463297682865E-05	0.0000715290519249	6.458795537165E-05
YAL017W	1.9599102545928E-06	2.0683530023744E-06	1.78121794458888E-06	3.45739750253568E-06	3.54301148411136E-06	3.31312751874272E-06
YAL011W	6.73847989791E-07	7.3416396984E-07	6.2627136876E-07	7.00888717746E-07	6.98722370244E-07	6.38887157154E-07
YAL015C	2.988164096736E-07	3.26521083616E-07	2.641196493936E-07	4.755361783536E-07	5.461521754416E-07	4.466839345332E-07
YAL019W	7.9385956411104E-06	0.0000082764703728	7.25712567615E-06	6.7835933355348E-06	7.0331915124288E-06	7.0938392617152E-06
YAL022C	4.0248275556588E-07	4.532470288808E-07	3.6800057618181E-07	5.4896099291649E-07	5.1877440744888E-07	5.0766041049042E-07
YAL023C	4.35863612776704E-05	0.0000463155106176	3.8887306146864E-05	2.02574827599984E-05	2.05144629528384E-05	2.12060448970944E-05
YAL016W	8.688977332112E-05	9.035875666664E-05	8.020254097053E-05	0.000141053995508283	0.000150649451226516	0.000139239563828156
YAL021C	4.5963505301076E-06	4.90941862488E-06	4.1273756075178E-06	7.1946503588322E-06	7.0897478859504E-06	7.0753360908582E-06
YAL013W	1.48766399345494E-06	1.687538060544E-06	1.38351753182412E-06	1.45180067064669E-06	1.32162858018408E-06	1.29556214407032E-06
YKL080W	0.0001179035168402	0.0001258005350784	0.00010786006638342	0.00011481441809643	0.00011796460419276	0.00011656205828358
YLL026W	0.00043206787206	0.00046634098896	0.0003923586422712	0.0008382819175236	0.0008985697463952	0.0008022084706152
YDR074W	2.72678958323226E-05	2.798900798148E-05	2.45059572623229E-05	6.74253807472791E-05	7.37273244131424E-05	6.67207737440244E-05
YGL038C	1.0414660811984E-07	1.39284277132E-07	1.0426325012532E-07	1.285537027203E-07	1.262380158468E-07	1.3557648262587E-07
YGR037C	3.1432415895368E-05	2.922119278848E-05	3.0138505800732E-05	3.4881612966216E-05	4.389306197604E-05	3.4322679910162E-05
YNL073W	1.49575681252728E-06	1.4384887407072E-06	1.35027133964442E-06	3.42943482111768E-06	3.28928010709536E-06	3.36492018185382E-06
YNL287W	0.00020488290643296	0.00021182985927936	0.0001867545719676	0.000168529060473984	0.000172133444794752	0.00017502104814264
YPR060C	3.3228965239668E-05	3.520965776328E-05	2.990563880535E-05	2.3583269703015E-05	2.4949847231892E-05	2.443144700007E-05
YOL064C	3.8137033546245E-05	0.0000408866646468	3.52074854447325E-05	2.20422639281175E-05	2.346396386025E-05	2.27096285090525E-05
YHL032C	2.2766016669312E-06	2.423758428672E-06	2.027656325772E-06	3.55245040478286E-05	3.76160970496248E-05	3.43968496660068E-05
YIL155C	0.0000174102706188	0.000017480774976	0.0000163018452474	0.0001577241672696	0.0001714047035724	0.0001483265015661
YNL236W	6.1743895632E-07	6.520906635264E-07	5.6514680684064E-07	9.6452886148416E-07	1.0053690443136E-06	9.3553975033344E-07
YER023W	0.00015812249409264	0.00016558477238688	0.00014128373933982	7.768701570168E-05	8.6838790178448E-05	7.9844104203864E-05
YDR300C	2.4095486840418E-05	2.4987912278952E-05	2.1850850233611E-05	1.61205918250383E-05	1.86059797050924E-05	1.77792137047167E-05
YOR211C	1.3786778342038E-05	1.452881617264E-05	1.2611333508255E-05	2.8329707917485E-05	3.0267200419812E-05	2.9168295118233E-05
YPR035W	0.00076656965230944	0.0008039576680128	0.0006983741932524	0.0003341735511408	0.00036865584012096	0.00034595148005208
YBL015W	9.607853368128E-05	0.0000943916258544	8.360468301078E-05	0.00183963543840846	0.00178271237234736	0.00172749165952716
YEL052W	2.8342521606024E-06	2.957787586992E-06	2.5629643458486E-06	1.18676660561874E-05	1.24009719623496E-05	1.14090963431712E-05
YBL017C	9.9445000254996E-06	1.071210159096E-05	9.2750122476693E-06	1.25089229172897E-05	1.30399408104768E-05	1.20812188610487E-05
YOR133W; YDR385W	0.00468763189625952	0.00517664290416	0.0042150783511512	0.00264913133839848	0.00270641910206304	0.00259404960173424
YBR218C	0.000656478332700506	0.00069266802272024	0.00058506585885594	0.000675255746581074	0.00073196551172886	0.000662640567651047
YPR111W	1.15351765814208E-05	1.145527455072E-05	1.01998818034344E-05	1.26145330968888E-05	1.33575524159616E-05	1.25330244125856E-05
YLR120C	0.000000931274058	0.0000009590223552	8.3223645804E-07	1.21512433068E-06	0.0000011055539664	1.28660033892E-06
YKL121W	0.000000085098384	1.3215379968E-07	8.5299643296E-08	0.0000002048670792	1.8658225152E-07	1.86631218144E-07
YPR058W	3.7451038073004E-05	3.779692237216E-05	3.3771185629146E-05	6.7208003083746E-05	6.9166445248944E-05	6.9062599847026E-05
YKL120W	0.000130849485751296	0.00013821909794784	0.000121441180729284	0.00010449515394981	0.00010763870556582	0.000111885982285545
YPL082C	1.07698564378192E-05	1.1598408780672E-05	1.01725818891048E-05	1.18902131698824E-05	1.21349203023024E-05	1.10480896295408E-05
YLR203C	2.8745855601392E-05	3.027162945408E-05	2.6685613127016E-05	5.709189824676E-05	6.2652432748224E-05	5.646501570068E-05
YOR373W	5.32409827584E-07	0.0000005574465456	4.98788135064E-07	9.97425558612E-07	9.18290848896E-07	8.42964861072E-07
YMR308C	4.5205665192864E-05	4.795205583168E-05	4.2341025436776E-05	4.5014333729904E-05	4.7145327105888E-05	4.5011824464816E-05
YLR205C	1.339088571864E-06	0.0000012346277496	1.178628562386E-06	5.06688233382E-06	4.772718129168E-06	4.90885164579E-06
YML120C	3.5894805248016E-05	3.657011181824E-05	3.1703819611464E-05	0.000121800481638264	0.000138762589707456	0.000120874274700608
YKL119C	1.114844443328E-06	0.0000010853424736	9.94027191696E-07	1.548234637488E-06	1.599038053536E-06	1.710242983064E-06
YKL122C	1.4403874347936E-06	1.491699034112E-06	1.3445441644176E-06	2.7243772526448E-06	2.8917283862016E-06	2.8698385754832E-06
YKL124W	2.599588732715E-07	2.5851187544E-07	2.717710378695E-07	5.7730037411475E-07	6.1206397941E-07	5.62951937483E-07
YDR075W	6.6150800874048E-07	8.040283544832E-07	6.8081342684256E-07	1.05759037730016E-06	1.13435184145536E-06	7.168432794336E-07
YDR047W	1.13758030354836E-05	1.1688077950136E-05	1.02028295604501E-05	1.06593276558951E-05	1.04602167844776E-05	1.0879331678915E-05
YPR190C	2.4198309531344E-05	2.572150101248E-05	2.2816276196688E-05	0.0000297693754254	2.9956537962624E-05	2.8798602327872E-05
YLL019C	4.499309128536E-08	4.630467696288E-08	4.1028395884074E-08	3.10050300346092E-07	3.16742238574656E-07	2.9729988175423E-07
YIL154C	7.341447401262E-07	7.16609497968E-07	6.500784845997E-07	7.146602248266E-07	7.073951256684E-07	7.259512200408E-07
YMR202W	0.00014038624873926	0.0001518143559912	0.00013432544305434	0.00021753963261945	0.00023969183536728	0.00024051773572587
YLR056W	2.487694447224E-05	2.634556536864E-05	2.2678244747172E-05	2.6367221303892E-05	2.6702017084512E-05	2.656959228504E-05
YIL150C	8.6439092721296E-08	8.9139973272E-08	7.9254532154448E-08	1.35109821324996E-07	1.31898053512512E-07	1.30531846983384E-07
YDR001C	6.77174453241E-06	0.0000072682666056	6.361308407025E-06	1.1131675412715E-05	1.227515470038E-05	0.0000102122842107
YHR079C	4.011753415221E-07	4.537435973616E-07	3.8179807554744E-07	5.7166379035146E-07	5.4922592015226E-07	5.74341408999135E-07
YPL175W	5.3008094937088E-08	5.426644385792E-08	5.0308498907136E-08	4.9802742595584E-08	4.9916775333888E-08	5.1759600697344E-08
YKL079W	4.10880123079452E-06	4.3309708885296E-06	3.90171166324596E-06	5.08819300064604E-06	5.32555904746368E-06	4.88120680989396E-06
YLR447C	4.7095023636168E-05	0.0000484333596432	4.2707844628236E-05	6.1926815310912E-05	6.296336753616E-05	5.8899947913444E-05
YBR123C	1.516442698134E-06	1.577206854216E-06	1.3585541034177E-06	1.7116863587712E-06	1.7610326828136E-06	1.6513625685753E-06
YKL212W	3.7777117962348E-05	4.0817991061008E-05	3.44037353228496E-05	2.78271978143004E-05	3.00303791377416E-05	2.8392688151676E-05
YIR027C	1.1010438308772E-07	1.483209506016E-07	9.780980659488E-08	1.3137425673534E-07	1.0324368473904E-07	1.3172882582808E-07
YNR043W	9.3067306650612E-05	9.976264617312E-05	8.393445190935E-05	9.1104649395165E-05	9.7479735872652E-05	8.4052650645936E-05
YNR041C	2.614019690784E-06	2.77045076672E-06	2.434576144032E-06	5.763885212232E-06	6.079321716384E-06	5.854144241736E-06
YGR253C	9.135533591184E-05	9.495425843904E-05	8.4012280600248E-05	7.845651109296E-05	8.7988463314752E-05	7.2837536627856E-05
YDR356W	2.10146292850416E-06	2.2395865620128E-06	1.95636203348976E-06	1.7489314803636E-06	1.88881168439184E-06	1.74899684112712E-06
YDL029W	3.949538921328E-05	0.0000408693981696	3.564879570252E-05	0.0000662934760488	7.021901542656E-05	6.443117228548E-05
YLL048C	3.6651623863176E-05	3.816502224696E-05	3.2897161192581E-05	4.6562671840986E-05	4.7685496086144E-05	4.3978199776056E-05
YDR405W	1.270645402683E-06	1.35090731272E-06	1.1905271635365E-06	3.646667907405E-06	3.89936161551E-06	3.697146507723E-06
YKL167C	2.26823504192E-06	0.0000022785287616	2.09011196016E-06	6.848794239984E-06	7.16609814912E-06	0.000007217775404
YDL078C	3.475691113332E-05	3.559605837312E-05	3.1016341369512E-05	0.00010095670988046	0.00010854430354584	9.6205433885604E-05
YCR028C-A	7.080080015316E-05	7.252245724416E-05	6.4503917599968E-05	0.000118592838321804	0.000139417197563952	0.00011747470029834
YJL115W	9.354982707928E-06	9.973607026432E-06	8.661486688632E-06	9.3520102267836E-06	9.4208499051696E-06	8.960911306002E-06
YBR249C	0.0003547510318044	0.000368572500576	0.0003105626224554	0.000270366998445	0.0002936517813864	0.0002737979659782
YGR286C	1.4336684688303E-05	1.514506968576E-05	1.3012336239777E-05	2.5452929195937E-05	2.7278873562906E-05	2.59078775860665E-05
YNL316C	2.8864952365696E-06	3.084310881792E-06	2.6750257170624E-06	2.9400272521344E-06	3.238105071936E-06	2.8912705812864E-06
YNL315C	1.8753188388608E-05	1.931148395008E-05	1.6579206334368E-05	3.2364989981856E-05	3.5225398452864E-05	3.3743953551808E-05
YKL157W	7.4813378059968E-05	7.877073970416E-05	6.8966491270257E-05	0.000107521745951862	0.000112574598167484	0.000107134010267511
YLR314C	3.633247978248E-05	0.000038627318016	3.287934891882E-05	3.356351804484E-05	3.725869235832E-05	3.317734066656E-05
YJR076C	4.7629094832648E-06	5.240482914688E-06	4.7066159908152E-06	5.66480541753E-06	6.1752652066224E-06	5.678684842348E-06
YIR030C	1.1550521460387E-06	1.206002800548E-06	1.03276403173125E-06	1.2719149413516E-06	1.2521690126946E-06	1.07620892388555E-06
YKL191W	4.7633038784856E-06	5.145122215296E-06	4.1726497621032E-06	3.555488550564E-06	3.3750607733712E-06	3.3817139486496E-06
YNL280C	5.1260380826688E-07	5.690753704944E-07	4.7861380064322E-07	1.23520963571874E-06	1.1519352390348E-06	1.2071213166771E-06
YKL192C	1.079212430634E-05	1.089846620352E-05	9.913976430021E-06	5.962825280817E-06	0.0000075282879411	5.302395295833E-06
YKL189W	2.07814560066856E-06	2.0695804702496E-06	1.77095341320444E-06	2.32850767999536E-06	2.43159544630896E-06	2.46642584260056E-06
YHR094C	0.00031316410165856	0.000287447524224	0.000248993587872	3.165141761136E-05	0.000032276946576	3.456591278736E-05
YDR345C	0.00060477589194375	0.00063167579125	0.0005500489248	0.0000570400086375	0.000058729182075	5.8097431209375E-05
YHR092C	0.000216001387280448	0.00025553064406464	0.000222470118393768	2.433625181568E-05	2.887659730368E-05	2.8868777819784E-05
YHR107C	4.261794756926E-05	4.407635642144E-05	3.883821800436E-05	4.8327215107608E-05	5.1581215022784E-05	4.7478432331186E-05
YLR172C	2.01648697600116E-05	2.2015153165824E-05	1.82413159125444E-05	1.0067283081882E-05	1.12793639305464E-05	1.05167654258082E-05
YAL003W	0.000310563666022976	0.00031833426912896	0.000275630506702056	8.3948040047736E-05	0.0001048024740312	8.8596540101344E-05
YDR519W	1.0544957459692E-05	1.023278515392E-05	9.245880562662E-06	6.254872359156E-06	7.594765447416E-06	7.441117961776E-06
YBR221C	0.0001555466744912	0.000174835743936	0.0001434482754444	0.0001385415496008	0.000169721437416	0.0001337332100896
YDR518W	9.0636826775088E-06	1.002186152856E-05	8.275822649109E-06	6.0245103638574E-06	6.777051618168E-06	5.8705940971974E-06
YGR175C	6.069551597691E-05	6.471488771496E-05	5.5450600476255E-05	3.5281762001838E-05	0.0000354665587302	3.4493158693062E-05
YJL101C	3.03402385918016E-05	3.1026339644608E-05	2.715184199574E-05	2.18366188744176E-05	2.26523938935888E-05	2.25996460803476E-05
YJL159W	3.058252333284E-05	0.0000398475626192	3.211967050488E-05	4.674591018936E-05	5.281301564808E-05	4.144072951148E-05
YBL008W	1.53543699456672E-06	1.4746380634048E-06	1.3606618842306E-06	8.2156115630484E-07	9.1300499153472E-07	5.9382369298728E-07
YOR038C	1.35747033105024E-06	1.491779786112E-06	1.24717286399904E-06	2.1448645927632E-06	2.08792504597248E-06	1.7714423013408E-06
YER025W	0.000166542331260536	0.00017408631562784	0.00014778538309062	0.000131958546267636	0.000140344150017984	0.000137367238463048
YLR113W	3.32867534539232E-05	3.4741121065728E-05	2.96178126034032E-05	2.40251612097024E-05	2.6940933870576E-05	2.39798509405488E-05
YPR159W	1.45533669375852E-05	1.6070900833008E-05	1.36753157255724E-05	8.281515341664E-06	9.280653386616E-06	7.9575393942702E-06
YNL268W	1.9641139769504E-05	2.070520839296E-05	1.848977494884E-05	2.2184427087216E-05	2.2523244592512E-05	2.4917628359968E-05
YAL029C	1.14910683405696E-05	1.227279828096E-05	1.0453794250032E-05	1.6990937824176E-05	1.75667992265088E-05	1.65235070120976E-05
YMR064W	1.4745799228788E-06	1.598700387312E-06	1.4782963354587E-06	6.2499771946638E-06	5.9377213805976E-06	5.7040374726324E-06
YDR176W	2.24134932821184E-06	2.419216740864E-06	2.07704582760312E-06	2.26159455921696E-06	2.42907426362304E-06	2.29104439937208E-06
YDL208W	4.592294309196E-06	0.0000046568887596	4.1247263452725E-06	2.085710680251E-06	2.391559502706E-06	2.2349367727335E-06
YFR052W	5.7467796591744E-05	5.663544251904E-05	4.9962626100288E-05	0.0000557616782448	5.9157585425664E-05	5.5318435717248E-05
YMR309C	0.0002240802346419	0.0002347356952668	0.000204460197198075	0.00021248334881865	0.0002157494105403	0.00021644469775383
YLR335W	0.000135060945761412	0.000139260992819872	0.000118275997595144	5.57047582669908E-05	5.98098257574048E-05	5.72223367492832E-05
YML031W	1.8129627173112E-05	1.910455009008E-05	1.64071930123764E-05	2.20348405905498E-05	2.292757033086E-05	2.2420237608015E-05
YDR211W	3.9243507761304E-05	4.1852506952256E-05	3.47558224483008E-05	1.67586211153746E-05	1.848713960016E-05	1.59635836793202E-05
YLR291C	0.00002429885667	0.000026032442975	2.27932713421875E-05	1.516959637875E-05	1.812073968375E-05	1.566127454375E-05
YGR140W	2.70927993217752E-06	3.081884466024E-06	2.59452141178698E-06	4.4139659782023E-06	4.29531770071872E-06	4.63859945032536E-06
YGL122C	2.2527568013346E-06	2.424161209008E-06	2.01434257270323E-06	2.51311005732105E-06	2.75022562816188E-06	2.58066789344595E-06
YIR006C	4.33126087393824E-05	4.565288298816E-05	3.89598442500744E-05	3.62658934661976E-05	3.95223529868928E-05	3.62725588691496E-05
YLR067C	2.3643271756048E-06	2.5539218314176E-06	2.15853061100544E-06	3.13375117744584E-06	3.15428133929664E-06	2.91107089056672E-06
YLL036C	3.89902313689E-06	0.000004139140054	3.616972434495E-06	4.51468299744E-06	4.69411663308E-06	4.244309519555E-06
YJL201W	9.582622334784E-07	9.97362769536E-07	9.1049867183808E-07	1.44941717291904E-06	1.4353540315776E-06	1.370558080656E-06
YGR285C	0.00011395226860192	0.0001193757212704	0.0001011734850294	7.384331755332E-05	8.170236149544E-05	7.657398648592E-05
YBR208C	1.28148366318048E-05	1.3537411055616E-05	1.18012305333744E-05	2.69330834533464E-05	2.7926576071344E-05	2.78863491104784E-05
YGL207W	9.4174770399752E-05	9.762131983072E-05	8.4876977877552E-05	9.2984684394924E-05	9.8273344232784E-05	9.2654428062056E-05
YMR023C	3.371351746642E-07	3.806603876768E-07	3.3546049475796E-07	7.4248180244766E-07	7.8087125201184E-07	7.5736693136148E-07
YNL330C	3.3119884076343E-06	3.3078336469584E-06	3.02189271085989E-06	1.85471415242415E-06	2.07502275282228E-06	1.9671986614209E-06
YOR270C	0.00010240826698228	0.0001095612169288	0.0000917779028373	9.867539028573E-05	0.0001035909002322	9.805568893876E-05
YGR049W	2.13433886733E-06	0.000002229605364	1.9577366719425E-06	3.2921707303575E-06	3.51544046355E-06	3.3330185915475E-06
YIL075C	0.000648041234982	0.00068027081427312	0.000581403869358984	0.000619584093450414	0.000657670684207512	0.000599567914874354
YGR229C	1.7448180566544E-05	0.0000186553943856	1.5566794573374E-05	6.514817305194E-06	7.367220184896E-06	6.598920488958E-06
YMR165C	2.996075490471E-06	3.19327054368E-06	2.8072382980995E-06	4.4692478112375E-06	4.95453990447E-06	0.0000044886443562
YDR011W	1.2054708948646E-05	1.251514182828E-05	1.109701647873E-05	1.11181769878725E-05	1.117571872326E-05	1.0801709817808E-05
YER022W	4.88484167240832E-06	5.1945831228928E-06	4.62172185224064E-06	3.95003238227136E-06	4.54494906399744E-06	4.01814610131648E-06
YBR253W	5.857851566336E-07	4.94060069888E-07	5.769210739248E-07	6.693566612832E-07	7.209357515712E-07	6.91490653656E-07
YDR069C	5.4574858886976E-07	5.568157338912E-07	5.4302503364964E-07	1.47068739558837E-06	1.49847414348888E-06	1.46552488946346E-06
YNL202W	1.0377232335184E-06	0.000000965734616	9.476339900544E-07	1.1251601558406E-05	1.12619280206928E-05	1.09095659498364E-05
YDR422C	4.8919897122096E-07	5.303492119744E-07	4.5554857534368E-07	4.0497726598056E-07	4.7584027135008E-07	4.02045179718E-07
YGL169W	5.20637331375E-06	0.00000539040369	4.631438118375E-06	6.019050198375E-06	0.0000064417125645	5.894387162625E-06
YPL029W	2.59858726586112E-07	2.7842263994496E-07	2.3973655156056E-07	4.73757072980688E-07	4.13393252436864E-07	4.06025654247024E-07
YGR155W	0.0004855507716864	0.000527705686592	0.000430746706656	0.0004325979241584	0.0004424459999232	0.0004150113578856
YKR092C	1.6051919675508E-05	1.745003412768E-05	1.4280197829435E-05	1.2410165025153E-05	1.3567040996376E-05	1.323517444808E-05
YGR104C	2.34304576002532E-06	2.4251027900064E-06	2.11665534646986E-06	4.934006934381E-07	6.2448326572464E-07	5.3963001942668E-07
YNL016W	0.000172998422570688	0.0001823954775552	0.000150758547698304	5.3828379626112E-05	6.3514778910336E-05	5.1964874810784E-05
YPL106C	0.00149978294506064	0.0015855911176056	0.00134328735342207	0.00077757384736179	0.00086877103502148	0.00076740003540378
YBR169C	6.6112297741376E-05	6.667270826048E-05	6.0228563844816E-05	0.000179567464989384	0.000184077558904704	0.000169409736053608
YJL176C	1.66269546374466E-05	1.7455501856856E-05	1.5308735395869E-05	1.96706764401714E-05	2.07471811209768E-05	1.92662507863803E-05
YIL126W	2.348571851685E-05	2.595517114176E-05	2.1547226520711E-05	2.3193818674911E-05	2.4352313869116E-05	2.3299975952154E-05
YER133W	6.7614115800088E-05	7.082756687776E-05	6.3040179797298E-05	6.7144435995978E-05	7.5981426459576E-05	6.541831659649E-05
YDR129C	8.3071264092672E-05	8.755381942272E-05	7.6541636088576E-05	8.644418976384E-05	9.4600324168704E-05	8.5386358662912E-05
YKL203C	1.75378056139364E-05	1.81683487528704E-05	1.63570580165563E-05	1.3589146634306E-05	1.40879651380121E-05	1.36529812344253E-05
YBL050W	4.4705040947744E-05	4.674643766912E-05	4.0798558309968E-05	3.5264487280752E-05	3.7607273230272E-05	3.4455102207648E-05
YJL155C	3.3003121800768E-06	3.694963526688E-06	3.0786733704636E-06	6.4040757862032E-06	6.9879364350768E-06	6.2381362924104E-06
YBR119W	4.8633740737952E-07	4.807323147648E-07	4.3417323478224E-07	1.06390495866384E-06	1.11847049212992E-06	1.05052492100864E-06
YOR017W	2.49372032502144E-07	2.578511045376E-07	2.2776847567488E-07	3.39693249761568E-07	3.66237247394688E-07	3.38442080711552E-07
YOL067C	9.294313244092E-06	9.86008298856E-06	7.796201982489E-06	2.013225288813E-06	1.92600356682E-06	1.899315664042E-06
YGL252C	1.5372335181528E-05	0.0000161230343904	1.3789808873028E-05	2.306879658828E-05	2.4055346446992E-05	2.2849944538788E-05
YDR323C	4.3814226458376E-07	5.9025787128E-07	4.375485882306E-07	1.01486864508876E-06	9.6170099640912E-07	8.6357005556184E-07
YEL051W	4.1712916542304E-05	0.0000432940392192	3.8329984040544E-05	3.9343106727792E-05	4.1123714655744E-05	4.1608078433264E-05
YEL050C	1.01735198884536E-07	1.1777683368528E-07	9.780930442836E-08	2.0969646514173E-07	2.05135189828128E-07	1.81899868834782E-07
YEL048C	4.1811862229776E-06	4.623062767064E-06	4.0663154082006E-06	4.4684839810674E-06	4.2110136326028E-06	4.2346842637157E-06
YEL047C	5.1692925649248E-05	0.000054549409824	4.8047639691168E-05	8.136304234344E-05	8.2695173565888E-05	8.1382957207344E-05
YEL042W	5.41244174622976E-06	5.8687969638144E-06	4.91301545255136E-06	2.10949678832112E-06	2.15809813853568E-06	2.11309522007936E-06
YEL041W	9.867027790116E-08	1.121943409776E-07	1.0834818829668E-07	2.6470309983696E-07	2.150731827612E-07	2.2096364088168E-07
YEL040W	7.84994197391888E-05	0.0000956369372112	7.4652111294552E-05	2.72653100892216E-05	3.76536284220096E-05	2.99424214517912E-05
YEL038W	1.7483357481408E-06	1.911880325376E-06	1.5998160957408E-06	3.1243045277808E-06	3.4865947198656E-06	2.9610081099648E-06
YEL037C	7.22568364572582E-05	7.8534229771872E-05	6.58645897828671E-05	2.34645168086352E-05	2.7633669174684E-05	2.49227145208494E-05
YEL036C	9.778159643805E-06	0.0000107749861632	9.3293522076825E-06	8.94347902854E-06	1.003841484345E-05	8.9833474126725E-06
YER172C	9.042442731864E-06	0.0000094925277552	8.30026146888E-06	1.4545168666416E-05	1.4482525183632E-05	1.3983717451464E-05
YER174C	1.057220867967E-05	0.0000107956598442	9.5802222916125E-06	9.0493689837375E-06	9.82952175645E-06	8.6867760154725E-06
YER175C	1.0692171796482E-06	1.09571879088E-06	1.0110940806915E-06	2.5497963255987E-06	2.6893374180444E-06	2.4237125730648E-06
YER176W	2.3442237758862E-06	2.4980101471584E-06	2.12969319958566E-06	2.2617849238326E-06	2.32656637401288E-06	2.07359928792414E-06
YER163C	1.19165245341762E-06	1.1803466474632E-06	1.0533682896912E-06	1.48142337533694E-06	1.504811842416E-06	1.51414790645405E-06
YER164W	1.77960199829652E-05	1.8676855676808E-05	1.63147827529764E-05	1.70083908901098E-05	1.72093884450588E-05	1.67921797080735E-05
YER166W	8.883949000458E-06	9.28041100308E-06	8.0664524783955E-06	1.1639372617656E-05	1.1805221232462E-05	1.0693298972706E-05
YGL016W	8.521406766392E-06	1.028343276688E-05	8.314236818082E-06	1.1264850035829E-05	1.0667577166428E-05	1.1618735324196E-05
YKR084C	7.0612912951056E-06	7.475490165024E-06	6.5114143904124E-06	8.9850362441364E-06	9.2780374476384E-06	8.3185191103896E-06
YDL167C	1.86162458816516E-06	1.9656318901856E-06	1.69932818432286E-06	1.15145319101085E-06	1.07911511541288E-06	1.02344397965264E-06
YDL168W	4.903280783184E-06	4.92300522784E-06	4.400481143088E-06	7.861339536372E-06	0.0000082854247464	7.828249946976E-06
YKL058W	9.48448643904E-06	0.0000103384288224	8.67481375572E-06	1.365337424304E-05	1.418172012288E-05	1.366161566796E-05
YEL011W	3.64773262014E-06	0.0000038042621568	3.2460418810575E-06	8.4558854965725E-06	8.91114443604E-06	8.126822009355E-06
YDR311W	2.3460303720672E-06	2.559219272064E-06	2.2672774142928E-06	3.8270970161424E-06	3.8967465386304E-06	3.80164586256E-06
YBR236C	5.3717171858672E-06	5.872285378848E-06	5.1018137027424E-06	8.887437174546E-06	9.1279437934608E-06	8.5872186785756E-06
YBL011W	3.61064850645072E-06	3.8752324001664E-06	3.3658220587824E-06	4.35194887249584E-06	5.08613111104896E-06	4.49266496849856E-06
YBL013W	2.9196810804776E-07	3.104628792384E-07	2.6251756910784E-07	5.7018417814872E-07	6.3527535922992E-07	5.7872608891852E-07
YJR144W	5.63970432221E-07	5.7786185884E-07	4.9381604173125E-07	7.80153800391E-07	8.35661308818E-07	7.5062388648975E-07
YBL010C	7.1457246027068E-07	7.281730063888E-07	6.2549062901208E-07	4.1095323247716E-07	4.6387470711744E-07	4.4823285054506E-07
YBL007C	2.297200777571E-05	2.4479641003328E-05	2.1413388838023E-05	2.8294631524467E-05	3.09541355390064E-05	2.70544803009082E-05
YHR017W	4.5734606121984E-06	5.061984392192E-06	4.53269486592E-06	8.559203170752E-06	8.7707645655552E-06	8.0016793266176E-06
YHR016C	2.4176828386716E-05	2.358146409472E-05	2.3359353923898E-05	8.4961793091618E-05	8.877451203324E-05	8.4277415540304E-05
YLR397C	1.28236458650916E-05	1.3050634666608E-05	1.13338547491554E-05	8.9069409035838E-06	9.6222536549832E-06	8.69162888286E-06
YPR024W	2.0694458930164E-05	2.210932092544E-05	1.9253239554096E-05	0.0000274312510659	2.7687491125608E-05	2.4098862047524E-05
YML042W	0.0000409435088304	4.184644552704E-05	3.5767969092504E-05	0.000624107509536456	0.000648856537355136	0.000608064555832448
