copy/pgCDW	Lahtvee2017_REF	Lahtvee2017_EtOH20	Lahtvee2017_EtOH40	Lahtvee2017_EtOH60	Lahtvee2017_Osmo02	Lahtvee2017_Osmo04	Lahtvee2017_Osmo06	Lahtvee2017_Temp33	Lahtvee2017_Temp36	Lahtvee2017_Temp38
YER024W	513.9999951	767.0365366	1022.369281	230.310271	363.0755107	404.1673615	464.7545628	602.6272654	642.0394776	53.27069733
YER025W	2022.149173	1915.067903	1979.327358	2984.384383	2556.243444	2535.799074	3429.603943	2500.772235	2549.93454	4106.979334
YER029C	152.1367675	183.2542334	210.7660179	241.8437897	155.7288634	148.3711287	130.8071334	147.0945977	179.2584491	156.3517979
YER031C	870.0114553	822.5696317	1018.44468	1080.190833	789.4137413	761.562978	745.3986098	832.6815273	918.5104175	1092.22998
YER036C	2680.619349	2256.376314	1448.735667	1487.40906	3024.081348	3009.664959	3599.789017	3258.107478	3374.938378	3049.442292
YER042W	95.44060925	91.20493002	63.59846936	51.15539504	86.77585667	84.73064642	75.88531758	99.14563245	110.4262232	72.56842582
YER043C	46242.50074	51224.2303	45555.83674	34680.02911	54959.93031	51528.54879	56053.64429	38287.27752	41149.14909	46406.20149
YER044C	288.9176731	565.5721444	153.554071	192.9888185	510.9516745	1134.775596	0	0	324.0491816	1072.585143
YER048C	1069.3251	1068.385012	768.9392918	634.3179496	1077.915661	1002.96348	915.4595462	1147.66213	1355.064787	1018.676537
YER048W-A	109.2749387	131.0441772	140.8915997	138.682529	122.344031	114.7746996	124.2668701	120.529582	141.1124137	154.217314
YER049W	1212.030918	1112.042219	1031.724046	1128.515741	1390.087011	1450.320599	1666.005202	1324.947301	1215.764241	1423.252569
YER052C	4691.289246	3646.876333	5331.673299	5254.674947	4833.531649	4826.67162	5040.985134	4803.598113	4101.763022	3893.029881
YER055C	8111.509562	5647.059608	6326.259117	5817.854518	7501.410676	7349.996055	6154.388229	7291.05061	5539.56355	5836.442227
YER056C-A	10471.35885	10532.8068	10547.39531	9779.033354	11892.49312	11555.54353	11788.61101	11649.12946	11449.39204	10078.67635
YER057C	7974.945367	9426.665967	7267.492856	4820.138768	8070.692371	8508.216677	7693.548669	7976.010012	7517.640584	4230.123619
YER061C	338.1884468	497.9066206	502.8901611	407.6836611	322.9662727	298.9044688	256.6638159	372.4385062	450.9597271	447.2763378
YER062C	389.0415118	454.9960824	191.6090321	559.1663651	977.5970785	1302.636613	2357.007922	553.1417024	389.4367481	900.6569026
YER063W	568.8125162	694.6614641	728.735974	676.7271805	511.8710509	544.3807015	422.4580841	518.2982931	632.3125981	358.0332963
YER065C	2618.060155	13997.51755	12217.88064	564.828321	3089.881085	2518.189735	2328.225663	2311.666168	2640.014176	142.4342519
YER069W	7819.58503	9146.324342	6260.181672	2639.180951	6083.303918	5562.771359	3602.920519	6308.270601	5609.272953	2909.998707
YER071C	340.4405777	359.6596975	349.6211943	258.4866247	389.0563339	336.9615785	353.9299026	346.8654809	415.717708	287.5538384
YER073W	3032.03923	1453.16627	2130.551356	1644.643456	2682.203196	2533.497836	2174.311393	2757.133668	2318.509725	2316.254362
YER080W	40.29672132	41.96699627	36.27222361	35.48939592	40.24574643	38.73018897	38.33898757	34.4822396	37.95458865	29.08972216
YER081W	2385.584952	1758.06922	1143.523989	782.2015041	3108.848504	3215.696347	4383.434982	2397.686542	1837.960562	2542.124816
YER083C	957.6393898	895.5059607	829.4332572	1099.468924	873.5552265	908.3390967	1038.885219	904.5601723	1019.063033	1066.594755
YER086W	5332.238595	5012.555969	4994.202895	4161.06072	5175.3683	5079.712502	4697.288946	5492.404233	4696.778981	4491.230564
YER089C	1283.303019	1329.089657	1260.22203	1296.832066	1218.930663	1183.198121	1095.496169	1078.807778	967.6857389	859.2124999
YER090W	1208.946896	800.5133285	1050.54329	813.8510995	1287.077889	1265.136471	1335.184702	1129.026693	1034.921279	885.8284406
YER091C	53027.79615	48106.45167	75725.25367	73455.81072	56071.18473	55729.15533	50233.5985	44239.58791	38707.3315	41555.10731
YER095W	0	0	0	0	0	0	0	0	0	0
YER099C	66.23130851	66.88209254	66.66436289	73.95009063	63.52740503	57.11094797	50.23586231	78.98617855	99.96940983	91.96707273
YER101C	165.7866603	124.1733204	140.0534895	142.5636481	0	0	0	139.0275841	206.4803245	142.2606873
YER105C	0	0	0	0	0	0	0	0	0	0
YER110C	4431.287763	3614.935991	3833.239236	4097.223881	5050.937034	5111.982432	5401.797618	4633.563175	4551.304642	4685.371031
YER112W	915.0198601	1032.400919	901.60639	875.529326	896.2998023	881.6066543	969.6954914	1079.173269	1141.038265	831.0563923
YER114C	206.9044382	288.8146252	252.2845694	242.9530681	242.1161085	170.5849183	0	0	208.0526001	176.0185921
YER120W	2834.722331	2781.513515	2778.132435	2930.993658	2956.109029	2698.855322	2818.45545	2974.503925	3472.121482	3001.369451
YER123W	76.04054028	93.68696463	33.57938808	61.52226538	68.86400712	67.5580761	85.0736759	41.23370329	54.86242619	73.62400599
YER125W	447.9221144	535.5505446	450.2154192	457.1170529	429.308075	454.6547976	414.4180691	438.1064433	460.8599158	421.6185871
YER126C	357.5512224	304.4351458	305.3506542	249.5331197	358.3542487	442.8997682	428.9390107	385.9284337	392.8448743	382.4313286
YER127W	49.38182485	16.16711041	39.72753886	45.64494777	29.05043815	28.23337571	28.25350937	31.17020237	36.32472637	40.69537882
YER133W	3227.969912	2947.668428	3056.870513	3432.295571	3432.961866	3100.361874	3107.461754	3202.483584	3315.626372	2732.458679
YER134C	655.454312	763.3125292	698.5800155	751.178962	630.1983668	629.6446049	566.9973463	706.8295235	818.3199473	748.7467453
YER136W	3742.770181	3336.634239	2919.274041	2971.29217	4007.535803	4080.30381	3925.061697	4083.854438	4334.445841	3414.48143
YER139C	0	0	0	0	0	0	0	0	0	0
YER142C	0	0	0	0	0	0	0	0	0	0
YER143W	1205.974413	1440.895754	1140.559568	1107.581331	1196.62327	1146.309444	1073.292761	1335.068595	1499.399396	920.4908324
YER146W	0	0	0	0	0	0	0	0	0	0
YER149C	9.368760375	0	0	13.64672985	0	23.37656105	0	0	13.19233547	15.13766195
YER151C	69.15153276	71.92385393	69.41680287	94.38170324	82.29931254	69.09479495	93.1840154	61.51463034	62.59576984	112.3024628
YER156C	281.4003524	265.3237168	258.7551926	244.6797318	326.3249099	281.4239026	310.6719684	262.6714115	265.3688561	213.8642139
YER157W	14.49394368	4.410811601	28.24466153	32.93931767	0	0	0	18.94355563	0	25.00476185
YER164W	84.80645618	123.7805915	73.41284413	98.97750518	96.72605089	100.7012165	95.50129602	0	72.78850728	145.4678662
YER165W	8091.304277	8038.9806	7324.653288	7439.215826	8845.74389	8672.468904	8816.019171	8040.594164	8068.852042	6766.974139
YER166W	19.75394461	25.30356107	18.67056256	40.06939712	18.43134457	0	5.487958206	18.32106874	0	15.0902889
YER171W	4.938535429	0	8.357185245	9.701749233	0	0	3.806231944	6.177935589	7.45189634	7.013362273
YER172C	0	0	0	0	0	0	0	0	0	0
YER174C	397.5596117	187.3978754	347.0736122	231.8718865	322.5270517	398.6719918	458.3742352	412.3389271	450.4888807	112.2990251
YER175C	675.6375077	757.9192265	513.9495269	172.2214925	578.1394172	450.4283797	290.6130929	542.9887997	509.2642749	281.5407915
YER177W	14217.98316	15194.93144	11506.92132	11525.37775	13052.6773	12892.60216	10035.54703	14614.4836	15739.00574	12872.2377
YER178W	5716.67631	7145.332684	7288.06212	5960.71519	5636.099851	5703.866864	5302.206585	5592.686189	6077.462374	4926.222785
YFL002C	0	0	23.81987866	22.82926077	0	0	0	0	0	33.87664555
YFL004W	137.4395292	259.5675786	188.866451	210.6920482	155.8148039	146.7722838	168.8632767	133.6996454	114.8603775	154.8271255
YFL005W	4974.849097	5857.624275	5565.673778	5643.664647	5334.26315	5504.678422	5491.049849	5669.501307	6207.08265	6778.723092
YFL007W	0	0	0	0	0	0	0	0	0	0
YFL014W	15541.30254	4128.785795	2832.252464	6003.578037	14530.40366	13148.41552	6230.714787	17855.07473	19892.70538	5988.778163
YFL016C	460.5005861	527.3361026	895.6003608	1101.642228	485.353128	463.1265997	564.0747256	544.0256969	702.0881156	1482.625176
YFL017C	131.9496237	161.5304284	205.6641164	143.1554307	114.562455	109.6425145	93.43255023	128.5921228	133.7834861	128.4204788
YFL018C	6676.40176	7786.185181	9005.496542	6873.544589	7106.45164	7272.12949	7588.373834	7192.579555	8199.038378	5309.789041
YFL022C	1861.848757	1773.387168	2074.114641	2677.480352	2079.793302	2156.673673	2311.732333	2090.661268	2204.034748	2541.944563
YFL028C	781.4547521	705.8482091	904.3873748	960.0411383	751.5199184	784.3951443	629.4321205	797.8672248	885.4983065	788.1549637
YFL030W	3854.776277	7030.884284	9225.903206	5651.243765	5031.41139	4583.654181	5722.055976	3388.454792	3073.302797	586.326141
YFL033C	0	0	0	0	0	0	0	0	0	0
YFL034C-A	4024.052102	2556.042078	2435.047434	2004.729486	3989.145178	4232.053716	4825.523659	3643.410169	3459.248459	2269.288365
YFL037W	3917.358034	4171.993809	3378.072487	3362.008619	3921.339533	3808.019743	3775.981014	3656.282712	4095.379664	3210.313742
YFL038C	4534.200396	5261.842386	5571.428663	6485.342163	5088.299879	4654.2644	4665.829681	5057.708282	5583.327672	6642.867709
YFL039C	37643.33617	35498.52357	32530.65621	33770.30572	35472.66567	35427.6643	34346.44556	34204.5922	36745.69889	37284.39934
YFL041W	364.043018	681.8197983	488.100163	238.9220551	451.2492821	423.2719657	414.6846493	495.8615478	376.7844503	393.2355798
YFL044C	607.097815	650.9908489	608.4058435	512.0728924	634.5842783	607.277834	670.1383658	576.7656321	613.873685	353.5153971
YFL045C	4744.318702	4342.06351	2929.900824	3868.002488	5081.207919	5070.583925	4333.576752	4008.431283	3924.22117	3080.837487
YFL047W	35.82612747	33.29538379	32.44604407	39.38659003	35.36620274	32.62941515	32.39593892	24.71642952	28.03588309	26.39381497
YFL048C	293.7034966	274.6825657	311.6076758	353.9790573	276.9349086	299.5606248	261.168514	276.8987224	315.6887611	273.7269372
YFL053W	18.95994476	74.92275858	87.52575277	26.27121111	28.92605705	19.80747048	44.08699462	79.33729539	119.6548837	55.19160792
YFR001W	1183.273533	1146.465619	1056.189888	963.937474	1255.057064	1248.859914	1203.041496	1350.162396	1324.539154	806.8246804
YFR002W	206.5826457	204.9100447	221.1741795	301.1668248	226.2526186	216.7275793	227.7759907	193.3681838	271.7322708	259.9856805
YFR004W	3071.949366	3065.181294	2884.749304	3163.730305	3066.720277	3008.930577	3174.316905	3295.480762	3326.257487	2658.941861
YFR006W	100.0641399	72.60336066	89.58106412	91.80050572	105.5538565	97.97118918	115.9533489	80.24269455	79.06793441	52.00716526
YFR007W	4.27609914	3.31221377	3.691749245	3.658402617	4.380122529	4.042182379	4.174113653	4.222212625	4.534806777	4.336245577
YFR009W	530.7135114	467.6312375	583.0406704	861.0432127	561.9785994	552.2195693	681.8085049	536.4609081	564.5345889	732.5679338
YFR010W	1600.054839	1523.554705	1361.090901	1463.583714	1677.765317	1572.552166	1769.505236	1468.804343	1569.682703	1195.498172
YFR011C	1631.819696	1836.546615	2422.58485	1883.568242	1910.180692	1701.744614	1712.611796	1525.920386	1602.02782	834.6174324
YFR013W	0	0	0	0	0	0	0	0	0	0
YFR014C	232.6003396	242.9153375	330.7966602	393.5832047	232.2108627	205.7322593	208.0728343	189.4419734	220.0782774	264.4965861
YFR016C	86.65260411	0	83.31509675	73.35299726	75.54990401	70.02450634	66.22338152	66.54733994	78.06358927	71.7679385
YFR024C-A	1651.352886	2032.177433	2021.279476	2066.124318	1866.050525	1773.110141	2039.671971	1875.032857	1961.580599	2134.712157
YFR025C	0	0	0	0	0	0	0	0	0	0
YFR028C	180.720509	234.101455	290.0041521	450.2030138	310.0751617	194.7086	422.2540129	0	0	301.1819029
YFR029W	0	0	0	0	0	0	0	0	0	0
YFR030W	6371.6504	6920.629049	7500.70126	8455.734967	6725.779161	7076.068925	7236.29754	6151.352069	4873.611857	5309.4764
YFR033C	57.04293661	64.90764427	85.1655845	62.81812587	55.19524266	53.73323781	51.27970145	46.24965395	46.7620257	20.19112468
YFR037C	552.9829057	549.2894837	577.8504628	678.1618946	541.8832766	518.2384529	499.3415576	508.3458471	476.9963587	447.3687186
YFR039C	0	0	0	156.378133	0	258.2217995	143.7075686	0	0	122.6947278
YFR040W	168.7986274	95.42709052	180.219869	241.0318398	145.1574846	153.5288966	207.4506195	139.0964028	174.069316	181.3349292
YFR041C	67.28033868	0	83.008103	97.48989894	73.35394954	0	0	0	0	44.87287078
YFR044C	2443.825178	2442.883876	2334.518686	2258.699151	2885.587413	2893.79484	3501.167822	2309.909477	2325.603286	1712.596751
YFR047C	2550.582174	3279.284719	2927.456189	2463.869128	2485.831876	2400.310062	2351.109054	2856.189245	3231.167805	2445.604768
YFR050C	149.1006413	164.2241533	159.4093224	149.3376129	141.7010202	146.4279913	149.0315142	144.0198873	167.1140501	117.403806
YFR051C	730.6066558	704.4228985	674.859447	789.1965754	771.1584056	778.6073642	652.6438134	703.1722881	673.1654062	659.383312
YFR052W	4292.392573	4173.645216	3935.748478	4237.898756	4445.423499	4045.792064	4322.260024	4352.534703	4870.520162	3288.349532
YFR053C	10608.40934	4354.753151	4907.156874	7302.900131	13553.96095	17950.23959	12537.75279	16455.96051	11106.32221	23581.39935
YGL001C	1085.132098	825.0426601	692.9153403	593.7947587	1197.891242	1177.848957	1202.671964	668.5569562	571.4236255	817.4573466
YGL005C	301.5957224	0	0	0	0	0	324.4302675	0	0	632.5024827
YGL006W	328.2168162	309.9424609	207.3104717	348.6229936	248.987325	289.155477	235.2878489	159.5841832	216.8440413	126.2286688
YGL009C	5511.943354	6080.225821	5664.580458	4866.335342	6440.649085	6434.809131	7402.850202	6148.60725	6134.330907	6516.366302
YGL011C	2675.744779	2585.359467	3108.109758	2987.016379	2689.833722	2657.622634	2687.669591	2751.093426	3039.108644	2335.806932
YGL012W	292.994177	277.570463	246.3745327	149.2406155	295.5663592	521.016321	708.9225982	190.1177222	171.6804905	1076.36163
YGL014W	53.03007783	35.98033246	47.552038	43.28362001	59.89675373	52.85144212	40.10894442	63.36356964	67.77841496	40.28614959
YGL016W	0	0	0	0	0	0	0	0	0	0
YGL018C	281.0869029	225.1461307	329.3169708	237.7807766	238.3110704	258.5723871	214.5069103	240.8550616	276.1571883	237.1611113
YGL020C	0	0	0	0	0	0	0	0	0	0
YGL026C	6347.256992	5316.286879	6098.422028	5657.94092	6617.663391	6574.242417	6624.876844	5687.795244	4899.074186	5307.659935
YGL027C	97.36306424	115.7896278	119.3085197	120.9908625	97.70918335	100.5555871	84.02973022	97.37233296	81.96732668	76.91181048
YGL028C	0	0	0	0	0	0	0	0	0	0
YGL030W	3087.182224	2794.783085	3246.213982	2811.765968	3419.50715	3298.233504	3594.885331	3407.453893	3154.282386	4036.565277
YGL031C	19260.94684	18333.79313	19124.41092	20857.45559	20860.64388	21776.53173	22896.68569	19945.70615	21182.32811	18778.83377
YGL037C	15147.07745	9567.551677	5168.453786	10274.41733	15218.03595	16899.11811	14943.85592	17745.53736	20926.38416	19516.48688
YGL039W	62.10064169	66.51812635	76.52167133	58.45666938	81.11550309	88.69082918	99.02603949	107.0213323	64.6043355	47.33395562
YGL040C	4110.097367	3679.440082	7529.079196	6454.629805	4505.012515	4505.319614	4661.154407	3896.899396	4686.154268	5270.103494
YGL043W	1245.952128	1268.562863	1402.093465	1555.277958	1333.936482	1319.031202	1449.932707	1238.658588	1252.76456	1400.114461
YGL048C	1691.255872	1557.543188	1558.422538	1614.850974	1598.391617	1618.069695	1572.73262	1720.35736	1706.144149	1257.276977
YGL049C	42.55932588	31.42061667	46.06951297	57.69754578	39.47965663	41.7812178	47.36285665	32.16908312	32.07914563	49.79419597
YGL050W	285.989345	223.5145302	264.0082482	313.6743588	293.7416734	246.1913551	260.1575019	377.8317234	260.3369644	268.5030673
YGL054C	0	0	0	0	0	0	0	0	0	0
YGL056C	173.149439	194.065332	151.7649439	134.2013825	178.9563236	168.2316417	188.9825123	186.1865371	222.9905689	119.3345636
YGL057C	0	0	321.4625351	249.8639717	0	207.0664885	0	0	163.371897	131.4981992
YGL059W	93.90085982	81.06044378	74.28721901	64.91499706	92.98356424	72.54448787	70.21024274	89.09500526	100.2004806	30.7446055
YGL060W	0	0	0	0	0	0	0	0	0	0
YGL062W	7581.927536	12479.66319	20538.11499	18646.84037	8342.072909	8940.563847	10299.76677	6726.383216	7065.612603	12065.57244
YGL064C	0	0	0	0	0	0	0	0	0	0
YGL065C	218.6410591	197.5977623	196.0064813	285.2265469	185.5863431	225.4272791	221.203437	148.2197029	158.918944	417.5917312
YGL068W	4268.381982	4277.831357	8137.341245	6971.449097	4646.57495	4397.15924	3517.780972	4308.321688	4784.58318	6252.62595
YGL078C	710.3935634	495.6843316	774.9711475	883.0640578	726.8124842	738.1080796	794.574878	721.3989983	634.4224526	682.1959949
YGL082W	108.3477212	125.9333391	85.20931391	86.05396735	104.0875421	95.42727029	92.52477594	102.5067418	117.7390034	96.32224972
YGL086W	0	0	0	0	0	0	0	0	0	0
YGL087C	2951.251695	2905.940961	2893.69769	2901.498209	2442.96236	2970.806721	2626.748042	3254.396255	3257.710997	2755.039896
YGL091C	0	0	50.12604678	66.40620405	107.1938945	0	101.3283931	92.57577442	93.09863497	63.31222054
YGL092W	269.5515211	279.5036864	319.718548	340.4393095	270.5243594	301.3559459	296.5427762	267.4404184	306.5456447	298.7747215
YGL094C	12.89615814	19.07787399	8.204545563	15.45420941	17.97193142	14.70128771	12.5093568	18.36712685	13.01310954	13.92811798
YGL095C	18.119964	25.50627549	13.83175712	15.27545699	14.91783675	16.2175275	18.16638637	15.03136902	22.75849641	14.49859576
YGL097W	173.1311693	168.9939462	188.1789396	212.0920754	186.0989918	176.1270277	180.2819217	168.056905	176.1693126	183.8897781
YGL098W	0	0	0	0	0	0	0	0	0	0
YGL099W	195.0686592	164.0330384	172.9130517	223.2213232	209.2980274	215.5735526	198.8377157	250.1704755	219.2710836	199.7332371
YGL101W	90.92944671	69.39447732	101.0669117	0	0	69.94494723	63.72820877	0	65.90250371	48.87329157
YGL103W	7545.730728	6917.84267	6508.579572	6628.477395	8333.939838	7068.401843	7376.436027	7636.114846	8330.350682	6630.437728
YGL105W	2870.937593	3620.841411	3529.725672	3664.901567	2847.996667	2897.775391	2951.271824	3089.502039	3412.959681	3901.696028
YGL106W	4796.923629	5416.528489	5772.091623	6439.451689	4807.974105	5193.10403	3832.365499	4460.90829	5173.796034	4886.067785
YGL107C	326.4192199	304.9842901	506.7229937	656.4281003	381.1959459	359.4859919	332.4965471	285.5828245	315.0271685	486.8800956
YGL111W	135.233343	133.0095674	122.8977028	112.0869064	170.9155698	125.8951448	145.2565523	154.7042513	169.7780591	157.3027519
YGL115W	678.0834922	731.2078183	969.6705803	1061.362198	691.1621961	653.3808128	659.5762445	735.5686671	864.6161077	1036.714541
YGL119W	113.4972743	130.2236378	113.8308664	96.82838005	109.3609611	113.6920487	114.1422727	97.86472254	120.7618867	117.2267532
YGL120C	255.5740163	199.0362739	213.610545	290.4619424	271.1225732	249.6108909	279.8976277	310.0239728	266.4336181	346.3421657
YGL123W	55592.50178	49978.51923	51660.41879	50647.01136	64028.24267	60565.04181	65452.01646	59317.59845	56959.5538	60259.07214
YGL125W	805.6690955	1148.766002	1257.847463	1498.988806	1043.812491	965.5598825	1002.232574	837.9724106	804.3277627	797.077969
YGL129C	19.56761972	19.55649327	32.17822026	33.16822855	23.05032312	22.51065092	20.6784184	17.1484674	16.02787	11.16161405
YGL130W	212.1071022	223.2377457	187.7497639	194.7574985	199.6525741	219.3215279	221.4733917	200.9742322	222.3048459	123.8656159
YGL137W	720.3744946	738.7793661	803.2148722	805.0823949	696.6553069	756.8813522	811.3493328	755.5835077	740.5226864	1024.790703
YGL145W	23.95587983	9.185890681	20.2775053	24.31563681	0	0	0	25.64509542	19.42988742	26.59341382
YGL147C	45644.92823	48124.55029	50507.80754	47740.28376	46628.66873	44942.08518	45625.45797	43027.99133	47880.27589	47060.51686
YGL148W	2980.641188	2174.893359	2895.244178	2762.910741	3086.473486	3008.032919	2791.495525	2748.551959	2444.192786	1956.369989
YGL151W	0	0	0	0	0	0	0	0	0	0
YGL153W	476.0920597	435.2230134	367.868206	402.6214369	366.383123	409.9281547	496.7472229	446.7787808	490.6975019	245.3805893
YGL156W	64.67518319	53.05747053	35.48234905	18.86486568	68.27657954	53.51230379	53.32163737	74.95585811	65.82743604	16.94970085
YGL157W	253.1081174	259.7483361	300.7756813	348.0916162	317.5238573	230.5438435	330.4392864	353.4194325	252.2047018	448.685094
YGL164C	129.8516691	0	0	123.7592504	136.4979806	135.7861873	128.7089258	168.1377235	158.8486328	138.6126519
YGL167C	191.9130427	210.3578636	138.482031	175.3071042	179.56214	216.1525751	208.9830351	182.0914913	166.1931508	130.8103112
YGL169W	27.21514534	35.4087216	41.57813861	46.9862078	30.48159124	28.06206994	32.55382776	24.53665194	34.6660366	44.48770812
YGL171W	0	0	0	0	0	0	0	0	0	0
YGL172W	227.3616741	198.1631486	241.2097957	285.6536808	265.0235919	204.5568268	204.7643424	205.8724556	225.6610802	228.0835183
YGL173C	180.4989917	195.4883933	197.6054817	257.684611	173.4114062	191.8807206	209.3260548	153.3847103	156.6062076	204.3125523
YGL181W	0	0	0	0	0	0	0	0	0	0
YGL184C	521.1305818	281.426929	200.7999494	147.2795444	452.7497694	393.1594464	313.6226613	487.0692494	425.4824549	299.1774349
YGL185C	134.5943966	130.7047186	104.7096375	74.39791272	129.3288362	170.8167354	147.1173726	136.1233522	138.1030355	90.21274023
YGL187C	28793.52685	31421.08042	36097.89494	18406.00926	33370.50863	32786.22353	35794.59681	28489.49965	29843.60687	10572.1673
YGL190C	321.14166	349.8386992	289.7586193	363.2945479	298.8000992	297.0805824	263.4536157	316.4931328	343.1422858	245.450519
YGL191W	0	0	0	0	0	0	0	0	0	0
YGL195W	314.6640627	293.6960723	405.2941413	588.0267787	331.1572379	349.131773	369.7960039	333.8185955	351.6500435	531.3163543
YGL200C	257.9122732	325.6478755	292.0256666	264.3341124	293.0026944	280.8492914	246.3577773	273.6728723	276.1739757	257.3750185
YGL201C	118.645675	136.1164881	142.6430773	172.274405	120.9316259	115.0088338	108.1478832	130.1088378	126.2336483	125.6710471
YGL202W	4799.623414	5393.436634	4837.217039	3681.351119	5209.110172	5043.980512	4586.831266	4458.159724	4116.951727	3932.921326
YGL203C	0	0	0	0	0	0	0	0	0	0
YGL206C	2195.180033	2346.106905	2409.118244	2653.099604	2275.309972	2300.560154	2254.690618	2324.070061	2309.08318	2255.365846
YGL207W	727.5693673	666.2827377	650.077908	785.5985731	687.6206411	719.1338771	766.3542954	635.3938854	734.6303981	1027.096486
YGL210W	874.9346136	1035.09984	1038.747482	1053.551022	1068.97653	1045.883498	1085.415255	1065.437087	1114.33689	880.7698464
YGL213C	147.5129766	202.1173513	210.4042279	218.9845179	150.6450511	154.9899193	142.7902559	165.0432899	195.7983838	171.6530167
YGL221C	459.7988847	494.057163	512.0042719	444.0048275	514.478063	485.1697926	483.3400132	554.0576091	560.13719	532.4817681
YGL223C	69.86333195	85.79825199	0	0	66.15645249	58.52177953	66.0558763	72.56328766	68.61191958	88.09095782
YGL224C	190.1915859	192.0560359	218.2765468	178.7940806	278.7465081	223.7657884	199.0418955	180.8043166	189.2228815	220.3070297
YGL226C-A	0	0	2572.99444	852.4222282	4384.578625	1994.915324	2537.489166	15449.49644	3982.043435	6133.070905
YGL228W	494.5556774	536.3854254	628.013889	732.8112603	516.8514254	508.431058	471.424562	551.1277133	700.8422776	788.3949043
YGL231C	43.23245776	48.86759403	47.24733982	50.0600984	47.90046056	42.85173475	45.26424021	42.26188086	44.93331208	43.34883634
YGL232W	117.0782149	112.9148844	91.01057273	86.66470979	117.9484529	113.3339645	111.0431074	121.2812389	116.8448784	108.0986419
YGL234W	7174.620915	9384.623916	8919.632084	7110.356286	7188.660001	7410.609444	7702.724164	8144.844087	8658.147443	10277.28878
YGL238W	248.4928042	187.912604	298.298391	494.0992931	246.8187765	224.2180392	263.2906045	214.8622153	246.7445291	400.2159757
YGL241W	144.8522302	190.2859139	180.7666369	206.9538423	156.1605915	162.2260935	167.4473659	113.3675361	148.1367787	156.5099359
YGL246C	0	0	0	0	0	0	0	0	0	0
YGL248W	608.107631	665.702327	685.0826021	724.5068433	567.5848352	530.2056937	491.7269469	618.9272492	634.2398512	514.2400331
YGL252C	374.3589805	369.769628	339.108456	368.8503016	362.9571425	383.1173967	449.6679619	379.1213144	445.8479941	389.1921083
YGL253W	7746.303139	11529.49201	4178.735819	2834.428323	10780.07753	12148.49825	15388.0223	7244.92822	6311.215288	6604.986596
YGL256W	0	0	0	0	0	0	0	0	0	0
YGR001C	1001.98429	1124.25687	1099.553241	1077.924647	1144.518365	1055.717361	1016.503953	1083.715987	1174.359027	995.8070555
YGR002C	0	0	0	0	0	0	0	0	0	0
YGR003W	0	0	0	0	0	0	0	0	0	0
YGR005C	204.3893768	232.1609864	226.9963988	223.4374079	224.8188073	219.6253994	202.3673288	207.895981	239.5790455	237.4187567
YGR006W	0	0	0	0	0	0	0	0	0	0
YGR012W	43.5086682	54.5396787	42.90902432	46.76360446	44.36429835	42.52130255	40.50337183	45.95351079	61.60621612	52.68019831
YGR019W	1075.296537	823.7702437	403.3987569	446.9582499	991.1564222	988.5614968	927.5193307	1177.488411	1476.773083	609.5485387
YGR020C	401.4084138	527.5139593	520.6885292	535.3423724	439.3039313	420.4082978	373.5699375	470.1611926	489.0558213	567.5496664
YGR021W	0	0	0	0	0	0	0	0	0	0
YGR026W	0	0	0	0	0	0	0	0	0	0
YGR028W	214.7837376	176.9477351	233.0978146	209.0304264	206.7306389	167.8864228	184.337405	176.4008874	156.317267	209.1449705
YGR030C	0	0	0	0	0	0	0	0	0	0
YGR034W	30592.45562	24630.97274	28410.67217	25797.04201	29034.56343	29971.47465	28012.17564	24337.45138	27847.182	23050.19276
YGR037C	21722.35125	25003.82653	13740.88619	10314.35893	26069.83784	21134.707	17496.94066	21530.92621	22787.62347	10690.87994
YGR040W	233.0441881	140.9530601	160.9720508	135.7763279	0	156.1347926	117.2677244	203.3536908	194.6468651	151.0431981
YGR043C	1517.195203	371.4214602	135.0263308	72.13231113	2171.458571	2059.314223	2075.003372	2644.382402	2819.790697	228.6060489
YGR048W	327.7677116	282.2291905	352.7353641	414.5890227	277.0163089	285.9056446	274.1407969	252.733723	342.2690039	304.4513056
YGR054W	337.0449464	331.0173177	385.3242169	524.1641808	355.6791031	370.6761882	427.8359934	359.7167411	377.7493976	603.7287187
YGR060W	25718.6864	5128.697909	0	1674.99115	24840.25969	23578.98605	21755.81612	11010.12256	6155.99279	5226.369495
YGR061C	6861.778517	7064.060608	7289.814092	6969.365025	6656.941195	6854.945842	6834.562929	7776.787145	7016.988656	6343.392628
YGR078C	389.566177	366.4423714	318.0847034	363.692754	268.8122539	374.6138052	302.4417475	251.206041	263.7201283	374.1562418
YGR080W	1687.674108	1556.958564	1406.188713	1538.039058	1609.143602	1635.433629	1445.650012	1624.697972	1500.852951	1410.853032
YGR083C	513.4581765	494.0714724	561.9594956	745.7612318	522.3851195	533.1692043	548.0507558	530.875717	674.7559248	667.3579528
YGR084C	326.9838295	334.2081104	617.3521168	557.6530592	380.6032971	345.100169	344.8190588	314.1172365	328.0028151	400.3461624
YGR086C	15559.59292	15292.84345	13174.20978	11710.28603	15838.64675	14896.91702	13354.66696	16856.99093	19617.32822	8545.468548
YGR087C	0	0	0	0	0	0	0	0	0	0
YGR090W	163.4840508	145.5455253	140.3455546	189.1912824	176.3586679	191.4698315	189.0339861	165.2214459	170.5319802	193.5657765
