copy/pgCDW	Lahtvee2017_REF	Lahtvee2017_EtOH20	Lahtvee2017_EtOH40	Lahtvee2017_EtOH60	Lahtvee2017_Osmo02	Lahtvee2017_Osmo04	Lahtvee2017_Osmo06	Lahtvee2017_Temp33	Lahtvee2017_Temp36	Lahtvee2017_Temp38
YIR004W	327.0518881	299.390865	310.0755673	334.4700132	363.9090242	320.6690753	331.7977839	295.4527121	290.0272883	312.8040317
YIR008C	0	0	0	0	0	0	0	0	0	0
YIR012W	738.5233824	554.0016988	543.8906474	537.2999458	797.3839792	834.7946336	816.4124823	793.8817699	776.5310346	839.1494349
YIR022W	96.38654511	110.4213723	84.8244529	83.05440143	100.6553378	81.12506552	81.65792593	80.58151271	99.82468212	89.7184938
YIR024C	0	0	0	0	0	0	0	0	0	0
YIR026C	180.1851813	90.0730098	114.6650599	127.4426939	231.2848821	175.6900907	193.3314105	201.1595938	198.9098665	86.5597217
YIR035C	853.7725799	807.4779434	718.0506174	602.7637259	911.6468708	832.5543159	1010.614302	1073.756011	1031.961953	775.6204307
YIR036C	2824.304285	3134.567129	2472.718505	1989.476271	2346.235383	2166.363909	1572.040471	3177.393637	3942.825563	1813.782463
YIR038C	3272.879217	2152.882778	735.2171915	433.3455776	3603.358547	3121.355008	1970.803576	3330.965827	3036.616219	929.0459755
YJL001W	1094.350031	1189.272812	1188.726119	1124.505029	1059.11077	1045.037486	1026.952161	1129.873345	1159.625211	797.1608705
YJL002C	576.44094	677.2136239	711.1085728	765.7822779	695.4686872	652.1223921	611.2306127	650.4230761	636.890697	681.0671847
YJL006C	0	0	0	0	0	0	0	0	0	0
YJL008C	3889.962777	3570.695919	3830.804679	4414.09763	4008.343035	4018.560701	4393.420393	3947.810526	4311.836827	4015.428366
YJL010C	218.7468979	144.3148956	130.2603987	174.6176715	225.6720937	196.6277716	216.573108	236.762586	209.2394828	248.029713
YJL011C	24.9388715	38.87313767	18.66893183	23.76935085	30.10373579	22.43797933	23.79724893	28.34783598	31.66079857	20.86059332
YJL012C	90.35565116	130.2111926	142.8856037	177.2523843	91.66707369	83.12979064	95.51749613	79.34236399	69.23551367	120.2047118
YJL014W	2257.614146	1872.555582	2157.465849	2761.449384	2505.689867	2413.32702	2657.178481	2273.437052	2293.095604	2215.335279
YJL020C	719.9410648	674.2665988	615.9864496	708.8520781	710.057072	753.6159044	612.6516929	730.6099731	804.7735796	671.2599016
YJL026W	27424.84662	17792.99675	5718.424865	6490.450364	24408.11558	22134.42933	14642.01419	27543.11005	25810.541	10632.35407
YJL029C	95.45442285	80.07651814	81.27188667	0	93.62744313	81.15053946	93.98166652	88.96280257	65.33526271	100.4039509
YJL030W	191.2541447	142.6056806	103.2110851	94.25990618	144.9361341	135.0051554	131.2535514	145.0296012	144.8254864	124.2553583
YJL031C	56.48672826	40.39212546	42.19766241	50.05306035	51.11009751	50.78806327	65.40064521	49.35450504	54.67558064	39.92892864
YJL033W	117.6595237	111.7829442	97.38417869	72.42644351	121.0893394	117.240714	115.0129733	151.6879327	116.1223793	119.9869159
YJL034W	3474.100813	3119.322676	3117.663769	4281.741497	3450.680609	3291.494754	2998.877997	3385.26538	4053.243412	5920.776089
YJL039C	85.68041601	112.6992754	118.1156613	129.1790131	85.770354	74.71699497	106.5417756	94.36174855	103.487664	122.8890329
YJL041W	249.5771858	223.6217655	219.9409644	340.0900154	270.4527578	236.9100289	237.8209915	231.1443646	290.1809809	250.797787
YJL042W	28.36092251	10.32932413	26.71219513	43.25823522	6.530618043	19.93757001	22.90975561	22.24154807	36.96299072	32.72264467
YJL049W	47.98519515	24.99979706	45.43144574	71.63836515	20.93357231	22.96300822	0	43.62484353	36.45956052	47.7674058
YJL050W	96.79569708	72.71942495	70.72751257	99.44338031	96.40226143	110.477974	107.8050681	103.752177	87.6564993	96.25066816
YJL052W	2472.889205	1219.431485	1457.146312	3276.52375	2305.890652	2244.708602	1540.18725	3071.954051	2219.910107	1490.297348
YJL053W	97.50982864	108.6110755	92.44253767	97.77577633	110.4402725	104.0330044	86.75493659	86.22597267	129.6503539	99.23056531
YJL060W	1063.633525	1705.333268	1285.087904	1656.285981	1211.995119	1189.071762	1283.679843	1240.547842	1281.156075	1516.867149
YJL063C	313.3194608	277.8826699	485.9957387	407.0398156	329.7766151	295.7862509	321.9214832	270.4097411	287.7544789	281.8454625
YJL066C	2146.567794	2042.137726	3682.72504	3646.030457	1893.816433	1830.374278	1611.90564	2773.365442	3069.600012	2670.74006
YJL069C	28.76441049	30.81952751	30.8608856	41.65441301	40.05991649	40.73100596	42.6469689	35.40139888	35.96090618	47.47018233
YJL071W	150.8426078	0	0	0	148.3887138	0	0	134.2833924	128.6237655	134.2335045
YJL074C	41.16499703	40.02076508	44.79727085	41.12847134	23.66677401	32.54719042	31.85686229	25.27409196	16.78450121	29.05802362
YJL076W	169.819421	233.3297396	154.4040117	230.342214	137.7428789	163.9169392	174.8765741	144.465587	217.7206988	166.9996655
YJL080C	1727.651372	1654.151823	1597.2359	1801.816308	1833.500292	1885.150929	1883.318318	1751.012756	1914.210103	2169.369565
YJL082W	247.2849503	199.7090203	126.5712731	144.6669482	221.8559152	208.1959552	184.7060175	318.4220176	424.3554009	594.410625
YJL085W	0	0	0	0	0	0	0	0	0	0
YJL088W	21600.93979	17351.45205	12614.31957	9829.668598	17491.35622	17507.63683	13546.74351	15841.49611	15323.20928	8596.272188
YJL096W	1114.191386	971.0486846	1847.075714	1649.293337	1135.263823	1174.95395	1136.841334	1059.640729	1142.547739	1142.739163
YJL101C	227.2022271	275.6637956	218.8252471	334.0240243	253.2962089	268.1647317	293.5228793	200.6585799	169.2631633	202.2296737
YJL104W	432.6304399	436.8884381	662.2671984	639.8304904	498.837525	497.299666	470.7634831	419.1443283	429.5801765	697.6690553
YJL109C	426.3926614	209.0683829	231.1413476	359.9017058	294.0372135	355.6513668	403.6785981	275.3228778	321.8095554	414.5394682
YJL111W	861.4771435	776.4016172	775.4083019	898.982933	885.4026613	861.4754039	905.7410841	866.0432575	898.2286358	755.8602899
YJL112W	163.8327978	233.4931883	236.7448851	203.0529564	155.522415	101.8280865	103.0359038	204.5198337	179.778657	127.4283281
YJL115W	1540.241342	1711.680271	1211.888209	1437.095088	1464.929056	1410.987193	1400.448399	1486.62416	1453.52449	1064.734373
YJL117W	2807.537192	3413.371009	3393.562202	3931.978025	3020.647749	2843.289467	2983.830111	3063.864256	3408.944464	4302.480139
YJL121C	1720.358257	1898.648633	1752.479381	1436.660966	2020.057992	2024.326631	1995.252839	1711.999164	1801.91975	1482.101899
YJL123C	1501.23329	1217.958766	1397.420085	1862.780858	1492.621821	1429.359541	1410.026854	1715.514141	1828.823894	1525.405028
YJL125C	42.75684654	38.23738113	37.20008452	39.30902857	39.51634597	76.77194653	39.2878554	41.27004108	47.70404651	40.08801955
YJL126W	0	0	0	0	0	0	0	0	0	0
YJL128C	58.62883511	54.9518613	65.43159207	79.11614492	55.7769602	54.76030552	56.97424641	46.46305125	55.94558497	59.58459612
YJL130C	6863.608262	6293.29861	5468.938444	4353.802775	7077.162134	7218.763718	6464.236081	7125.369828	7430.114612	9924.312781
YJL140W	1112.566543	862.2168056	1079.08439	1199.019294	1477.369718	987.5881117	901.5754871	999.0814575	1143.739732	1135.823387
YJL145W	64.36582247	76.33045114	53.7622966	39.61572219	63.93990665	60.35951407	65.12727171	58.81966182	64.03731471	41.89481587
YJL148W	112.3124757	105.3419739	155.5304549	134.1475325	148.4166077	144.5535499	126.1845158	150.8295482	135.8696366	117.8303635
YJL154C	0	73.48998811	69.81199694	96.64555644	53.40753754	0	42.14639629	60.30109764	47.03376787	67.25395623
YJL155C	448.9080578	452.5873034	327.973091	357.2901748	380.3098534	388.0232677	336.2784831	507.7034303	565.1123492	320.6706059
YJL158C	349.9171012	189.2120221	485.5103339	0	379.4462951	383.3431932	505.758794	391.3366745	414.3507711	970.5783829
YJL165C	44.12624392	30.11855884	61.67147249	111.5988252	0	0	0	0	0	35.88685125
YJL167W	10994.38673	14058.69002	12332.92233	11707.87521	11486.65056	11266.99461	11013.38186	10253.20706	10670.45786	9451.967948
YJL171C	2325.938967	2931.862359	3907.642209	6881.407502	2069.016502	1985.313738	1959.765655	2618.905744	2420.805258	4862.068264
YJL172W	564.6971385	3835.762264	665.2563401	304.901647	575.930758	532.9379818	440.7960365	646.5776471	683.6798999	362.2240296
YJL173C	0	0	0	0	0	0	0	0	0	0
YJL177W	2359.768899	2155.004446	2152.019897	1957.748302	2183.682092	2368.40792	2205.652508	2516.340133	2277.57793	1984.657391
YJL178C	249.9981638	290.6223529	339.7445385	328.0148127	233.5478713	208.9992874	194.328495	247.8348707	264.7615208	269.629103
YJL179W	304.5193933	299.9306184	375.2227191	460.3563314	307.7047029	321.4676593	277.4395048	335.5091321	334.9168265	269.2318879
YJL180C	274.493596	252.8152782	459.4898343	410.7838557	254.8773386	251.9315768	204.5076167	209.6965031	219.8780087	300.5811117
YJL183W	620.3118953	677.1442804	623.9142168	657.2365877	664.0201431	647.3022021	607.2022045	640.3129696	549.7572505	629.4546388
YJL186W	855.1444463	0	965.0907528	0	1002.609799	922.4492317	954.9407536	878.1335066	0	780.7541961
YJL192C	357.9952682	379.7501299	367.2405759	407.6478734	338.6521327	374.717962	335.1412213	350.0020983	315.0375258	302.0569045
YJL197W	83.69547399	0	104.1083252	0	0	0	0	117.4258689	0	121.606614
YJL200C	1318.836775	1119.567363	1655.506601	1757.412705	1337.006244	1277.275344	1261.875648	1281.156378	1145.637101	862.5243333
YJL201W	0	0	0	0	0	0	0	0	0	0
YJL203W	716.0103232	4522.760816	5954.221434	0	796.9120891	302.5994579	0	448.4920519	516.0452386	86.50274107
YJL204C	0	0	0	0	0	0	0	0	0	0
YJL207C	0	0	0	0	0	0	0	0	0	0
YJL208C	707.3392367	714.9118212	880.3450175	799.808784	839.4907904	673.3608547	637.4768066	616.7153296	637.0878991	611.3562961
YJL213W	4.493145711	6.033938635	17.7486024	12.05703588	13.64769342	12.08991753	21.16981899	4.784627414	3.990683435	9.292607844
YJL217W	2839.002154	5104.096263	4404.494784	3397.359361	2371.542232	2759.160694	2726.485166	3436.108462	3772.445707	1379.986237
YJR002W	44.27482565	27.32494534	35.08624184	37.43420396	44.20433377	39.69450924	42.40949679	47.63744919	43.25398403	48.03995846
YJR003C	24.22041278	16.98229992	24.41529762	27.74843883	25.97240635	16.49027236	29.07187467	27.39018035	22.7888684	19.61057379
YJR007W	3560.009109	4083.730512	3528.1883	3098.478554	3643.519465	3862.049396	4072.701049	3933.43905	4173.951939	3248.635227
YJR009C	4318.860797	2553.772767	3846.993184	5672.898353	5867.734803	5826.784872	8384.079077	5246.21045	4777.203715	6940.297693
YJR010W	10842.34919	13297.98583	13939.72316	16479.05067	12628.35846	13458.21387	17584.46503	12713.04742	13654.79937	17391.98386
YJR014W	350.0736974	397.4685674	392.5624864	428.3199912	346.7726355	375.567803	348.9748723	386.6104715	406.270979	377.6584708
YJR016C	8700.521811	6777.470246	8366.33727	7837.632799	9077.448393	8720.816421	8733.980096	7386.903203	6208.566365	5111.573373
YJR017C	473.3716855	568.1298695	451.3139765	368.2204631	479.3061213	440.2117697	433.5081206	534.3163846	584.4622962	437.7883474
YJR019C	1077.001797	811.6468137	509.1662218	276.9131999	1390.300924	1331.702581	1306.550542	1275.722633	1308.372463	258.9144648
YJR022W	92.41867398	0	62.38687094	0	0	0	46.89296967	90.14703109	71.36177344	63.64212481
YJR024C	447.8084343	448.2248773	300.8216615	188.7216282	378.3993198	395.6936421	376.4970905	481.9700875	459.8693819	151.1009315
YJR025C	91.13245166	77.50280273	59.59454112	42.15005269	93.11160659	77.56947579	65.11618179	75.15092962	80.34947667	69.17521607
YJR031C	22.68268429	31.27164975	26.7302999	36.39995937	39.79596937	22.23698799	23.38822518	0	25.58453258	27.12523634
YJR042W	166.7360677	120.1351468	175.7657187	189.969185	163.4007271	156.3309939	188.7411856	167.5113434	176.1421018	155.2382373
YJR046W	19.05082346	0	0	0	0	0	22.49023687	0	24.05233542	49.64784988
YJR048W	4527.913924	4996.237543	9094.96857	6627.560571	5422.338262	5015.396759	6036.330419	4357.484382	4230.638298	3650.85849
YJR051W	217.7171931	272.6296232	383.6861918	282.6648881	268.0043299	261.3786959	197.7109689	274.2368458	281.9299436	250.3505656
YJR057W	381.2507104	351.9566292	330.434944	331.8805082	364.1242137	450.2924316	311.6363212	495.1146089	337.7807838	325.5268632
YJR058C	0	0	0	0	0	0	0	0	0	0
YJR064W	1461.382145	1315.024495	1414.279509	1684.109114	1542.779161	1557.895773	1616.569093	1496.327395	1570.404398	1404.588104
YJR065C	2442.268223	2334.247862	2432.916613	2885.98399	2403.196092	2380.677532	2411.960458	2731.755185	3215.371633	2896.064636
YJR066W	0	0	0	0	0	0	0	0	0	0
YJR068W	283.5079736	487.026685	313.5665232	311.6973815	177.4904936	352.7324221	247.749588	259.4055025	251.6113943	276.252816
YJR069C	1681.558215	1668.450292	1324.372547	1150.653496	1692.281064	1721.510176	1752.172359	1607.408719	1486.381683	1351.782911
YJR070C	3866.748383	2685.249578	2660.32178	2282.837013	4750.495873	4572.380531	4990.998914	4350.823138	3616.70652	2823.811129
YJR072C	282.1345301	247.1555107	288.0784539	360.9126523	305.116761	303.1427182	285.6407181	354.9007961	363.6438151	337.8694702
YJR073C	4500.924525	14829.61385	13801.06377	7311.167522	3901.888543	3666.42466	5932.604114	4672.989858	5634.149331	10301.11554
YJR075W	832.9583219	773.4908282	700.8783693	815.9142884	724.9223431	784.5975617	812.7283753	683.9477937	711.306588	624.000673
YJR076C	1185.686429	1119.140783	1213.259388	1347.247609	1163.954314	1261.923313	1152.364619	1053.515528	1028.385857	1297.132988
YJR077C	31959.30004	64220.54915	55596.20925	38855.51612	42447.94239	41814.50877	49959.29122	31191.35905	30942.28897	20328.08745
YJR078W	22.31559073	52.00077326	29.46153407	26.02382151	24.70948618	26.35770356	28.63468527	41.6650095	50.80195256	46.58383012
YJR084W	119.0733687	130.4947541	121.6622795	180.8078497	0	124.8084934	113.6648303	0	174.3537843	142.0421439
YJR088C	1349.962553	1304.03228	1231.597077	1416.753799	1309.115472	1382.355525	1279.641296	1338.507352	1507.505759	1392.321488
YJR096W	624.6517729	236.1134101	152.7478276	210.3393282	491.9092194	507.1088216	282.3629159	733.077489	766.7964841	173.9743006
YJR099W	2128.48053	2392.468194	1354.35005	1260.97025	1821.793606	1715.296801	1445.081734	2219.065155	2563.882266	1652.990402
YJR101W	1344.257819	1280.567161	2415.936848	2541.610275	1706.708996	1397.436573	1430.919887	1308.648933	1411.47067	2202.29777
YJR104C	41354.34836	49955.20101	42603.95145	32812.92276	37272.74816	35923.63655	28617.69428	49549.74661	59471.12235	36135.99163
YJR105W	11017.0198	11070.28612	11794.06754	9663.298047	11199.16621	11711.56166	12138.35414	11045.85283	10386.67481	12267.44927
YJR109C	13200.58452	8120.055992	10566.9642	8275.435784	12150.2458	11041.16186	8217.162849	9491.416201	7597.279038	6189.295263
YJR111C	284.1403243	239.9844919	271.8682272	204.5993759	216.397058	234.8157321	169.7315678	348.0299769	232.7367889	176.3992472
YJR117W	1020.267634	1156.8464	1323.667281	1695.368595	1218.6198	1274.532909	1523.165776	1057.297761	1292.873583	2031.651883
YJR118C	0	0	0	0	0	0	0	0	0	0
YJR121W	103118.9625	148146.9795	160133.2743	126245.751	113637.0617	113359.7145	127260.4619	101436.8219	86828.4109	45717.00168
YJR122W	22.0064013	12.67570034	24.98022792	31.3162708	20.97197453	20.81901502	13.07871678	13.76444993	8.059152116	16.71189323
YJR123W	10062.95298	9010.79204	7873.456594	7432.803862	9470.300848	9115.873392	9472.199438	9479.042881	8224.593666	8683.780014
YJR125C	633.5726605	599.7980068	510.0008875	499.8869273	608.3440364	612.9786816	493.7778296	606.5828798	646.6837845	532.4046176
YJR129C	56.42922657	60.05739208	30.73131736	27.57468222	68.50305269	59.20674733	0	66.92250234	61.98278016	24.536051
YJR130C	61.96666384	50.96241256	54.8515751	32.16242249	54.86793124	48.230244	41.21272908	44.04545283	47.8265819	34.06404125
YJR133W	1345.501427	1770.053363	2068.501386	1540.326373	1457.698576	1376.80166	1112.550012	1431.932338	2218.685493	2079.414413
YJR135C	0	0	0	0	0	0	0	0	0	0
YJR135W-A	0	0	0	0	0	0	0	0	0	0
YJR137C	5696.689754	5071.892061	5683.016238	6827.199692	5746.069037	5957.708118	5915.631186	5311.326332	4420.565709	4368.337957
YJR139C	17003.26574	20210.7209	19109.50784	20532.00146	18433.89812	18317.80194	19437.62643	18285.07338	18354.89003	22254.81458
YJR142W	210.5309088	173.1621867	156.6460147	139.971129	214.2017619	200.9014389	220.3064967	186.2763828	200.6012623	134.5261039
YJR143C	402.0829865	459.3918203	391.5319975	611.123324	363.6336028	470.2144257	438.8154827	504.9828721	371.7346248	1212.039824
YJR144W	1639.629516	1971.957002	1703.611611	1479.681116	1550.600126	1492.959404	1262.998255	1348.939095	1241.887228	653.5135778
YJR148W	3668.572195	6263.520568	3535.938184	763.6071702	2861.772155	3085.919106	1836.325836	4575.574693	4680.799004	782.9090101
YKL001C	13059.04021	12581.8849	14317.14926	15635.53099	14122.90057	14691.35899	14367.67001	14211.62363	13930.14739	17112.57854
YKL003C	0	0	0	0	0	0	0	0	0	0
YKL007W	5373.853418	4685.497424	4666.652376	5244.634241	5044.391664	5203.794492	4814.718467	5631.651322	5671.805388	4334.425589
YKL009W	744.1119455	556.4273421	487.7767823	490.4947682	799.5951248	810.3966001	743.5766252	832.8336106	712.2554214	550.559428
YKL013C	0	0	0	0	0	0	0	0	0	0
YKL014C	0	0	0	0	0	0	0	0	0	0
YKL016C	10888.38837	16265.12951	17375.91311	12533.75839	11327.43067	11094.18652	11821.40067	9494.797186	9489.494539	2836.253004
YKL017C	0	0	0	0	0	0	0	0	0	0
YKL019W	162.7468955	156.8641752	109.3660065	80.91297593	123.2661451	131.0695244	115.1171651	132.971006	135.7359703	108.5291477
YKL022C	0	0	0	0	0	0	0	0	0	0
YKL023W	311.6963101	365.4894978	320.8925186	176.1031972	435.172714	312.7450389	236.8001744	320.8977035	316.451937	200.7625708
YKL024C	1980.163721	1681.333093	1564.595027	1407.145231	2172.364319	2306.714071	2511.444359	2905.86057	3036.121806	3101.303468
YKL025C	0	0	0	0	0	0	0	0	0	0
YKL027W	621.0649709	617.0108148	717.518294	718.653683	759.4812058	653.0624715	649.8355509	731.7153715	646.4060771	773.3476176
YKL029C	586.1018166	474.2165095	731.370097	409.4160793	583.8280424	616.8218013	618.4657352	803.1077137	521.1482724	720.6580735
YKL032C	192.5980927	243.8258848	209.9306164	210.9324098	178.4563975	157.1747507	139.3262886	156.0025174	184.6495146	127.4449611
YKL033W-A	1035.906862	742.0170036	915.7759054	770.0969694	960.9657105	975.8542264	828.9075653	865.2655678	824.1758329	627.8096461
YKL035W	5690.480929	6024.129875	5829.262864	8765.812048	6077.399438	6273.243335	6179.472145	7459.989511	8943.857738	10946.02073
YKL039W	441.8991452	673.0517057	585.2962861	597.0756664	545.2392028	1311.714746	437.9269428	409.839665	417.254533	753.7539138
YKL040C	540.324778	446.2870897	554.4665561	507.0233251	502.234448	520.8621758	546.9696693	519.4199431	553.6296114	371.9130267
YKL047W	62.91326143	72.33379951	65.18519998	70.18728846	69.53587011	59.08963178	88.28829178	58.93251264	59.08550415	62.07937296
YKL054C	309.6533278	303.1048516	302.1757663	318.2144911	304.1239621	285.8668909	293.0746088	306.4380882	329.2179046	303.1431269
YKL056C	24901.10773	31466.53375	27700.1952	27981.39691	27480.9088	25284.4517	24265.21793	26479.51733	27563.08125	30721.28613
YKL057C	68.51881313	61.06146607	61.88109931	34.85928791	38.33327618	76.27480426	55.77294232	51.66013718	59.49171924	69.24826094
YKL060C	101205.5168	63376.26977	49176.3758	51375.03983	103540.4981	107518.2284	110062.5957	103764.4475	93634.69845	89935.68761
YKL063C	34.84520109	40.61553357	38.47509218	56.32520501	37.08241425	30.68715566	32.14814259	45.61848103	45.75740577	28.66900208
YKL064W	215.4500934	0	140.2581951	0	0	0	0	0	0	161.167191
YKL067W	18824.80801	18286.83132	19033.38553	12496.45352	19521.10426	16744.80539	20057.16486	17721.77685	21437.83733	8209.699778
YKL068W	196.7424472	163.6322788	362.3385592	292.548017	241.7816444	193.3467423	178.8392701	213.7526361	200.5466504	178.2580268
YKL073W	138.1001207	123.812023	116.7200805	140.2749868	165.8801959	120.4668339	137.8009609	134.669191	165.0349391	179.6216049
YKL074C	0	0	0	0	0	0	0	0	0	0
YKL075C	0	0	0	0	0	0	0	0	0	0
YKL077W	90.2826645	95.25632034	91.94330603	101.6487103	84.89474283	86.05315564	85.95569678	79.97513473	78.30533632	53.30555739
YKL079W	0	0	0	0	0	0	0	0	0	0
YKL080W	5675.592213	7442.146091	7065.864899	8642.251737	6157.872872	6105.318675	6275.188239	6358.270561	6631.605777	7914.625671
YKL081W	10707.46681	9231.187355	12212.57728	15253.61943	12561.1271	12913.56429	14328.82006	12022.31215	11620.90713	13738.38194
YKL085W	38793.40871	52647.1327	89097.84542	71141.10546	38467.28909	39235.49062	46134.21265	40082.66891	45851.76329	21223.9286
YKL087C	250.4827961	313.0103045	602.443195	627.0393823	222.9912973	249.082364	242.2922542	234.9154643	216.9931014	233.9650384
YKL088W	212.4777668	160.1605494	268.249591	397.6584873	203.0475449	181.4448505	246.492883	191.0836823	297.7145112	288.1503681
YKL091C	400.3598288	447.0683357	452.3899553	576.8035142	356.0523141	349.2196062	265.478458	478.0864942	580.4480485	412.0210078
YKL094W	1748.893877	2257.350321	2818.933257	3876.061845	1925.006234	1823.905616	1903.901933	2029.451713	2275.219608	2113.241468
YKL100C	0	0	0	0	0	0	0	0	0	0
YKL103C	1030.321924	1391.571139	1026.56783	1460.275975	945.2288998	881.9795327	678.3565508	1055.625076	1114.458138	1084.072721
YKL104C	1987.872094	2761.748522	1886.46168	1477.307602	1853.37622	1775.746645	1492.767803	2080.371702	2548.099604	2418.536379
YKL106W	145.0756845	110.1220285	56.23406577	78.05260342	116.1097317	149.9244085	113.3306897	117.3480341	111.8572313	152.7534223
YKL110C	148.9682474	177.7515242	145.057745	117.8624322	173.0836425	169.5005422	212.2996133	180.4502797	195.4438566	214.8511943
YKL112W	236.1050033	225.0971142	209.4405517	234.4738717	229.6030743	239.5917302	211.533184	216.4513239	231.7919916	193.875375
YKL113C	270.4781636	307.3540742	230.678066	247.5451731	261.6851734	271.9926109	252.9305668	218.6645682	227.1870712	146.1518814
YKL114C	243.6457816	210.7192233	283.5073051	251.9759322	262.0440481	198.4799387	252.996698	240.1162536	250.2937404	233.7387675
YKL117W	2662.606611	2576.021172	2593.25301	2531.680524	2452.076797	2512.741511	2188.734735	2774.628216	3284.124962	2191.664334
YKL120W	1097.54482	1382.497646	1306.869344	1210.987341	1157.824175	1309.09668	1455.139452	1549.667173	1356.058161	2463.983447
YKL122C	4117.460158	3908.452192	3464.52811	3629.557653	4194.564569	4211.785777	3979.830798	4047.425088	4055.269852	2650.481303
YKL126W	165.3116826	229.6041831	136.8963883	202.8336474	229.7295161	217.5692339	231.3286493	160.7547038	147.173602	265.1055138
YKL127W	612.6459649	689.5940423	636.2797554	566.7497555	553.7693764	559.5060895	477.3794051	451.96423	521.5142363	661.7939889
YKL128C	135.9759173	146.8859355	197.9788614	330.2869498	203.0810203	325.6401594	349.4353906	127.1840021	91.97107514	174.6433992
YKL130C	0	566.9002456	295.0400008	384.1642035	193.0172666	489.9244437	215.314248	176.9514734	0	880.3656178
YKL135C	179.3563585	169.6693049	182.7149234	234.5812183	184.6133307	169.1014692	196.0775785	171.4522507	213.4548462	211.2516996
YKL138C	146.9268241	130.1075468	237.4504124	199.1215639	150.6342284	149.2190969	146.9042201	122.6289087	132.9399423	125.9993073
YKL139W	0	0	0	0	0	0	0	0	0	0
YKL140W	0	151.8832854	186.388429	173.2373456	109.3829638	310.4304849	31.73862089	134.3550739	328.4002366	192.0099788
YKL141W	495.5503002	1341.270908	1039.595786	718.8289496	770.5163496	703.7685376	857.1829426	611.1253297	900.3600182	329.6136411
YKL142W	6040.629492	5606.57437	4603.088108	4879.65514	5684.093527	5685.394739	4170.64144	6857.980025	7351.295915	4024.321327
YKL144C	0	0	0	0	0	0	0	0	0	0
YKL145W	3583.163679	3515.894516	3220.560518	3988.224529	3187.787807	3430.615086	3703.839181	3435.934373	3850.174738	3244.579655
YKL148C	1865.483108	3580.535375	3606.775344	2015.24855	2241.278889	2189.621215	2529.303344	1814.69456	2020.681743	918.2271726
YKL150W	10101.27618	11332.04833	11274.16614	9372.877636	13534.50704	14125.67954	18124.08593	6778.135346	4860.565448	4330.474537
YKL151C	1271.468088	861.7726177	657.6193429	831.3618238	1518.736341	1518.70005	1290.975188	1461.124099	1453.049979	999.3443796
YKL152C	84972.13277	58340.5329	49549.91253	71023.38152	88974.99732	93893.84987	86017.13946	101885.3144	92350.58392	119138.9126
YKL154W	190.1715121	186.3477457	182.5028869	270.4116111	78.56757962	162.354859	200.5843007	453.3434287	229.229615	158.3865618
YKL157W	2065.017232	2795.984849	1598.124089	1343.404239	1864.550391	1833.145785	1517.126047	2182.039467	2492.882294	1476.302479
YKL159C	64.48771294	0	58.07593605	58.19643612	41.63076257	0	59.84142707	0	37.68553118	35.235066
YKL167C	365.1022784	312.3904816	566.8129938	435.9701034	345.7772385	350.4232	332.1041056	323.793902	278.6530042	279.6334817
YKL173W	13.01400113	8.167545581	15.2252909	12.39911126	11.37075907	13.10589281	11.01610344	8.782684133	10.45625831	14.73009079
YKL180W	17832.37866	17921.09899	16268.78442	16243.16772	19757.45771	18179.69391	18533.67791	18363.50555	19189.23939	15948.12713
YKL181W	254.3176879	233.4615148	199.8147741	167.0981152	275.685171	274.952989	259.024201	300.7790344	341.4116071	312.199726
YKL182W	22977.72088	19220.50596	11110.17077	6674.96845	19078.56953	20060.4122	17806.13997	19263.18154	16481.12148	8112.313216
YKL184W	0	0	0	0	0	0	0	0	0	0
YKL190W	0	0	0	0	0	0	0	0	0	0
YKL191W	1151.033714	961.7685774	1068.864952	1182.003846	1137.222115	1330.623263	1275.273748	1008.091938	1135.127212	982.6434786
YKL192C	1784.628802	2072.680365	2419.059742	2305.022014	1927.799099	1856.973849	1517.244639	1982.044473	1898.111891	1821.856367
YKL194C	94.31782263	0	151.3177086	153.1246561	137.3747194	78.60883024	87.07360535	35.88165102	65.48563889	155.0616237
YKL195W	0	0	0	0	0	0	0	0	0	0
YKL196C	633.5085378	656.4985767	612.6952966	591.4772597	629.4061015	583.0026366	667.6310599	704.0973417	785.3822131	685.9298722
YKL203C	0	0	0	0	0	0	0	0	0	0
YKL204W	307.0593901	244.045052	260.7915672	383.6849287	258.6992074	268.5967146	251.5093615	232.7180265	302.1040874	273.5767945
YKL206C	933.5864678	781.9665678	1271.44255	1299.704373	900.0812678	810.7980912	671.0167426	942.5361716	1059.973683	892.7720571
YKL207W	17.86135352	0	19.08291732	20.96046767	14.83057281	22.56312537	0	22.05323928	21.72422994	21.6548607
YKL210W	3937.418069	3839.488059	4695.607224	5707.195488	3885.541855	3885.650126	4143.467421	3938.983758	4558.514367	4769.711703
YKL211C	1933.214616	1548.869519	1779.478864	1328.806807	1978.615531	1847.174846	1876.461977	1711.278168	1756.815818	1545.273458
YKL212W	747.0862985	745.1516679	845.6276774	976.3865562	732.8974353	752.6676287	835.0215232	708.1449818	734.1793994	869.4595173
YKL213C	453.576407	468.9324709	559.4805536	678.9275224	397.8250373	434.0135511	401.4827918	426.4932818	496.2755132	469.9988171
YKL214C	27.68254907	31.36353226	28.29631219	26.13408978	28.11442626	24.70562228	23.85903744	24.97267802	25.69481473	25.12128235
