fmol/mgCDW	Yu2020_ClimR1	Yu2020_ClimR2	Yu2020_CN30R1	Yu2020_CN30R2	Yu2020_CN50R1	Yu2020_CN50R2	Yu2020_CN115R1	Yu2020_CN115R2
YCR011C	200.742620761888	199.669213677213	272.897941244749	242.419964743334	166.769684400302	171.322555417669	174.565392349642	220.208856148443
YDR216W	12.2879202979259	14.5321289085261	6.40030086827444	6.05493703294355	2.12157320827095	2.45612090564844	2.53391659044273	2.75212954837642
YMR064W	112.035899092282	120.907752067023	73.1876302439187	72.0560814931269	37.470765403823	35.3834901473711	39.3197474945264	47.0341203929364
YMR282C	34.0746595877531	40.2709957966744	24.232226265484	25.6496806155413	12.105499306336	11.8032008402458	7.59094605791792	14.2671732582981
YPL005W	21.0747565999459	21.8811328294964	15.7662983175775	15.6545001976942	7.87032331322449	8.30438957610293	5.37874511754488	10.2255630709271
YEL052W	175.07195633741	186.02263079307	133.489267230452	127.207390761228	70.179178063969	67.9313483362793	86.7194449715404	79.2696262116977
YLR397C	42.8251590257284	35.4569454147796	41.6216369389955	50.7369080616818	37.5706942897979	30.7806914100742	85.2128312713094	38.8515134133137
YER017C	93.1213747977524	128.519219872482	111.317557373969	154.158383690677	79.2557543143628	97.4561987613433	78.0047698959764	112.516396550066
YOR129C	2.43546695049628	2.49519726243491	2.02240319022733	2.03028483042133	1.35079434282064	1.3267802211705	1.39646290972884	1.69374200458168
YPR021C	30.3721205587302	33.9591951156432	26.8365153372065	24.3175703728389	12.5630260979442	12.8380770991989	13.3594858864502	13.7434396146829
YIL044C	33.8591136469049	36.4931332048606	35.1065251806246	40.9282185435978	25.9816966252963	22.3478358459422	17.2697599690124	30.7784950468492
YBR132C	112.312319840556	105.237578251916	58.7031709374417	49.067741415288	24.7359198767868	27.4815398571403	23.1879950128554	31.2447895398876
YFL030W	835.88679850948	1161.33868765252	345.283882006905	361.724695382369	100.051939166222	223.039776156543	77.860610017149	152.507597980215
YDR214W	665.181661831811	928.88152472039	711.949254898675	976.265093833182	638.855156205019	632.035421410819	642.266317669442	770.857787593466
YCR082W	2.88482276126483	2.92362180545659	2.23648881524021	2.31012390405224	1.42461475910764	1.48542172647798	0.956646462314552	1.73560205426467
YLR109W	145.084032779085	154.952728916248	172.088558437047	282.977001260895	399.413416116632	368.727146678824	911.97706255823	537.169460242993
YER087W	72.5156072929629	64.6914422824307	60.3833853772725	53.3582845079944	35.0594333184565	31.2251678016462	39.1294086391959	35.3964520318844
YGL160W	10.1423400181641	9.17485338589919	6.38162563349224	6.56104283278532	3.39701594215776	3.63280754531404	6.14653466824249	4.94737941742502
YHL021C	75.4845479778996	87.8490999293104	72.5485219577256	82.0065345204418	57.804328639653	56.5930950453666	77.5263216921921	66.5070973020339
YHR198C	344.448595475567	392.474752509849	289.691914680757	280.927467945563	152.232982217641	161.136401625837	128.571919551038	181.925362383731
YAL049C	1533.07691061718	1523.74552232491	1285.90949049587	1112.72846436845	644.30176526331	742.284274886645	638.600879392731	851.291234243928
YIR003W	29.7415422719442	21.9686993632241	16.1171623617004	13.8603851817536	10.4148940486335	8.50120720925752	21.6298831338696	11.4273473718643
YJL046W	39.1739414904579	41.1717596631579	31.5684249877829	35.859472501552	21.6572353960345	18.2144935253063	17.1890775510848	21.9185541041189
YJL131C	24.3773024018492	28.4393733724032	21.6119652022203	21.0611100637719	10.7459174265924	12.9414482313903	14.4811386950182	13.6594153900317
YJR080C	58.5476540224623	68.777910178	40.0793367258555	47.6937496260893	25.1673432100389	25.6778596567209	37.1981134837075	28.2368734273571
YKR074W	759.662062616682	719.618007133614	626.748340410681	557.423838275397	329.928808875581	319.514389403499	428.221325078918	400.046032116564
YMR003W	76.0063811032658	69.5394243295989	68.1502811902109	68.1099516271652	42.375731673876	37.4284324230733	75.6651880514863	44.7153411717926
YMR157C	200.97959609169	261.76319792867	179.309718145189	218.28628063593	92.847716744562	89.5927712200509	41.8480242201321	96.1606920920384
YOL053W	220.142201082652	226.662159282123	109.231248093981	99.0403169995869	44.9622720200232	45.0312814103727	38.3238953400712	52.6727442879198
YOR215C	2358.91493877562	2922.85809441439	1846.18739005472	1786.48401311952	1036.52101948427	1145.28396688307	578.973717004577	1241.9062210551
YPR004C	88.7507835692808	101.017978064146	133.876126523734	295.753816793485	222.686601380027	251.205066271031	352.910129149518	313.779315444031
YDL237W	358.532530751541	339.387157609842	408.599429451607	367.397437384037	218.45323615134	212.100725727692	197.339136757633	267.839953879202
