fmol/mgCDW	Yu2020_ClimR1	Yu2020_ClimR2	Yu2020_CN30R1	Yu2020_CN30R2	Yu2020_CN50R1	Yu2020_CN50R2	Yu2020_CN115R1	Yu2020_CN115R2
YMR207C	3.70567372755859	3.73006738713881	3.59352516085105	3.79692907014137	2.58426379105793	2.28917539926121	3.35553762242147	3.04833233866355
YMR110C	732.273951921479	946.109602289648	680.94151186059	709.685554350661	423.044136964625	578.357543892197	491.313766383338	619.182782284588
YPL254W	50.1148211501407	63.0115774121961	56.1311953246669	62.4420102788093	39.0985118302966	33.6872766813619	22.7646214839629	47.0003352443753
YGR187C	1173.21372942602	1294.73042362955	708.698788914918	677.355183548569	331.558799067043	367.168193512298	244.74793385677	490.070240439197
YBR009C	226585.947029353	188009.006075288	199663.947342832	169163.376917543	97330.4721562817	89915.5680720492	161312.369468702	107471.524031895
YPL127C	460.737817517681	432.956407182551	693.091813430462	806.484924601606	575.30390288427	480.050550358099	887.399123044391	650.773651208412
YBR010W	19883.4521836116	19839.9044527693	31805.4477183346	32381.6509353563	19984.9035124648	18367.3957899214	32646.7783551041	22938.1790627524
YLL022C	69.1991266848822	120.397627664955	108.724752757172	146.554359084585	101.864619080588	105.890954743984	50.9992376737241	148.330388370789
YGR191W	49.3613135580097	55.7784389645501	16.3143413537374	22.8993230622949	13.0141182994999	10.6178870113132	12.927938051416	13.894988535577
YOR038C	17.7382607439696	15.3961792297468	13.8363529412744	13.1276833847208	8.93345848925044	8.42848672493388	12.1228671156188	11.2411367250143
YER055C	3504.15432628867	4331.71407935133	4377.80776099285	4763.48888321678	2698.26205200263	2901.05126185792	2499.22010903391	3680.93106692831
YFR025C	585.751416626567	544.226671931352	586.473809448033	502.525342324224	306.904576906143	315.749875675642	225.689965282235	357.613342338255
YOR202W	1163.6862712376	1157.56026464885	628.44958147788	545.523928375272	285.604186324458	285.186121644939	339.934474211504	352.995436072285
YCL030C	829.145747811848	767.901099961384	911.182761907394	1125.15207908169	835.670652909758	747.676734160081	1164.99731021278	942.014535996269
YIL116W	1367.26396976191	1510.88425227067	1319.48785139213	1429.61246407037	1000.31122867802	936.807021788251	915.188398208522	1346.10123280595
YBR248C	182.332479483543	228.37137622212	209.210637439963	326.522170082025	246.493788895099	200.386072867891	256.681458324453	298.295395539615
YER057C	29804.177358461	33072.2204640128	26451.9188708858	25956.0206830396	14142.7319154701	16747.1828616227	11715.2953659151	18424.8225300222
YML075C	743.871374666282	707.838043218891	392.141542881224	341.405081341269	225.154769936003	211.660716197851	295.740076289471	289.532849651066
YLR450W	53.9818260212375	55.5699111291518	55.0617364395612	57.0895217623322	31.6467068572068	33.8698796506309	26.5800138916235	40.6691336387582
YOL095C	15.1807670890619	17.5806642890104	14.4353953811235	11.2752673077047	5.59584816606682	6.53637655761505	3.32348424990308	7.52529188150834
YDR174W	2043.55084992877	1565.70562631359	1473.50858498597	1248.81516867869	762.264426528432	714.107067201789	555.272530709916	799.560101738557
YBR034C	110.27746034135	121.611235561394	52.6008119320451	50.841352952959	26.0303520193571	24.6959678123042	17.1136417884839	29.7216827152839
YLR205C	159.752235628879	190.1447183408	76.509668419679	82.9589068046402	41.5020539873988	41.0791001809258	27.4726254906805	48.4782549938381
YGL077C	92.0980354375332	105.672302077158	121.965538605544	104.780936854811	52.1764814362286	48.6434709137875	41.730059308887	63.5819509798335
YDL125C	455.873508504104	524.59812962919	403.938694908221	590.734486921096	463.740022163023	403.901396783114	360.575668609643	547.689059809035
YDR305C	10.5431768885854	8.0972824172096	5.84613452530446	6.49300359528073	2.93902528506382	3.79095028950077	7.41929914113159	4.35458563648144
YJR075W	1283.0174336199	1382.9985831694	1128.08502956963	1092.49977888353	544.592320461242	553.350320153851	412.135502138971	706.832898037777
YMR032W	7.81468949531297	8.1171126722803	6.16180144453063	3.68196463212593	2.59459044116401	1.65143539528766	4.43551120402805	2.62478844055751
YLR113W	167.4921912879	215.228246150707	194.687102051414	274.999398663515	147.23819221076	218.117469371682	242.504801630385	271.410363589709
YDR158W	4792.35813708366	5643.69277498917	3546.10392194727	4501.7483846053	2212.20992426221	3018.68424636253	3144.63955129885	3719.44213624403
YER052C	2772.19680118195	3142.98899541019	1511.04219362216	1777.17498862953	860.033968449563	861.499244273397	644.643951688702	1141.18998765828
YJR139C	1702.85849410691	2332.48871836156	2037.37881235221	2592.33500029813	1596.16309973931	1647.05839532122	1399.52508038839	2131.98418531625
YPL116W	95.8216451981719	104.322855905738	86.4582141195507	81.0045665406296	47.0661121893681	43.4286874247789	50.9674311579952	54.0096832083201
YIL112W	3.0343670955901	3.10337352460187	2.80985946551581	2.91991286931613	1.60881808639154	1.73226006204581	1.22208212736899	2.12042464627436
YEL066W	5026.19977866454	4257.3415244211	5850.73793488172	5018.34410622019	2430.86630861694	3040.95464630149	2412.89614417556	3100.41807102599
YIL110W	60.4143928979476	68.4946665579307	49.6230913484851	39.8000874094818	24.5921744397684	22.4151524542626	21.2837172812176	33.7879632378327
YDR138W	59.2156190359954	66.3971595690811	56.8203707701626	58.8938614251663	34.656277086357	34.9009127218668	28.1320470175333	46.1616408013064
YDR399W	502.942385835653	535.474370093317	377.874155364569	345.230887238293	183.544193964563	199.879991429162	139.960035434476	246.726453428811
YNL004W	10.6748945861638	14.2702660500529	10.9100912685882	11.3050771009073	6.42687387055402	8.09100966786668	5.79196262258333	9.86281346661441
YOL013C	5.08528637970956	4.76408789907598	3.47100431287612	3.5743522514275	1.54502179697574	1.69274802118494	1.95211184761107	2.08926810098653
YLR207W	33.464859632956	31.0074400897599	26.7661159892805	30.7197421920198	17.7629350178738	17.5353010330879	25.0189347747645	22.18070875493
YLR301W	6485.68489982264	6117.43705697375	5007.57571718826	4529.51883694577	2868.74644151137	2747.47563936408	2402.15132602256	3402.67276111133
YOR267C	106.138529652874	97.6679263146436	75.7507595727614	66.0796099660254	35.4227928667777	32.4025805482831	57.5199673495371	41.6877448837729
YDR291W	7.39027173027057	7.58014181545799	5.53163602351047	4.84809976758535	2.86281160110999	2.84527692941882	3.78423095372825	3.56866112168716
YPL204W	31.9386466094583	54.8829321230414	31.3501173336987	37.3603632283993	18.7445324798082	23.1100046116672	6.98238130136943	28.1212501752216
YMR186W	3066.07038952279	3635.08979543395	2330.15060398323	2832.12849885369	1984.40981190134	1862.79880430555	2149.96250465641	2375.33357968374
YHL002W	456.74770477669	467.868163293814	352.454693392906	305.475616337493	183.221098912263	186.357984442241	135.209272055779	231.04403803791
YGL073W	11.0520969381278	12.1218159543012	9.91928890352799	10.7874770050331	6.76902942782031	6.81352084681888	4.09290007041483	9.12021308303532
YMR288W	81.2638247440221	80.6893475988083	52.1190292748286	48.6934073940878	27.4688058398386	27.8081225770735	28.3727878941689	35.2342747729168
YOR319W	107.715170577281	154.585967413288	89.9813164555852	98.39849052846	56.5598142198177	61.8743833346331	20.6323538961233	76.2642111143977
YKL101W	6.71925882158222	7.13656662213065	6.13636363048059	5.4457698490361	3.07842600001886	2.76627459464218	2.89752080635829	3.79946149143625
YBR133C	22.215659445986	20.5524070239836	16.8018034027303	18.4447498296454	11.5605295506231	11.2646850898503	15.1490230188597	14.0074207257357
YBR272C	330.451796866879	367.370624530616	252.765566145353	257.353099741352	139.498740353601	152.402968704272	107.222526652734	181.646237083723
YOR020C	7375.41388156028	6830.79903941925	4254.6490041189	4995.00721662108	3014.86610693083	2524.44489147404	5166.33234893859	3090.12543225287
YLL026W	6216.93199700861	7035.85919302534	6191.50651371102	6006.9297809699	3895.26902887833	4794.69845149188	2833.27704545959	5172.03198193477
YFL014W	294.751972938552	280.408734959685	203.979027374439	209.109580195934	148.528665737541	318.387366055966	142.964308890355	300.151557164215
YBR072W	6886.90738209052	3925.62279506216	881.998557196802	858.690640257812	433.082580980002	511.240296880674	804.590292001565	525.140109297452
YDR533C	18.2522451581292	19.2097722727798	15.1248295515293	18.3838229230015	10.3525283656767	15.7238517702312	24.7817508603293	17.9950853011833
YDR171W	18.3160916127949	18.3638936569961	15.1594769750762	21.5835677995835	23.6350663641885	24.3457280872029	38.9139434672401	28.9850459553787
YLR259C	6325.05605439227	7519.30277452748	4290.64821437932	5971.32131618989	3492.83175877962	3906.10340196119	3932.37419833876	4196.5952547271
YDR258C	1880.76864858948	1998.25032147562	1181.58779082485	1157.17698810053	639.278197036319	797.346264953561	495.646732818271	890.826896798777
YPL240C	1137.32696108631	1345.98032450688	954.044909617237	983.11553013189	673.35067561779	680.964129279605	687.71235086698	827.532676909819
YOL068C	16.5463547427593	17.4907640283886	16.2552941316127	15.7036948155122	8.17650532628987	7.62377449465568	5.96917963888609	9.53641291856103
YGR223C	1.96571770032025	2.21964819828057	2.88702276780615	3.28962209659184	2.48508126570552	2.25338530970049	2.79036923272151	2.9246974418124
YDR225W	25560.6858738893	25771.8749096277	32565.6331670959	35057.3799325785	21919.3781447865	20212.3235438138	33699.2981817896	25665.5991368046
YDR224C	25662.0258987744	24645.8150668231	36769.6928222036	47880.8143498428	40574.8836400357	31548.4485948304	66489.5414015182	42500.658328812
YCR020W-B	333.687484631299	358.862393474461	340.496828291144	403.986773471752	215.224870151318	213.662744400121	153.671549498046	269.717164606985
YPR033C	562.632074268792	631.182871770607	445.604727334618	487.241402059467	298.952689386509	265.385462504933	375.868654852856	343.844679940119
YOL012C	3283.62139031211	3173.99490054331	3814.31450761715	4627.56501234197	3364.10920662895	2965.30788917083	5400.01406214533	3987.40992726378
YOR284W	4.27378384099205	4.29444832641883	4.14908152910617	5.13497216640274	3.4547923479114	3.08430932031102	4.13765859561827	3.97651782957746
YGL141W	414.994283321045	393.883629508473	326.790719089692	293.517126369621	194.816341689857	184.437372980279	169.513188010248	229.689730922653
YFR053C	7360.43239946195	9445.27273238678	4430.28356894524	4618.31365605775	1789.05734953699	2316.43349887552	1058.84685170831	1578.63838331483
YGL253W	10620.5886215023	11350.64288523	12070.764609816	13406.9564975478	6772.32363458	7467.77828994922	6997.2589993649	9618.18565092936
YMR011W	3691.60278361792	4197.69925858787	1238.05857790072	1362.36020187395	637.601858229858	600.226181808898	362.493342953683	638.359339776308
YDR345C	73.6688897079178	70.9539297899643	51.1453481537557	57.8595995674127	95.8782782142849	84.74278464269	139.249878401036	198.013437963819
YHR092C	32.755163577071	23.8023749614974	45.6548805070372	54.9104368421844	88.4519659552554	77.5908346683041	67.6017650175313	94.9199451815097
YHR096C	6.88345947605338	6.77606418613053	0.993441712761967	1.02371278988214	1.42817389490037	1.71536103680968	9.24813158899315	3.54446793916181
YDR342C	21728.9927644732	24131.6570738787	11067.4418499195	13746.6209296235	3200.67797446996	3165.53664646101	1152.27052269327	1603.14288694815
YKL189W	62.3689324123048	51.698605295675	36.356320053896	38.3821957602158	27.7735665871322	24.2917143330339	39.973812863883	30.7848059118424
YEL034W	2475.09257030059	2131.32023765862	1535.69835172517	1444.39762130718	1229.44961598026	1053.21914017894	3052.97602860997	1514.67911763444
YIR037W	5855.9587392767	6347.96947199699	5226.48426496464	4691.50879041237	2796.6414930682	3192.19495770212	2867.49063688386	3488.65502381002
YOR126C	241.128413980929	258.61790383305	184.898470420846	171.392245112147	110.36515537965	105.956629889278	94.9473996549669	139.40061636796
YJR122W	24.9486562968106	25.2886433292287	11.4041884008689	11.1440076859644	5.19939871182467	4.87948840900225	4.37003480865847	5.79743231859976
YIL090W	96.2785411656581	92.0321181968328	65.0594889762322	51.9415620427932	27.3827096282319	30.4794647160326	29.6891368224941	39.9208508452167
YER065C	2341.0746462141	2150.74645407548	160.890943360358	165.793437479372	49.0249411901369	59.0973381982924	84.9022845156462	60.8354952041245
YPR006C	255.411024170842	214.187236458132	19.0298058778957	19.6096614586626	4.92251500219387	6.16015966395502	8.33224785155635	5.1248387120298
YER078C	67.4298432716805	69.1990883664911	65.6826570289671	69.4882001301493	39.3398506977705	37.3404738906541	64.8511478169308	42.1544663579295
YNL037C	4654.91008606018	5038.91593562656	5464.58433035902	6399.75697972624	3424.70996792846	3296.61128141199	5472.47804189787	3384.5913398722
YOR136W	10043.5979631542	10376.6817440717	10931.2040828357	10670.6591604584	5205.38218453915	5307.41334922664	6360.13304126679	5163.22217441534
YPL117C	852.064344400564	1148.65484924118	1072.60894619489	1223.52579940915	726.297224262466	843.796613152042	477.60501660295	945.492578248871
YDL066W	1850.40015269567	2107.97946118849	2712.24405159417	3142.8987121763	1858.7035394591	1836.33262340647	2385.0534250986	2263.65198377711
YLR174W	2958.15718128886	2538.31958655297	352.966861268511	310.167912283061	71.2615997122837	98.7614990288631	125.697543936945	85.1540125854864
YJL146W	13.8000759694784	14.3728022414375	12.4811241457431	15.0701621571659	10.6926418663907	9.4174589403198	15.2679366239231	11.9058757764397
YNL215W	45.0236445071502	41.4424950351795	36.0664072253135	44.82135573801	26.5072533934468	24.6414553708044	41.3565255647143	34.1021350819564
YLR052W	16.3132627621103	24.1852076905577	20.9718182124907	24.8074179625895	14.389498115115	16.3034357431956	11.0639435002254	19.8400655829616
YBR159W	149.534424363334	188.082321868319	227.290283044249	327.5026362778	243.928007352469	226.629323764523	244.545977410749	296.824453123697
YOL023W	13.7147272259104	11.1539207106856	11.4738223402426	16.0049007524255	9.92952607844191	7.72845816199063	7.95266493144052	9.30001583083354
YHR132W-A	118.30247407134	80.755383426601	66.9867500170146	65.3299744427908	48.9784279129896	37.850487671769	76.2212028738442	41.2723505233813
YHR187W	181.438125028091	161.870571872202	102.506069736181	98.6929212671226	56.7050936680001	56.5976976572652	99.2820650974395	78.4850046450273
YLR384C	317.12096813099	335.662309325312	231.777569906409	230.378040993415	120.856515477158	120.903147484824	110.067461215759	152.766457113025
YJL057C	50.9199022495864	52.0835826367116	44.1405650304436	40.3884938951944	23.8550653981349	26.6073214855732	17.7546286785874	29.1652483038927
YBL076C	2818.52977229275	3145.80464755536	1968.78525916349	2032.71531649921	1077.50262281088	1015.70109645487	968.322750170292	1309.6183966624
YER086W	1192.1637738864	1407.10211485265	978.739898786795	1043.91241324758	702.29642638975	712.051368295417	712.778905819585	823.655624502631
YMR108W	2042.00411514164	1744.76028416985	1414.88997107428	1535.84295574085	1039.31521989757	974.673901590175	1256.15175365706	1149.08152223754
YJR016C	4135.17548969739	6259.22070703131	4575.33721220726	4866.62133229617	1874.05539232163	2615.13474244824	1406.85769707235	2794.63117809336
YLR355C	27514.5668116128	28145.3338837925	14963.8667629589	15211.453388295	8683.83014414032	7774.22003555268	7332.07438789369	9572.86404902356
YCL009C	1026.10569149269	995.889450258634	896.246196685534	1248.72418498035	753.285411387818	816.148847875099	1308.49462039643	1056.19262666189
YHR216W	120.435694853025	149.511997676168	64.7894407904655	78.02858944203	31.7558682335975	44.9726081033825	46.149977610937	46.7362397937112
YLR432W	951.384792627458	878.742630331088	566.067721530641	567.641795564491	317.493441359134	375.806413454435	551.178726797457	440.403642877992
YML056C	23.0146788007651	21.0324059254278	16.8085784261769	18.0849019631817	12.1013365400562	11.9041363369138	13.7396502647737	13.2719845052382
YCR046C	915.443956576456	953.570105619179	521.696157415533	482.813416261659	200.187163691374	176.408844643739	191.916444022631	200.450193700485
YCR071C	505.624006725532	480.275603617362	291.83692824455	274.268954659041	131.176841813004	114.139562919477	170.930698739661	124.616762671789
YLR309C	29.9982245131557	47.3784712799365	32.1025388111102	37.8971948771121	19.9902880622138	22.3257187451879	11.0869189166642	26.224228072369
YJR138W	25.0112153895221	25.392578983377	34.806945402885	30.0073981639305	17.4812882956448	19.5472123979891	18.1234580697706	25.3481923568538
YJL082W	186.913871562211	213.8099543167	193.42255629367	195.59190256178	119.438385718669	120.623662003314	87.8570705223958	146.625135681926
YGR031W	180.195818029036	219.89928270942	178.690248398623	195.224280856593	104.929849186822	105.325470637004	74.2207921738268	120.161459028798
YIL154C	12.4433251715592	13.7832778244601	10.2976941840589	10.8488232527113	8.05944182396751	7.38517205559013	11.3037420035087	10.0228075616159
YHR148W	291.956451718388	245.558823712537	161.802390044016	158.293102544754	93.9794053728519	77.4085077474351	130.288523494353	104.837059001126
YNL075W	385.939271192567	347.920517136215	224.21552360816	217.518957486485	135.699769242323	107.162171948168	148.521008606364	148.339885425136
YIR024C	234.215486033648	264.2993381843	139.424118551762	118.516654766499	60.3799111116781	63.5307578321075	29.7530924688829	76.6253327442372
YHR046C	49.7882685176651	62.3888119166129	64.7129620954645	73.6414086578653	42.2631145169262	39.0738304125918	33.6812882063291	51.9805707751221
YJL153C	8866.07684170743	8548.44949958308	3701.86017491236	3081.81757810788	886.893400049841	1646.33664380243	705.835638856965	865.484278698241
YDR123C	24.847554729842	31.9842754234909	38.1177131581821	49.0989934031985	33.2958048454665	26.1804798648457	18.5855574727142	33.352026480999
YGL150C	52.7329955272124	58.8125048749198	44.1077927691791	43.4339976444309	24.3114180363503	25.4581292644829	20.7829343567438	32.6780982277589
YIL002C	1.37609695727587	1.83042354582922	2.69164771956712	4.96948256258029	3.33890058164899	4.14746038168021	3.37560570555643	5.34950141126083
YNL106C	18.9220699884855	17.1524872705948	12.2355489005219	12.4589889042061	7.01482743413886	6.8277974957567	6.39890834418466	8.11275153563506
YOR109W	180.642935619432	198.153597802258	136.337726580875	150.535179735549	82.6907379538435	89.9611994491178	74.669442398138	112.602611040499
YOL065C	30.6589727005471	24.4450169852795	22.8431409966883	18.2238908782444	17.294775588776	13.3943964989964	18.9173776732792	18.1606134793616
YLR095C	49.1192696859525	48.066602785569	42.7724320955031	40.355402771287	22.3687375651841	21.687632841818	32.8819330994219	28.5159733431572
YFR013W	46.8924268463701	44.7921057412804	30.4536290436569	27.8613844497878	16.4610245872494	15.7739015154635	19.3962805490774	19.6255905439961
YHR085W	24.9603593376031	29.8333023926737	21.5561188639942	22.7389868555322	12.1609859261521	13.0543556057905	10.0568525473016	16.8805025890149
YNL182C	106.592208349054	89.3042014062962	65.0559081544969	64.2737584177107	37.103086220627	35.720648430377	47.0317845684613	47.9012526844136
YBR011C	105493.225729812	89016.7834303549	59681.2803604276	52279.460181583	34462.3473082594	33276.9605418486	34783.3250108212	41884.9876624053
YDR072C	1.44144251940847	1.53828637138591	0.989641790106136	0.843901847299808	0.40733017698167	0.429141759629358	0.323866539569618	0.648322796755578
YPL242C	4.17799770881237	4.2269240569737	3.3879083559905	3.16580975580643	1.97973181958556	1.81011806675109	2.47258998851455	2.86172092178296
YLR247C	11.0093772195883	10.8789652648432	9.27655388629417	9.92201368109299	6.31193860966686	5.40833118549245	8.17458420886735	7.30624471332404
YMR073C	118.737279618648	99.8744383720779	86.1940851647465	82.7520165205838	56.1171380849264	54.4993848894548	90.8886625689441	69.4627545126815
YIR036C	445.474418273178	492.300055658415	508.025795500033	566.750409062082	350.977267118411	468.286617477285	348.325279258829	520.160104883201
YLR021W	47.7613053003908	46.9310722165861	35.729469294258	41.6866984069175	22.6019710065918	22.2347053370073	20.6723948049216	30.2800320027078
YFR038W	15.9301936893589	15.9234946022603	10.7706338561995	10.6211136566116	5.8292759175145	5.76117209915082	5.47437412112653	7.41473366513427
YHR079C	3.24683002333559	3.89431218150729	2.99852644479192	3.15451639793864	1.93068530172269	1.87263220429052	2.05747177384928	2.50119225678252
YIL026C	72.1502087058899	82.4980329755836	74.1242821603903	78.3399325222417	50.5737755556559	48.7954674409057	39.1154452951644	69.6337951163488
YLL027W	186.169638251529	156.630756775403	79.982701715639	72.8877417302085	36.1562642179163	31.6340804381681	50.8895884530493	36.3033809821461
YER019W	21.6542368973797	22.5590941768287	31.5302584827287	31.9813513122519	22.1538984157612	23.2235056200398	27.5090587582278	29.492017624774
YER048W-A	2579.62690271768	2813.28349824255	2000.44882187601	1834.91001265501	1049.86466147766	940.081399893833	1417.96728757366	1144.4306449157
YPL040C	84.2968396055421	99.8104237600269	55.7293636893337	54.1963843492999	24.408153335766	25.8243960153214	20.796960332749	27.6957726985281
YOR155C	357.312552585573	383.75611852607	268.013012465096	244.390364843873	149.60497731712	146.487905527879	121.620056904687	180.461908174181
YNL265C	65.5871297417059	84.175227526978	95.4686799920972	145.383472407197	92.9567208919151	99.5603839245441	39.8971724425578	130.758221720125
YBR086C	122.166755913838	145.793246574457	143.081725924231	157.730806661626	99.0323571636237	95.7208430414161	69.868540731699	124.217797427988
YBR245C	272.039100888503	294.390362892276	220.919643121612	200.505858113212	113.014654269023	111.146002692273	79.4046317667698	146.805861758859
YOR304W	70.481967019257	75.3624425647623	72.6809888197031	69.079659878665	46.0830990479418	44.6002270488744	37.6852096417116	57.7075711525194
YJR050W	20.5338476191604	14.9502076123544	14.6108520930646	13.7473990166821	9.60909377621604	7.87462936134643	17.0658592183466	10.4976946186795
YGL133W	34.5422478918286	36.2040607308163	27.9703784939457	26.1882273029697	16.6763566247097	16.0565668998876	14.6434043609978	19.6627306614762
YDR497C	0.856443173386337	0.899286402496199	0.741485971315013	0.733888126531523	0.390068481571471	0.364936908707099	0.390093453945451	0.365586190430585
YOL103W	4.08814741982097	3.88998307360887	2.48946897735458	2.33734563732742	1.03934388218973	0.995415121700792	1.32087350853326	1.07531750888837
YDR229W	245.248126547989	222.941623928278	251.697437622811	282.510984150116	183.365487961674	193.516867101452	184.800039336844	234.27766484884
YKL032C	350.175677609585	361.784798089394	363.901677654698	374.472866708891	219.015349180124	281.005508115632	359.870916498825	350.161078440169
YOL002C	2.43797137377204	3.1617614350511	3.98384923409262	6.87905208767779	5.60557016906304	4.29391106230995	9.27492629417227	5.47872475713464
YJL073W	3.75691459905382	3.76537384426738	2.24173924864883	2.01163992542911	1.15142219664252	1.13806017933567	1.01875565201329	1.53600932701187
YKL217W	1272.29824468484	1819.23559345741	43.2821008771535	26.7115556051082	5.3623375413234	6.5514062467397	9.20293064524421	9.17196874543559
YER051W	22.2368030291544	8.92570481093496	13.6197983809969	13.2696864720394	5.76418352871124	6.87586942218189	5.41523814781514	7.92384139482472
YJR119C	6.84638840031655	7.77885784483255	5.68853107056731	5.80085010870698	3.24503256325517	3.29085291979677	3.25255408432388	3.89885425528197
YDR475C	5.42337857885606	4.26022532083135	4.57990622439189	5.04208757872048	3.62032980415683	3.14041372612545	8.0603040550066	3.89451196828675
YPR169W	4.29172729949846	7.05430700883783	6.83870121213613	12.5772509695907	6.49867658263935	7.84095511296167	8.66109195066106	9.88749239903305
YNL227C	9.84504070535462	7.07751553905634	7.80229971678357	8.66509418158414	4.67890779791009	4.18641178181465	9.76922251228931	6.13913305178265
YJR097W	57.8957051689499	77.0148448464047	121.39295617027	193.769822167829	157.386880874713	130.861407481283	51.7311475693583	171.802472993932
YMR132C	29.6370845871071	30.0051894890866	25.3647698303989	27.1568618105762	19.3270540131766	16.4460255390522	37.6688418925555	23.6935824134647
YMR294W	3.8955094282469	5.51347775291857	4.22134775992281	4.97108091777505	1.42419403249073	3.49674353774627	1.71625386679878	3.78141959987808
YJR091C	17.2179146564203	17.7637535612928	12.5571221050917	11.4178943672029	5.63102527432794	6.54653274218872	4.52641045710603	7.94070948669721
YKR038C	34.8692933877411	39.0113349213717	37.7917254867855	48.9668048481738	28.4758494447934	36.3024667033529	40.7599640444237	41.329700584973
YBR017C	172.817603156373	193.495523787641	127.520226208293	141.145036982908	78.5728160651449	81.2615943988641	72.7513628438473	97.3950459091968
YGL241W	176.68060587099	229.481360069024	165.152441204419	165.476117060633	86.8560351590947	104.168172854025	56.1104453087806	130.652934720026
YPL125W	64.4494445468449	100.428713572281	63.3354105694864	70.6340461507881	34.0146185899793	49.1182688332003	20.8151293852241	54.9882502747871
YGL016W	80.6663744017883	108.512330700619	83.5738928111906	92.5581511844164	39.626306168836	63.9244366332722	33.9539523062899	71.4931670642102
YER110C	2332.68376144079	3318.95351251783	2223.85475700638	2650.88580806514	1463.01060220897	1527.5933316407	734.168079737326	1969.89052030173
YLR347C	746.285628479625	966.825319506578	903.934268423764	999.715104874482	653.464032897582	666.202691872222	579.31283825547	860.363369449954
YJL034W	2806.35209909254	3336.17632554037	2149.95277882167	2324.35238554699	1247.06245155013	1323.6402144412	747.775887825324	1466.04423131994
YCL055W	6.46124481400278	8.09835450072256	6.66263373430284	7.80089239871492	3.88448970964109	4.20082929811646	2.53216994001759	4.53068394618766
YCL024W	16.6925774429613	17.3220367736424	16.3315258048678	15.885901005573	7.82340394293125	7.87263263493578	5.79649294826224	8.69511049293612
YDR017C	30.0902317912656	35.7789200521714	25.7670983103284	20.701982829843	8.1026526308246	11.8673660245411	9.81326992214859	12.4878818951053
YDR367W	311.766729874444	345.379357730617	311.097470186487	340.158380187374	197.694799959458	191.114999656509	184.508128175171	236.699104178161
YHR158C	65.2491674459153	60.4925067677918	63.7475975901151	68.8051304984195	40.4003238768296	46.7527238929536	49.1441292459247	53.5020754549511
YPL263C	84.877808599743	70.0693398653197	54.7123979168627	54.6606464425815	28.0228072342916	25.9036151669253	50.4669287588655	33.6384582827816
YPL145C	476.279636163106	564.876725072442	682.116878364524	773.334051282964	566.320639982569	640.323669714183	730.594169943202	817.093279175174
YGL203C	65.0945474790144	78.7427807205861	66.2304276301077	70.2571816704948	35.7723707912365	37.8876653206654	20.7283401384143	45.9648580242963
YIL125W	1568.61115110505	2215.51710393262	1271.37744733525	1359.03420446077	559.718009560929	826.335881449227	616.450203727151	818.643332094128
YDR148C	243.353582015835	285.54302499201	288.621927680359	341.304610064259	164.425774148995	230.609582272319	309.703476779713	219.828841162668
YHR102W	405.792607699774	343.461494694936	290.529413638557	246.72399221129	129.991180497078	166.434994449358	83.3220722903546	185.731280997573
YDR122W	34.7364664694386	38.3237799998417	38.918776255057	39.0394317131581	25.0629015724401	27.246386139088	26.71492941633	34.1643784987634
YLR096W	1.93813107806967	1.79925784423592	1.49099445663524	1.16043775266634	0.644335418988447	0.630003837244887	0.567708891692132	0.803324322212859
YDL108W	51.162841832602	60.740611249419	52.3496402108394	59.0531889510087	32.482879244399	35.2769034185833	30.8060033353537	44.3871162402157
YGL216W	68.6876780974192	57.7810710937493	56.5152338125083	55.5419513988376	33.5268115795329	29.6629017776403	44.772416387525	37.3233731841407
YKL168C	4.87820900367669	6.00411012312713	7.32571828873772	8.58285539517296	4.09595125197685	6.11016210262155	4.23571945933066	7.25295774661493
YLL019C	4.27596263372476	3.59872504770234	3.39104253836904	3.04761142462927	1.91647078575193	1.98499349672352	3.63762957380322	2.48437537675665
YHR186C	19.9803038362528	22.9818711951871	23.4736618630603	25.7273785498458	16.6401632667614	15.9119443598751	15.5162696188842	20.5809162689319
YDR483W	124.720580865256	110.813342542777	115.821456364858	108.149753687877	70.9177053530377	65.4804619880762	64.1396851910669	75.4997259261723
YER038C	3.00251690398846	2.24955150034166	1.7658677206745	1.59010141224878	0.784604898239237	0.79463170450213	0.955362675645401	0.916872991740223
YNL132W	147.099758975645	158.151099614452	110.980764900378	126.591960834117	76.332261961727	72.3592703500186	87.0006529450171	96.6619129897248
YOR336W	59.2159424784383	70.1906583071599	48.4264336338585	46.1459644599649	27.9252898207339	27.7759510635315	26.1591883302119	35.9128458595406
YPR159W	200.174863285196	183.746990965754	151.832722019412	155.233674841889	101.710122834293	84.3751833429537	130.817535011423	107.925619435914
YNL308C	272.502596296051	368.338642473984	237.357464693695	283.356217828696	176.152995462467	166.846785330208	103.97345089682	215.929115543592
YCL059C	548.230624627428	518.291357412785	300.258998406944	284.321016085276	153.8809858745	150.185698012787	232.784114152434	188.355929299378
YDR037W	1603.07525649817	1546.24205928679	1314.68950653678	1595.18262003469	1092.41546263713	971.024227959176	1507.49356452321	1319.9595504116
YHR082C	1.75721298762643	1.63241589609227	1.91839075743321	2.24398721225847	1.55788733529866	1.26549933345206	3.91769823801376	1.90762517395535
YGR040W	25.6854903034211	25.0929015890034	24.0832125273281	29.0418946105084	20.8028587877924	20.153736908115	24.2101597689601	25.8833563818298
YKL110C	152.026991275013	151.650476994506	325.311829219141	253.598076795587	159.302942735411	159.255566766341	189.115892029827	263.846246947142
