index,v_measured,v_pred
0,0.0,-0.0
1,0.0,0.0
2,3.57882236,3.9472956731275106
3,0.0,0.0
4,5.129e-05,4.683028513423825e-05
5,5.129e-05,5.049707528088558e-05
6,0.0,0.0
7,0.0,4.200025572577429e-07
8,0.00010258,9.408261671944243e-05
9,0.0,0.0
10,0.06803216,5.025388787378697e-06
11,0.0,0.0
12,0.0,4.0619527846286205e-06
13,0.0,2.291360659390967e-06
14,0.0,-0.0
15,0.0,0.0
16,0.0,0.0
17,0.0,0.0
18,0.23,0.21000014197857772
19,0.0,2.817611031378543e-06
20,0.0,-0.0
21,0.0,0.0
22,0.0,5.21358460186871e-07
23,0.0,4.125982493330405e-06
24,0.0,3.2018567781886236e-06
25,0.0,0.0
26,0.0,2.124702616010761e-06
27,0.0,0.0
28,0.0,-0.0
29,0.0,0.0
30,0.0,2.656322275391195e-07
31,0.0,1.2056489772859592e-06
32,0.0,-0.0
33,0.0,0.0
34,0.0,0.0
35,0.0,-0.0
36,0.0,-0.0
37,0.0,-0.0
38,0.0,-0.0
39,0.0,0.0
40,0.0,2.5121405967392263e-06
41,0.0,0.0
42,0.0,0.0
43,0.0,0.0
44,0.0,1.3498592885942352e-07
45,0.0,0.0
46,0.0,1.1339412025768688e-06
47,0.0,3.3008462117174835e-05
48,0.0,0.0
49,0.0,0.0
50,0.0,0.0
51,0.0,5.950476998708987e-07
52,0.0,0.0
53,0.0,0.0
54,0.0,-0.0
55,0.0,-0.0
56,0.0,0.0
57,0.0,1.1740363108636576e-06
58,0.0,0.0
59,0.0,0.0
60,0.0,0.0
61,0.0,0.0
62,0.0,0.0
63,0.0,-0.0
64,0.0,0.0
65,0.0,-0.0
66,0.0,4.646056193657877e-07
67,0.0,4.64673876705238e-07
68,0.0,0.0
69,0.0,5.06732793878533e-06
70,0.0,0.0
71,0.0,5.69210020576001e-07
72,0.0,0.0
73,0.0,0.274680794425187
74,0.0,2.3186841185522643e-07
75,0.0,0.0
76,0.0,9.463444488508717e-07
77,0.0,0.0
78,0.0,0.0
79,0.0,0.0
80,0.0,0.0
81,0.0,-0.0
82,0.0,0.0
83,0.0,1.3502683191762044e-07
84,0.0,1.0428159422139381e-07
85,0.0,0.0
86,0.0,0.0
87,0.50389275,0.1304081442936756
88,0.0,0.0
89,0.0,-0.0
90,0.0,0.0
91,0.0,4.371310204571681e-06
92,0.0,0.0
93,0.0,0.0
94,0.0,0.0
95,0.0,0.0
96,0.0,0.0
97,0.0,0.0
98,0.0,8.518025252368666e-07
99,0.0,0.0
100,0.0,0.0
101,0.0,0.0
102,0.0,-0.0
103,0.0,0.0
104,0.0,0.0
105,0.0,0.0
106,0.0,0.0
107,0.0,0.0
108,0.0,0.0
109,0.0,5.839716345356686e-07
110,0.0,9.492472163912715e-06
111,0.0,0.0
112,0.0,-0.0
113,0.0,-0.0
114,0.0,0.0
115,0.0,2.9200553257148474e-07
116,0.0,-0.0
117,0.0,-0.0
118,0.0,1.231488383494147e-06
119,0.0,7.17388712059841e-07
120,0.0,-0.0
121,0.0,0.0
122,0.0,1.6605351539148968e-06
123,0.0,1.595004775250566e-06
124,0.0,4.462827930304873e-07
125,0.0,0.0
126,1.90117365,2.5526080164576603
127,0.0,0.0
128,0.0,1.4973176460035017e-06
129,0.0,-0.0
130,0.0,1.5447286571457793e-06
131,0.0,-0.0
132,0.0,-0.0
133,0.0,-0.0
134,0.0,-0.0
135,0.0,-0.0
136,0.0,-0.0
137,0.0,-0.0
138,0.0,-0.0
139,0.0,0.0
140,0.0,-0.0
141,0.0,0.0
142,0.0,4.200025572577422e-07
143,0.0,0.0
144,0.0,-0.0
145,0.0,0.0
146,0.0,0.0
147,0.0,-0.0
148,0.0,2.0553260624188624e-07
149,0.0,-0.0
150,0.0,0.0
151,0.0,0.0
152,0.0,-0.0
153,0.0,-0.0
154,0.0,0.0
155,0.0,0.0
156,0.0,0.0
157,0.0,4.989441924984914e-07
158,0.0,0.0
159,0.0,1.2544423069928287e-06
160,0.0,-0.0
161,0.0,0.0
162,0.0,0.0
163,0.0,-0.0
164,0.0,0.0
165,0.0,0.0
166,0.0,0.0
167,0.0,0.0
168,0.0,0.0
169,0.20050619,0.06715865700112081
170,0.0,0.0
171,0.0,0.0
172,0.0,-0.0
173,0.0,6.324934714721125e-07
174,0.0,0.0
175,0.0,0.0
176,0.0,1.8572766669838032e-07
177,0.0,0.0
178,0.0,0.0
179,0.0,-0.0
180,0.0,0.0
181,0.0,-0.0
182,0.0,-0.0
183,0.0,-0.0
184,0.0,0.0
185,0.0,0.0
186,0.0,-0.0
187,0.0,-0.0
188,0.0,-0.0
189,0.0,0.0
190,0.0,0.0
191,0.0,0.0
192,0.0,-0.0
193,0.0,3.539279443479093e-07
194,0.0,0.000274559111891909
195,0.0,0.0
196,0.0,-0.0
197,0.0,1.4325828641170144e-06
198,0.0,0.0
199,0.0,0.0
200,0.0,0.0
201,0.0,-0.0
202,0.0,0.0
203,0.0,-0.0
204,0.0,-0.0
205,0.0,-0.0
206,0.0,-0.0
207,0.0,0.0
208,0.0,0.0
209,0.0,2.735972682029051e-07
210,0.0,0.0
211,0.0,0.0
212,0.0,-0.0
213,0.0,-0.0
214,0.0,0.0
215,0.0,0.0
216,0.0,-0.0
217,0.0,0.0
218,0.0,6.142169682256069e-07
219,0.0,7.17295649680612e-06
220,0.0,4.373440484892519e-06
221,0.0,-0.0
222,0.0,0.0
223,0.0,0.0
224,0.0,8.431165326179063e-06
225,0.0,0.0
226,0.0,0.0
227,0.0,0.0
228,0.0,0.0
229,0.0,2.537916055018216e-06
230,0.0,0.0
231,0.0,2.4251040301919596e-06
232,0.0,3.493556825635117e-06
233,0.0,3.1820548801781135e-06
234,0.0,2.4111587646076354e-06
235,0.0,0.0
236,0.0,0.0
237,0.0,4.2318961002769e-06
238,0.0,4.2348958199933673e-07
239,0.0,-0.0
240,0.0,-0.0
241,0.0,0.0
242,0.0,0.0
243,0.0,0.0
244,0.0,0.0
245,0.0,0.0
246,0.0,2.6239008068033567e-06
247,0.0,-0.0
248,0.0,1.6912693254880348e-06
249,0.0,0.0
250,0.0,0.0
251,0.0,0.0
252,0.0,0.0
253,0.0,0.0
254,0.0,0.0
255,0.0,0.0
256,0.0,0.0
257,0.0,0.0
258,0.0,-0.0
259,0.0,0.0
260,0.0,2.1641547556829375e-07
261,0.0,2.038924884928406e-06
262,0.0,0.0
263,0.0,0.0
264,0.0,0.0
265,0.0,0.0
266,0.0,-0.0
267,0.0,0.0
268,0.0,-0.0
269,0.0,0.0
270,0.0,-0.0
271,0.0,0.0
272,0.0,0.0
273,0.0,0.0
274,0.0,0.0
275,0.0,-0.0
276,0.0,-0.0
277,0.0,0.0
278,0.0,0.0
279,0.0,0.0
280,0.0,-0.0
281,0.0,0.0
282,0.0,1.0558810492754895e-06
283,0.0,-0.0
284,0.0,0.0
285,0.0,-0.0
286,0.0,-0.0
287,0.0,1.6298319794807915e-06
288,0.0,1.1438223457881915e-06
289,0.0,0.0
290,0.0,-0.0
291,0.0,0.0
292,0.0,3.967833397681529e-07
293,0.0,5.940182156120708e-07
294,0.0,0.0
295,0.0,0.0
296,0.0,-0.0
297,0.0,-0.0
298,0.0,3.7960726181895943e-07
299,0.0,1.128430233583174e-06
300,0.0,0.0
301,0.0,2.4398936288994515e-06
302,0.0,0.0
303,0.0,2.586928024343062e-06
304,0.0,1.6585209447069026e-06
305,0.0,0.0
306,0.0,0.0
307,0.0,-0.0
308,0.0,2.0726814593881866e-06
309,0.0,2.6943133793014448e-06
310,0.0,0.0
311,0.0,1.5642091979465115e-06
312,0.0,-0.0
313,0.0,0.0
314,0.0,0.0
315,0.0,1.6993343153150338e-06
316,0.0,1.177765835844081e-06
317,0.0,-0.0
318,0.0,2.0365074735472936e-07
319,0.0,1.4566497146657978e-06
320,0.0,1.1003258896847106e-06
321,0.0,1.8345184319900312e-06
322,0.0,0.0
323,0.0,0.0
324,0.0,0.0
325,0.0,2.5947704685123018e-06
326,0.0,0.0
327,0.0,3.4929215114096614e-06
328,0.0,2.7738768228929894e-06
329,0.0,1.5302886332108468e-06
330,0.0,2.013661639429709e-06
331,0.0,3.588647166097337e-07
332,0.0,-0.0
333,0.0,0.0
334,0.0,-0.0
335,0.0,-0.0
336,0.0,2.8609937140026127e-06
337,0.0,1.2655478735861052e-06
338,0.0,1.3561437568318704e-06
339,0.0,-0.0
340,0.0,1.3040803084598195e-06
341,0.0,0.0
342,0.0,2.4627505207230803e-06
