index,v_measured,v_pred
0,0.0,-0.0
1,0.0,-0.0
2,6.17891218,6.93135897733759
3,0.0,0.0
4,9.589e-05,9.143039128108713e-05
5,9.589e-05,9.415510600702584e-05
6,0.0,0.0
7,0.0,8.200035092474182e-07
8,0.00019178,0.00018514933026755794
9,0.0,3.121479122589232e-08
10,0.12719056,3.245459819700365e-06
11,0.0,0.0
12,0.0,2.0278170215584125e-12
13,0.0,5.027000926694632e-06
14,0.0,-0.0
15,0.0,1.9097214091165846e-08
16,0.0,6.265180770557467e-13
17,0.0,0.0
18,0.43,0.41000006371738196
19,0.0,3.22214742071742e-06
20,0.0,0.0
21,0.0,0.0
22,0.0,1.2913759506916842e-06
23,0.0,4.125947613307381e-06
24,0.0,2.479373900352719e-06
25,0.0,0.0
26,0.0,2.243929493847268e-06
27,0.0,1.1180362558495038e-06
28,0.0,-0.0
29,0.0,0.0
30,0.0,3.6996413561479745e-07
31,0.0,1.5767794222967063e-06
32,0.0,-0.0
33,0.0,-0.0
34,0.0,0.0
35,0.0,0.0
36,0.0,-0.0
37,0.0,0.0
38,0.0,-0.0
39,0.0,9.900929253078896e-07
40,0.0,4.019482462975072e-06
41,0.0,-0.0
42,0.0,0.0
43,0.0,0.0
44,0.0,1.799480247276537e-07
45,0.0,-0.0
46,0.0,1.842446418100159e-06
47,0.0,7.928660927366719e-06
48,0.0,0.0
49,0.0,8.621090404286158e-06
50,0.0,0.0
51,0.0,3.1912907452746886e-07
52,0.0,0.0
53,0.0,0.0
54,0.0,-0.0
55,0.0,-0.0
56,0.0,0.0
57,0.0,8.990187939547206e-07
58,0.0,6.254537950653016e-12
59,0.0,0.0
60,0.0,0.0
61,0.0,0.0
62,0.0,0.0
63,0.0,-0.0
64,0.0,5.69462066349573e-07
65,0.0,-0.0
66,0.0,3.849682349886125e-07
67,0.0,5.69908813397504e-07
68,0.0,4.925619193954533e-06
69,0.0,2.0273546093318474e-12
70,0.0,0.0
71,0.0,9.497861178499528e-07
72,0.0,0.0
73,0.0,2.0276497223869344e-12
74,0.0,2.3557014416531095e-07
75,0.0,0.0
76,0.0,1.7074921046895673e-07
77,0.0,-0.0
78,0.0,2.222799451810044e-07
79,0.0,0.0
80,0.0,4.125957064675639e-06
81,0.0,0.0
82,0.0,0.0
83,0.0,0.00718167580630225
84,0.0,3.879800069440152e-06
85,0.0,-0.0
86,0.0,5.77201005481226e-08
87,0.72745962,2.3602053560442178
88,0.0,-5.663939911700056e-17
89,0.0,-0.0
90,0.0,2.2829512293426303e-06
91,0.0,2.2809780475309907e-05
92,0.0,3.163107079118618e-06
93,0.0,-0.0
94,0.0,0.0
95,0.0,0.0
96,0.0,0.0
97,0.0,0.0
98,0.0,3.648820871981435e-07
99,0.0,-0.0
100,0.0,0.0
101,0.0,0.0
102,0.0,-0.0
103,0.0,2.731067411389544e-08
104,0.0,0.0
105,0.0,1.9051648486101913e-08
106,0.0,-0.0
107,0.0,2.126419299035198e-08
108,0.0,0.0
109,0.0,9.462383238184783e-07
110,0.0,0.2682497347212549
111,0.0,4.838208253091124e-06
112,0.0,-0.0
113,0.0,-0.0
114,0.0,0.0
115,0.0,4.4351987553902325e-07
116,0.0,-0.0
117,0.0,-0.0
118,0.0,4.607964630641306e-07
119,0.0,1.9628955116165237e-06
120,0.0,0.0
121,0.0,-0.0
122,0.0,3.4966186276636626e-06
123,0.0,3.200802009914267e-06
124,0.0,1.4604215247803953e-06
125,0.0,-0.0
126,3.4552585,3.1469732816048173
127,0.0,0.0
128,0.0,2.8645016302830154e-06
129,0.0,-0.0
130,0.0,2.2823219392871435e-06
131,0.0,-0.0
132,0.0,-0.0
133,0.0,-0.0
134,0.0,-0.0
135,0.0,-0.0
136,0.0,-0.0
137,0.0,-0.0
138,0.0,0.0
139,0.0,-0.0
140,0.0,-0.0
141,0.0,0.0
142,0.0,8.200035092474182e-07
143,0.0,0.0
144,0.0,-0.0
145,0.0,0.0
146,0.0,0.0
147,0.0,0.0
148,0.0,2.565991212553227e-07
149,0.0,-0.0
150,0.0,-0.0
151,0.0,0.0
152,0.0,-0.0
153,0.0,-0.0
154,0.0,-0.0
155,0.0,3.926811580776303e-07
156,0.0,-0.0
157,0.0,1.2053851573085358e-06
158,0.0,0.0
159,0.0,1.6476510830707292e-06
160,0.0,-0.0
161,0.0,0.0
162,0.0,8.250181394358456e-06
163,0.0,-0.0
164,0.0,0.0
165,0.0,0.0
166,0.0,0.0
167,0.0,0.0
168,0.0,0.0
169,0.16025866,0.09195297299845775
170,0.0,-0.0
171,0.0,0.0
172,0.0,-0.0
173,0.0,5.656606799694213e-07
174,0.0,0.0
175,0.0,0.0
176,0.0,2.224564064265743e-07
177,0.0,8.251074826374492e-06
178,0.0,0.0
179,0.0,-0.0
180,0.0,0.0
181,0.0,0.0
182,0.0,-0.0
183,0.0,-0.0
184,0.0,4.12593083174488e-06
185,0.0,0.0
186,0.0,-0.0
187,0.0,-0.0
188,0.0,0.0
189,0.0,4.700627418090124e-07
190,0.0,0.0
191,0.0,0.0
192,0.0,0.0
193,0.0,2.734543870057766e-07
194,0.0,1.1824097206196919e-07
195,0.0,0.0
196,0.0,-0.0
197,0.0,2.1988949264292423e-06
198,0.0,0.0
199,0.0,4.12597155558514e-06
200,0.0,0.0
201,0.0,0.0
202,0.0,0.0
203,0.0,-0.0
204,0.0,-0.0
205,0.0,-0.0
206,0.0,-0.0
207,0.0,0.0
208,0.0,0.0
209,0.0,4.292633428059854e-07
210,0.0,0.0
211,0.0,0.0
212,0.0,0.0
213,0.0,-0.0
214,0.0,-0.0
215,0.0,5.284062929063086e-07
216,0.0,0.0
217,0.0,0.0
218,0.0,9.270422818031263e-07
219,0.0,2.6176123110159428e-05
220,0.0,3.892344546428952e-06
221,0.0,-0.0
222,0.0,0.0
223,0.0,0.0
224,0.0,4.516378715947039e-06
225,0.0,0.0
226,0.0,-0.0
227,0.0,-0.0
228,0.0,8.251031616592124e-06
229,0.0,2.5428184775699617e-06
230,0.0,2.392670365124862e-06
231,0.0,2.5433484811306585e-06
232,0.0,2.6625842032273387e-06
233,0.0,3.0243116262416878e-06
234,0.0,2.3345830648689385e-06
235,0.0,0.0
236,0.0,0.0
237,0.0,1.5730139041802753e-05
238,0.0,4.381153647882873e-07
239,0.0,0.0
240,0.0,-0.0
241,0.0,0.0
242,0.0,-0.0
243,0.0,-0.0
244,0.0,0.0
245,0.0,0.0
246,0.0,1.374952156206738e-06
247,0.0,0.0
248,0.0,2.314913229845522e-06
249,0.0,0.0
250,0.0,0.0
251,0.0,0.0
252,0.0,0.0
253,0.0,0.0
254,0.0,0.0
255,0.0,0.0
256,0.0,0.0
257,0.0,0.0
258,0.0,-0.0
259,0.0,1.6008922703106276e-19
260,0.0,2.0167643542162704e-07
261,0.0,2.9781174136275115e-06
262,0.0,0.0
263,0.0,0.0
264,0.0,0.0
265,0.0,0.0
266,0.0,0.0
267,0.0,0.0
268,0.0,0.0
269,0.0,0.0
270,0.0,0.0
271,0.0,0.0
272,0.0,0.0
273,0.0,0.0
274,0.0,0.0
275,0.0,-0.0
276,0.0,0.0
277,0.0,0.0
278,0.0,0.0
279,0.0,0.0
280,0.0,-0.0
281,0.0,0.0
282,0.0,1.08099507756764e-06
283,0.0,0.0
284,0.0,1.9641751333148262e-07
285,0.0,0.0
286,0.0,0.0
287,0.0,1.2508495891437416e-06
288,0.0,1.081039814989345e-06
289,0.0,7.617439524797777e-05
290,0.0,-0.0
291,0.0,4.12750087291339e-06
292,0.0,1.074274466084407e-06
293,0.0,7.181640223866905e-07
294,0.0,0.0
295,0.0,0.0
296,0.0,-0.0
297,0.0,0.0
298,0.0,2.2964761543531217e-07
299,0.0,1.2764867626627785e-06
300,0.0,1.3546270723270056e-06
301,0.0,2.7433679746370394e-06
302,0.0,2.9600108960058845e-06
303,0.0,2.740804196133088e-06
304,0.0,2.714132407329862e-06
305,0.0,0.0
306,0.0,4.337631442240863e-08
307,0.0,-0.0
308,0.0,2.438316995322764e-06
309,0.0,2.9526672599485457e-06
310,0.0,2.9165050811368166e-06
311,0.0,1.9081548851213073e-06
312,0.0,-0.0
313,0.0,7.857872359149627e-08
314,0.0,2.0785893293203403e-06
315,0.0,1.9051520096378068e-06
316,0.0,1.896708488634061e-06
317,0.0,-0.0
318,0.0,1.1092484647460166e-07
319,0.0,1.7978375207154361e-06
320,0.0,1.5005568437293762e-06
321,0.0,2.0696830094538724e-06
322,0.0,2.024337480824782e-06
